il_kod,ilce_kod,il_adi,ilce_adi,gida_mevcut,gida_tahmin,gida_tahmin_yuvarlak,gida_fark,gida_durumu,nufus_18plus,yuzolcum,toplam_hayvan_2024,denetim_sayisi,tarim_alani_2024
19,1976,Çorum,Oðuzlar,0.0,0.0,0,0.0,dengede,2321,,300,62.0,55126.0
19,1556,Çorum,Ortaköy,0.0,0.0,0,0.0,dengede,3525,,419,42.0,138929.0
19,1558,Çorum,Osmancýk,1.0,1.6260763,2,-1.0,norm_eksigi,23011,,555,732.0,234129.0
19,1642,Çorum,Sungurlu,1.0,1.5788996,2,-1.0,norm_eksigi,24309,,517,478.0,1160019.0
19,1850,Çorum,Uðurludað,0.0,0.0,0,0.0,dengede,2466,,445,44.0,220149.0
20,1102,Denizli,Acýpayam,2.0,1.6992098,2,0.0,dengede,43511,,502,1345.0,450035.0
20,1769,Denizli,Babadað,0.0,0.020503663,0,0.0,dengede,3690,,250,210.0,32169.0
20,1881,Denizli,Baklan,0.0,0.01326897,0,0.0,dengede,4165,,434,110.0,140000.0
20,1774,Denizli,Bekilli,0.0,0.007106304,0,0.0,dengede,5692,,321,130.0,118914.0
20,1888,Denizli,Beyaðaç,0.0,0.0067542866,0,0.0,dengede,5099,,316,69.0,43753.0
20,1889,Denizli,Bozkurt,0.0,0.057067916,0,0.0,dengede,9434,,479,275.0,151578.0
20,1214,Denizli,Buldan,1.0,1.333967,1,0.0,dengede,24269,,515,427.0,145508.0
20,1224,Denizli,Çal,0.0,0.06946936,0,0.0,dengede,11386,,471,417.0,380683.0
20,1226,Denizli,Çameli,1.0,1.2482674,1,0.0,dengede,14054,,468,414.0,121006.0
20,1233,Denizli,Çardak,0.0,0.052555155,0,0.0,dengede,6766,,446,137.0,101240.0
20,1257,Denizli,Çivril,2.0,2.0586395,2,0.0,dengede,49363,,502,1383.0,497511.0
20,1371,Denizli,Güney,0.0,0.025157861,0,0.0,dengede,7254,,430,100.0,162779.0
20,1803,Denizli,Honaz,1.0,1.4752722,1,0.0,dengede,28937,,491,810.0,159788.0
20,1426,Denizli,Kale,0.0,0.0820432,0,0.0,dengede,16225,,458,449.0,167407.0
20,2079,Denizli,Merkezefendi,6.0,6.920505,7,-1.0,dengede,257177,,417,5714.0,61731.0
20,1871,Denizli,Pamukkale,9.0,7.4019976,7,2.0,norm_fazlasi,266391,,507,6506.0,288001.0
20,1597,Denizli,Sarayköy,2.0,1.2451954,1,1.0,norm_fazlasi,24348,,417,748.0,155126.0
20,1840,Denizli,Serinhisar,1.0,1.4427167,1,0.0,dengede,11942,,445,910.0,59016.0
20,1670,Denizli,Tavas,1.0,1.4882743,1,0.0,dengede,37607,,535,943.0,466311.0
21,2040,Diyarbakýr,Baðlar,9.0,5.5509257,6,3.0,norm_fazlasi,251070,,296,4415.0,145067.0
21,1195,Diyarbakýr,Bismil,0.0,0.08359574,0,0.0,dengede,75742,,328,1348.0,1320176.0
21,1249,Diyarbakýr,Çermik,0.0,0.05670594,0,0.0,dengede,32218,,375,567.0,211345.0
21,1253,Diyarbakýr,Çýnar,0.0,0.09302005,0,0.0,dengede,49845,,402,330.0,666797.0
21,1263,Diyarbakýr,Çüngüþ,0.0,0.009601615,0,0.0,dengede,7925,,299,107.0,59988.0
21,1278,Diyarbakýr,Dicle,1.0,1.3651903,1,0.0,dengede,26656,,300,232.0,158764.0
21,1791,Diyarbakýr,Eðil,0.0,0.015231796,0,0.0,dengede,14083,,249,147.0,114885.0
21,1315,Diyarbakýr,Ergani,2.0,1.85997,2,0.0,dengede,88921,,388,1282.0,524645.0
21,1381,Diyarbakýr,Hani,1.0,0.8865297,1,0.0,dengede,17866,,292,240.0,120918.0
21,1389,Diyarbakýr,Hazro,0.0,0.0,0,0.0,dengede,9428,,303,107.0,164526.0
21,2041,Diyarbakýr,Kayapýnar,4.0,5.001473,5,-1.0,norm_eksigi,285907,,274,3807.0,197640.0
21,1962,Diyarbakýr,Kocaköy,0.0,0.0011151433,0,0.0,dengede,8751,,281,121.0,99372.0
21,1490,Diyarbakýr,Kulp,1.0,0.7446904,1,0.0,dengede,23388,,296,168.0,85842.0
21,1504,Diyarbakýr,Lice,0.0,0.014481828,0,0.0,dengede,17464,,305,176.0,103674.0
21,1624,Diyarbakýr,Silvan,1.0,1.1915058,1,0.0,dengede,57948,,355,946.0,751161.0
21,2042,Diyarbakýr,Sur,4.0,2.086885,2,2.0,norm_fazlasi,61895,,374,1778.0,783058.0
21,2043,Diyarbakýr,Yeniþehir,4.0,4.3945074,4,0.0,dengede,144382,,359,3331.0,185718.0
81,1116,Düzce,Akçakoca,1.0,1.3957595,1,0.0,dengede,22064,,262,991.0,220005.0
81,1784,Düzce,Cumayeri,0.0,0.017371021,0,0.0,dengede,8161,,244,307.0,54899.0
81,1905,Düzce,Çilimli,1.0,1.2423838,1,0.0,dengede,7972,,275,396.0,52987.0
81,2017,Düzce,Gümüþova,0.0,0.0311286,0,0.0,dengede,7175,,301,330.0,37861.0
81,2031,Düzce,Kaynaþlý,1.0,1.2877166,1,0.0,dengede,5926,,265,965.0,29136.0
81,1730,Düzce,Yýðýlca,0.0,0.024952225,0,0.0,dengede,1819,,241,267.0,102548.0
22,1307,Edirne,Enez,0.0,0.05093889,0,0.0,dengede,3558,,418,277.0,140969.0
22,1385,Edirne,Havsa,0.0,0.064974464,0,0.0,dengede,7129,,440,415.0,363763.0
22,1412,Edirne,Ýpsala,1.0,0.9237209,1,0.0,dengede,11928,,489,277.0,526544.0
22,1464,Edirne,Keþan,4.0,3.6317413,4,0.0,dengede,55056,,511,2358.0,557825.0
22,1502,Edirne,Lalapaþa,0.0,0.020746,0,0.0,dengede,2676,,338,168.0,243624.0
22,1523,Edirne,Meriç,1.0,1.0389572,1,0.0,dengede,5828,,459,323.0,207359.0
22,1988,Edirne,Süloðlu,0.0,0.018647335,0,0.0,dengede,2297,,388,181.0,177790.0
22,1705,Edirne,Uzunköprü,1.0,1.4459873,1,0.0,dengede,34219,,481,885.0,698877.0
23,1110,Elazýð,Aðýn,0.0,0.0,0,0.0,dengede,1405,,322,65.0,46974.0
23,1873,Elazýð,Alacakaya,0.0,0.0,0,0.0,dengede,2273,,265,56.0,30395.0
23,1762,Elazýð,Arýcak,0.0,0.0022949204,0,0.0,dengede,6820,,297,71.0,60110.0
23,1173,Elazýð,Baskil,0.0,0.0010556355,0,0.0,dengede,4230,,363,86.0,250091.0
23,1438,Elazýð,Karakoçan,0.0,0.026426055,0,0.0,dengede,12975,,316,87.0,100076.0
23,1455,Elazýð,Keban,1.0,1.2642074,1,0.0,dengede,3189,,364,347.0,60591.0
23,1820,Elazýð,Kovancýlar,1.0,0.84947723,1,0.0,dengede,17125,,366,313.0,284843.0
23,1506,Elazýð,Maden,0.0,0.01841341,0,0.0,dengede,2761,,324,160.0,49944.0
23,1566,Elazýð,Palu,0.0,0.018041492,0,0.0,dengede,8339,,326,72.0,58452.0
23,1631,Elazýð,Sivrice,0.0,0.0,0,0.0,dengede,3203,,345,86.0,69590.0
24,1243,Erzincan,Çayýrlý,0.0,0.0,0,0.0,dengede,3227,,385,88.0,232714.0
24,1406,Erzincan,Ýliç,0.0,0.0,0,0.0,dengede,3811,,338,51.0,82828.0
24,1459,Erzincan,Kemah,0.0,0.0,0,0.0,dengede,1838,,413,67.0,70007.0
24,1460,Erzincan,Kemaliye,0.0,0.0,0,0.0,dengede,1928,,362,96.0,22146.0
24,1977,Erzincan,Otlukbeli,0.0,0.0,0,0.0,dengede,1218,,319,23.0,58788.0
24,1583,Erzincan,Refahiye,0.0,0.0,0,0.0,dengede,3013,,339,74.0,199325.0
24,1675,Erzincan,Tercan,0.0,0.024935983,0,0.0,dengede,8604,,423,71.0,460428.0
24,1853,Erzincan,Üzümlü,0.0,0.04452008,0,0.0,dengede,8232,,433,122.0,50141.0
25,1153,Erzurum,Aþkale,0.0,0.03329262,0,0.0,dengede,13800,,262,535.0,212157.0
25,1945,Erzurum,Aziziye,1.0,2.191422,2,-1.0,norm_eksigi,51776,,291,1635.0,287291.0
25,1235,Erzurum,Çat,0.0,0.0072682276,0,0.0,dengede,11266,,158,265.0,199302.0
25,1392,Erzurum,Hýnýs,1.0,0.989519,1,0.0,dengede,16051,,266,696.0,264922.0
25,1396,Erzurum,Horasan,0.0,0.0681005,0,0.0,dengede,24628,,276,866.0,664117.0
25,1416,Erzurum,Ýspir,0.0,0.11220522,0,0.0,dengede,13476,,368,711.0,90620.0
25,1812,Erzurum,Karaçoban,0.0,0.015331849,0,0.0,dengede,15279,,238,281.0,157096.0
25,1444,Erzurum,Karayazý,1.0,0.82531244,1,0.0,dengede,18984,,166,342.0,417575.0
25,1967,Erzurum,Köprüköy,0.0,0.0030660406,0,0.0,dengede,11373,,222,161.0,267861.0
25,1540,Erzurum,Narman,0.0,0.021735422,0,0.0,dengede,10368,,250,303.0,233031.0
25,1550,Erzurum,Oltu,1.0,1.3896115,1,0.0,dengede,23384,,313,845.0,104361.0
25,1551,Erzurum,Olur,0.0,0.0,0,0.0,dengede,6058,,265,98.0,39294.0
25,2044,Erzurum,Palandöken,5.0,3.872875,4,1.0,norm_fazlasi,126460,,213,2999.0,151343.0
25,1567,Erzurum,Pasinler,0.0,0.032826982,0,0.0,dengede,16476,,262,552.0,343870.0
25,1865,Erzurum,Pazaryolu,0.0,0.022623144,0,0.0,dengede,3463,,266,190.0,23969.0
25,1657,Erzurum,Þenkaya,0.0,0.020109586,0,0.0,dengede,10495,,236,423.0,139856.0
25,1674,Erzurum,Tekman,0.0,0.010723375,0,0.0,dengede,14990,,138,322.0,221904.0
25,1683,Erzurum,Tortum,0.0,0.049549982,0,0.0,dengede,11223,,289,644.0,167586.0
25,1851,Erzurum,Uzundere,0.0,0.030036077,0,0.0,dengede,6262,,324,229.0,32136.0
25,2045,Erzurum,Yakutiye,5.0,5.47393,5,0.0,dengede,139895,,261,5821.0,197024.0
26,1759,Eskiþehir,Alpu,0.0,0.056669924,0,0.0,dengede,8055,,543,147.0,438429.0
26,1777,Eskiþehir,Beylikova,0.0,0.00073497,0,0.0,dengede,4501,,479,108.0,307824.0
26,1255,Eskiþehir,Çifteler,0.0,0.07222459,0,0.0,dengede,11580,,499,182.0,598849.0
26,1934,Eskiþehir,Günyüzü,0.0,0.011354096,0,0.0,dengede,5122,,448,39.0,266689.0
26,1939,Eskiþehir,Han,0.0,0.0,0,0.0,dengede,1775,,319,19.0,75718.0
26,1808,Eskiþehir,Ýnönü,0.0,0.037266843,0,0.0,dengede,5061,,469,103.0,147183.0
26,1508,Eskiþehir,Mahmudiye,0.0,0.03009528,0,0.0,dengede,6549,,511,108.0,424255.0
26,1973,Eskiþehir,Mihalgazi,0.0,0.0,0,0.0,dengede,2561,,351,36.0,4284.0
26,1527,Eskiþehir,Mihalýççýk,0.0,0.045664206,0,0.0,dengede,7074,,579,108.0,378276.0
26,2046,Eskiþehir,Odunpazarý,8.0,5.9917235,6,2.0,norm_fazlasi,335223,,563,4517.0,452845.0
26,1599,Eskiþehir,Sarýcakaya,0.0,0.026570931,0,0.0,dengede,3964,,517,55.0,23192.0
26,1618,Eskiþehir,Seyitgazi,1.0,0.97867423,1,0.0,dengede,11051,,541,137.0,589977.0
26,1632,Eskiþehir,Sivrihisar,1.0,1.1446728,1,0.0,dengede,15965,,581,312.0,1392472.0
26,2047,Eskiþehir,Tepebaþý,7.0,6.045982,6,1.0,dengede,315388,,691,4228.0,486098.0
27,1139,Gaziantep,Araban,0.0,0.045319326,0,0.0,dengede,23963,,384,248.0,302053.0
27,1415,Gaziantep,Ýslahiye,0.0,0.097822085,0,0.0,dengede,48382,,408,778.0,253173.0
27,1956,Gaziantep,Karkamýþ,0.0,0.08561896,0,0.0,dengede,7138,,273,223.0,251404.0
27,1546,Gaziantep,Nizip,4.0,2.9218957,3,1.0,norm_fazlasi,93634,,356,3085.0,703869.0
27,1974,Gaziantep,Nurdaðý,0.0,0.058533233,0,0.0,dengede,27228,,396,299.0,239103.0
27,1549,Gaziantep,Oðuzeli,1.0,1.0374644,1,0.0,dengede,26218,,376,770.0,561942.0
27,1841,Gaziantep,Þahinbey,10.0,9.421688,9,1.0,dengede,591511,,389,9281.0,497747.0
27,1844,Gaziantep,Þehitkamil,10.0,10.615519,11,-1.0,dengede,537935,,275,12191.0,448257.0
27,1720,Gaziantep,Yavuzeli,0.0,0.010816887,0,0.0,dengede,15394,,289,168.0,206499.0
28,1133,Giresun,Alucra,0.0,0.0,0,0.0,dengede,2908,,218,116.0,50650.0
28,1212,Giresun,Bulancak,3.0,1.5136908,2,1.0,norm_fazlasi,42300,,302,739.0,163229.0
28,1893,Giresun,Çamoluk,0.0,0.0,0,0.0,dengede,2432,,217,8.0,37938.0
28,1894,Giresun,Çanakçý,0.0,0.01499933,0,0.0,dengede,1462,,173,130.0,29662.0
28,1272,Giresun,Dereli,2.0,1.0760567,1,1.0,norm_fazlasi,7880,,185,527.0,79266.0
28,1912,Giresun,Doðankent,0.0,0.0,0,0.0,dengede,3500,,219,22.0,28310.0
28,1320,Giresun,Espiye,0.0,0.034723192,0,0.0,dengede,22693,,222,249.0,115489.0
28,1324,Giresun,Eynesil,0.0,0.015409827,0,0.0,dengede,8050,,193,244.0,36014.0
28,1361,Giresun,Görele,1.0,1.3614407,1,0.0,dengede,15843,,251,583.0,102636.0
28,1930,Giresun,Güce,0.0,0.008097403,0,0.0,dengede,3996,,186,121.0,38502.0
28,1465,Giresun,Keþap,0.0,0.047518276,0,0.0,dengede,7821,,258,370.0,105972.0
28,1837,Giresun,Piraziz,1.0,1.295905,1,0.0,dengede,6693,,284,266.0,89202.0
28,1654,Giresun,Þebinkarahisar,1.0,1.1314894,1,0.0,dengede,8437,,308,357.0,197847.0
28,1678,Giresun,Tirebolu,1.0,1.1853253,1,0.0,dengede,14960,,265,766.0,180596.0
28,1854,Giresun,Yaðlýdere,0.0,0.0095639825,0,0.0,dengede,7146,,195,152.0,72594.0
29,1458,Gümüþhane,Kelkit,1.0,1.1444058,1,0.0,dengede,25419,,362,505.0,459911.0
29,1822,Gümüþhane,Köse,0.0,0.0,0,0.0,dengede,3052,,253,89.0,157462.0
29,1971,Gümüþhane,Kürtün,0.0,0.006318681,0,0.0,dengede,5986,,281,137.0,29630.0
29,1660,Gümüþhane,Þiran,1.0,0.83601826,1,0.0,dengede,10997,,350,268.0,241950.0
29,1684,Gümüþhane,Torul,0.0,0.027656108,0,0.0,dengede,4147,,287,260.0,42236.0
30,1261,Hakkari,Çukurca,0.0,0.021472305,0,0.0,dengede,7194,,298,172.0,6632.0
30,2107,Hakkari,Derecik,0.0,0.027666084,0,0.0,dengede,7514,,308,78.0,7385.0
30,1656,Hakkari,Þemdinli,0.0,0.058203824,0,0.0,dengede,11784,,329,473.0,70324.0
30,1737,Hakkari,Yüksekova,1.0,1.539739,2,-1.0,norm_eksigi,62331,,343,652.0,246308.0
31,1131,Hatay,Altýnözü,1.0,1.146175,1,0.0,dengede,40551,,454,541.0,329450.0
31,2080,Hatay,Antakya,5.0,5.170298,5,0.0,dengede,199335,,679,2217.0,262733.0
31,2081,Hatay,Arsuz,2.0,3.156492,3,-1.0,norm_eksigi,83281,,453,2151.0,204982.0
31,1887,Hatay,Belen,1.0,1.6429,2,-1.0,norm_eksigi,25862,,452,546.0,34425.0
31,2082,Hatay,Defne,2.0,3.046144,3,-1.0,norm_eksigi,94333,,416,1421.0,40530.0
31,1289,Hatay,Dörtyol,2.0,2.7738183,3,-1.0,norm_eksigi,86450,,321,2420.0,121512.0
31,1792,Hatay,Erzin,1.0,1.676479,2,-1.0,norm_eksigi,30085,,410,612.0,157114.0
31,1382,Hatay,Hassa,1.0,1.388635,1,0.0,dengede,39518,,435,397.0,141924.0
31,1413,Hatay,Ýskenderun,6.0,4.4492903,4,2.0,norm_fazlasi,176946,,314,2748.0,19674.0
31,1468,Hatay,Kýrýkhan,1.0,1.5666715,2,-1.0,norm_eksigi,70798,,470,669.0,379209.0
31,1970,Hatay,Kumlu,0.0,0.003370501,0,0.0,dengede,10587,,324,68.0,109618.0
31,2083,Hatay,Payas,2.0,0.97589034,1,1.0,norm_fazlasi,28941,,161,479.0,5442.0
31,1585,Hatay,Reyhanlý,0.0,0.2992882,0,0.0,dengede,67603,,504,920.0,264230.0
31,1591,Hatay,Samandað,2.0,2.844295,3,-1.0,norm_eksigi,83480,,434,1897.0,106363.0
31,1721,Hatay,Yayladaðý,1.0,1.1412696,1,0.0,dengede,28459,,478,613.0,148806.0
76,1142,Iðdýr,Aralýk,0.0,0.0,0,0.0,dengede,3984,,242,86.0,281596.0
76,2011,Iðdýr,Karakoyunlu,0.0,0.0,0,0.0,dengede,1934,,239,57.0,137473.0
76,1692,Iðdýr,Tuzluca,0.0,0.0028399676,0,0.0,dengede,6543,,262,154.0,293288.0
32,1755,Isparta,Aksu,0.0,0.0,0,0.0,dengede,1697,,294,107.0,59584.0
32,1154,Isparta,Atabey,0.0,0.0,0,0.0,dengede,3768,,400,81.0,62253.0
32,1297,Isparta,Eðirdir,2.0,1.9456031,2,0.0,dengede,14303,,348,1010.0,145274.0
32,1341,Isparta,Gelendost,0.0,0.044329956,0,0.0,dengede,4853,,415,286.0,190220.0
32,1929,Isparta,Gönen,0.0,0.056002423,0,0.0,dengede,4238,,379,290.0,122990.0
32,1456,Isparta,Keçiborlu,0.0,0.07575667,0,0.0,dengede,7437,,436,399.0,132259.0
32,1615,Isparta,Senirkent,1.0,1.0980525,1,0.0,dengede,6365,,309,252.0,122938.0
32,1648,Isparta,Sütçüler,0.0,0.0,0,0.0,dengede,1769,,403,130.0,87130.0
32,1651,Isparta,Þarkikaraaðaç,0.0,0.056903455,0,0.0,dengede,11786,,419,433.0,250266.0
32,1699,Isparta,Uluborlu,0.0,0.016174652,0,0.0,dengede,4541,,349,150.0,38017.0
32,1717,Isparta,Yalvaç,1.0,1.4581062,1,0.0,dengede,18296,,503,829.0,554899.0
32,2001,Isparta,Yeniþarbademli,0.0,0.0,0,0.0,dengede,1727,,297,17.0,5988.0
34,1103,Ýstanbul,Adalar,3.0,1.4241093,1,2.0,norm_fazlasi,14954,,78,1055.0,0.0
34,2048,Ýstanbul,Arnavutköy,3.0,5.075331,5,-2.0,norm_eksigi,236037,,432,2614.0,77677.0
34,2049,Ýstanbul,Ataþehir,8.0,6.8295255,7,1.0,dengede,329086,,73,7002.0,0.0
34,2003,Ýstanbul,Avcýlar,5.0,6.3614063,6,-1.0,dengede,336549,,114,5951.0,2659.0
34,2004,Ýstanbul,Baðcýlar,6.0,10.338954,10,-4.0,norm_eksigi,519923,,75,11596.0,0.0
34,2005,Ýstanbul,Bahçelievler,7.0,7.7822046,8,-1.0,dengede,433760,,74,8618.0,0.0
34,1166,Ýstanbul,Bakýrköy,9.0,5.381157,5,4.0,norm_fazlasi,181229,,74,5992.0,0.0
34,2050,Ýstanbul,Baþakþehir,11.0,8.308753,8,3.0,norm_fazlasi,363654,,148,8568.0,8422.0
34,1886,Ýstanbul,Bayrampaþa,7.0,5.212234,5,2.0,norm_fazlasi,211291,,73,6098.0,0.0
34,1183,Ýstanbul,Beþiktaþ,7.0,4.957753,5,2.0,norm_fazlasi,144491,,74,5934.0,0.0
34,1185,Ýstanbul,Beykoz,6.0,5.2635226,5,1.0,norm_fazlasi,197121,,324,2963.0,9112.0
34,2051,Ýstanbul,Beylikdüzü,7.0,6.4914117,6,1.0,dengede,309084,,154,6276.0,203.0
34,1186,Ýstanbul,Beyoðlu,2.0,4.6767125,5,-3.0,norm_eksigi,174124,,72,5504.0,0.0
34,1782,Ýstanbul,Büyükçekmece,7.0,4.7999024,5,2.0,norm_fazlasi,213417,,209,3227.0,44029.0
34,1237,Ýstanbul,Çatalca,4.0,2.7332158,3,1.0,norm_fazlasi,62203,,373,1738.0,162162.0
34,2052,Ýstanbul,Çekmeköy,9.0,6.479075,6,3.0,norm_fazlasi,227296,,181,2705.0,1902.0
34,2016,Ýstanbul,Esenler,5.0,4.1450944,4,1.0,norm_fazlasi,313415,,72,3313.0,0.0
34,2053,Ýstanbul,Esenyurt,6.0,10.431461,10,-4.0,norm_eksigi,656387,,82,11357.0,128.0
34,1325,Ýstanbul,Eyüpsultan,9.0,7.297775,7,2.0,norm_fazlasi,325684,,187,6568.0,163.0
34,1327,Ýstanbul,Fatih,6.0,7.684321,8,-2.0,norm_eksigi,272378,,76,10242.0,0.0
34,1336,Ýstanbul,Gaziosmanpaþa,5.0,5.8695307,6,-1.0,dengede,363338,,72,5634.0,0.0
34,2010,Ýstanbul,Güngören,3.0,3.3513477,3,0.0,dengede,207907,,73,4150.0,0.0
34,1421,Ýstanbul,Kadýköy,12.0,9.247464,9,3.0,norm_fazlasi,401155,,73,10760.0,0.0
34,1810,Ýstanbul,Kaðýthane,8.0,7.1287265,7,1.0,dengede,352753,,72,6953.0,0.0
34,1449,Ýstanbul,Kartal,10.0,7.292703,7,3.0,norm_fazlasi,376998,,121,6549.0,71.0
34,1823,Ýstanbul,Küçükçekmece,7.0,9.555367,10,-3.0,norm_eksigi,594438,,74,8872.0,0.0
34,2012,Ýstanbul,Maltepe,9.0,7.2017646,7,2.0,norm_fazlasi,429429,,98,6719.0,14.0
34,1835,Ýstanbul,Pendik,10.0,8.96376,9,1.0,dengede,561758,,199,6338.0,4164.0
34,2054,Ýstanbul,Sancaktepe,5.0,5.547704,6,-1.0,dengede,357302,,139,3979.0,2040.0
34,1604,Ýstanbul,Sarýyer,8.0,7.3100543,7,1.0,dengede,280383,,234,5658.0,425.0
34,1622,Ýstanbul,Silivri,5.0,4.360725,4,1.0,norm_fazlasi,184427,,522,2736.0,390359.0
34,2014,Ýstanbul,Sultanbeyli,7.0,4.4240537,4,3.0,norm_fazlasi,252804,,73,4300.0,0.0
34,2055,Ýstanbul,Sultangazi,5.0,5.617371,6,-1.0,dengede,377603,,74,5189.0,0.0
34,1659,Ýstanbul,Þile,3.0,2.8017387,3,0.0,dengede,43922,,348,1766.0,39322.0
34,1663,Ýstanbul,Þiþli,6.0,6.1550164,6,0.0,dengede,222918,,77,7046.0,0.0
34,2015,Ýstanbul,Tuzla,6.0,5.616898,6,0.0,dengede,225478,,249,3781.0,3284.0
34,1852,Ýstanbul,Ümraniye,8.0,8.307817,8,0.0,dengede,557436,,79,8118.0,0.0
34,1708,Ýstanbul,Üsküdar,11.0,8.856161,9,2.0,norm_fazlasi,417788,,72,9782.0,0.0
34,1739,Ýstanbul,Zeytinburnu,7.0,4.8412085,5,2.0,norm_fazlasi,212093,,73,5358.0,0.0
35,1128,Ýzmir,Aliaða,7.0,2.5269792,3,4.0,norm_fazlasi,78209,,297,1997.0,68076.0
35,2006,Ýzmir,Balçova,6.0,3.2844427,3,3.0,norm_fazlasi,65168,,210,2430.0,1904.0
35,1178,Ýzmir,Bayýndýr,1.0,1.3678991,1,0.0,dengede,32048,,439,1377.0,307133.0
35,2056,Ýzmir,Bayraklý,7.0,4.933405,5,2.0,norm_fazlasi,236948,,134,4778.0,89.0
35,1181,Ýzmir,Bergama,4.0,3.050964,3,1.0,norm_fazlasi,86963,,529,2564.0,378312.0
35,1776,Ýzmir,Beydað,2.0,1.3329856,1,1.0,norm_fazlasi,9744,,365,422.0,61362.0
35,1203,Ýzmir,Bornova,10.0,10.357912,10,0.0,dengede,356330,,273,11208.0,8617.0
35,1780,Ýzmir,Buca,9.0,9.93683,10,-1.0,dengede,409366,,326,9411.0,20026.0
35,1251,Ýzmir,Çeþme,2.0,2.8529484,3,-1.0,norm_eksigi,41953,,336,2274.0,16506.0
35,2007,Ýzmir,Çiðli,7.0,4.628812,5,2.0,norm_fazlasi,172843,,234,3749.0,3992.0
35,1280,Ýzmir,Dikili,3.0,2.4344866,2,1.0,norm_fazlasi,39212,,433,1876.0,132957.0
35,1334,Ýzmir,Foça,2.0,1.9160434,2,0.0,dengede,30822,,405,1356.0,40378.0
35,2009,Ýzmir,Gaziemir,3.0,4.011877,4,-1.0,norm_eksigi,106340,,238,3072.0,2700.0
35,2018,Ýzmir,Güzelbahçe,2.0,2.26871,2,0.0,dengede,30683,,279,1084.0,9190.0
35,2057,Ýzmir,Karabaðlar,8.0,8.056913,8,0.0,dengede,370990,,158,7795.0,3736.0
35,1432,Ýzmir,Karaburun,3.0,1.2662963,1,2.0,norm_fazlasi,6065,,253,700.0,21125.0
35,1448,Ýzmir,Karþýyaka,7.0,7.0835934,7,0.0,dengede,283320,,161,7286.0,2476.0
35,1461,Ýzmir,Kemalpaþa,2.0,4.0841494,4,-2.0,norm_eksigi,83712,,386,2481.0,212902.0
35,1467,Ýzmir,Kýnýk,2.0,1.468052,1,1.0,norm_fazlasi,20806,,404,663.0,99834.0
35,1477,Ýzmir,Kiraz,1.0,1.5569887,2,-1.0,norm_eksigi,26772,,351,1095.0,232981.0
35,1819,Ýzmir,Konak,11.0,8.894588,9,2.0,norm_fazlasi,263432,,75,12986.0,0.0
35,1826,Ýzmir,Menderes,3.0,3.3689537,3,0.0,dengede,86673,,501,2397.0,215560.0
35,1521,Ýzmir,Menemen,4.0,4.734035,5,-1.0,norm_eksigi,157792,,509,3629.0,210931.0
35,2013,Ýzmir,Narlýdere,2.0,1.8483957,2,0.0,dengede,51385,,109,1005.0,1203.0
35,1563,Ýzmir,Ödemiþ,4.0,3.871865,4,0.0,dengede,101782,,402,3028.0,486768.0
35,1611,Ýzmir,Seferihisar,3.0,2.9891965,3,0.0,dengede,47113,,380,2042.0,82972.0
35,1612,Ýzmir,Selçuk,2.0,2.5326045,3,-1.0,norm_eksigi,28901,,425,1659.0,148602.0
35,1677,Ýzmir,Tire,3.0,2.605096,3,0.0,dengede,69241,,379,3059.0,321432.0
35,1682,Ýzmir,Torbalý,4.0,4.7725415,5,-1.0,norm_eksigi,160522,,462,3666.0,303227.0
35,1703,Ýzmir,Urla,4.0,3.549831,4,0.0,dengede,66540,,392,2865.0,72627.0
46,1107,Kahramanmaraþ,Afþin,0.0,0.11793901,0,0.0,dengede,59073,,423,831.0,640415.0
46,1136,Kahramanmaraþ,Andýrýn,0.0,0.07121784,0,0.0,dengede,25298,,409,510.0,213231.0
46,1785,Kahramanmaraþ,Çaðlayancerit,0.0,0.00879097,0,0.0,dengede,15843,,258,196.0,63143.0
46,2084,Kahramanmaraþ,Dulkadiroðlu,2.0,2.850381,3,-1.0,norm_eksigi,141960,,503,1843.0,247401.0
46,1919,Kahramanmaraþ,Ekinözü,0.0,0.009951532,0,0.0,dengede,7683,,320,67.0,51786.0
46,1299,Kahramanmaraþ,Elbistan,3.0,1.519146,2,1.0,norm_fazlasi,97049,,376,1007.0,972327.0
46,1353,Kahramanmaraþ,Göksun,2.0,1.008007,1,1.0,norm_fazlasi,33464,,418,528.0,249948.0
46,1975,Kahramanmaraþ,Nurhak,0.0,0.010220908,0,0.0,dengede,7841,,298,106.0,34233.0
46,2085,Kahramanmaraþ,Onikiþubat,4.0,5.301616,5,-1.0,norm_eksigi,295362,,481,3473.0,278368.0
46,1570,Kahramanmaraþ,Pazarcýk,2.0,1.0282005,1,1.0,norm_fazlasi,49672,,407,379.0,332196.0
46,1694,Kahramanmaraþ,Türkoðlu,1.0,1.8346801,2,-1.0,norm_eksigi,52131,,594,608.0,233033.0
78,1296,Karabük,Eflani,0.0,0.0,0,0.0,dengede,1698,,272,107.0,132286.0
78,1321,Karabük,Eskipazar,0.0,0.01079648,0,0.0,dengede,5259,,385,175.0,164702.0
78,1561,Karabük,Ovacýk,0.0,0.0,0,0.0,dengede,1122,,341,27.0,40153.0
78,1587,Karabük,Safranbolu,1.0,2.050647,2,-1.0,norm_eksigi,41138,,417,1709.0,72654.0
78,1856,Karabük,Yenice,0.0,0.02732718,0,0.0,dengede,9006,,291,306.0,4603.0
