il_kod,ilce_kod,il_adi,ilce_adi,ziraat_mevcut,ziraat_tahmin,ziraat_tahmin_yuvarlak,ziraat_fark,ziraat_durumu,nufus_18plus,yuzolcum,toplam_hayvan_2024,denetim_sayisi,tarim_alani_2024
19,1177,Çorum,Bayat,5.0,5.0948234,5,0.0,dengede,4231,,417,185.0,317007.0
19,1778,Çorum,Boðazkale,2.0,2.5287273,3,-1.0,norm_eksigi,1738,,366,71.0,105142.0
19,1911,Çorum,Dodurga,2.0,2.7355947,3,-1.0,norm_eksigi,2045,,328,69.0,66973.0
19,1414,Çorum,Ýskilip,9.0,8.638456,9,0.0,dengede,13709,,494,333.0,386880.0
19,1445,Çorum,Kargý,4.0,2.677752,3,1.0,norm_fazlasi,4402,,554,293.0,105809.0
19,1972,Çorum,Laçin,3.0,2.8030918,3,0.0,dengede,1166,,434,36.0,79778.0
19,1520,Çorum,Mecitözü,8.0,5.3517833,5,3.0,norm_fazlasi,3217,,461,138.0,420532.0
19,1976,Çorum,Oðuzlar,2.0,2.7988558,3,-1.0,norm_eksigi,2321,,300,62.0,55126.0
19,1556,Çorum,Ortaköy,3.0,3.335489,3,0.0,dengede,3525,,419,42.0,138929.0
19,1558,Çorum,Osmancýk,9.0,11.1379595,11,-2.0,dengede,23011,,555,732.0,234129.0
19,1642,Çorum,Sungurlu,8.0,12.267148,12,-4.0,norm_eksigi,24309,,517,478.0,1160019.0
19,1850,Çorum,Uðurludað,3.0,3.5252762,4,-1.0,norm_eksigi,2466,,445,44.0,220149.0
20,1102,Denizli,Acýpayam,13.0,14.223221,14,-1.0,dengede,43511,,502,1345.0,450035.0
20,1769,Denizli,Babadað,5.0,3.7719874,4,1.0,norm_fazlasi,3690,,250,210.0,32169.0
20,1881,Denizli,Baklan,4.0,4.204944,4,0.0,dengede,4165,,434,110.0,140000.0
20,1774,Denizli,Bekilli,5.0,4.5082016,5,0.0,dengede,5692,,321,130.0,118914.0
20,1888,Denizli,Beyaðaç,3.0,3.2735336,3,0.0,dengede,5099,,316,69.0,43753.0
20,1889,Denizli,Bozkurt,6.0,8.00856,8,-2.0,norm_eksigi,9434,,479,275.0,151578.0
20,1214,Denizli,Buldan,7.0,9.948926,10,-3.0,norm_eksigi,24269,,515,427.0,145508.0
20,1224,Denizli,Çal,5.0,8.425321,8,-3.0,norm_eksigi,11386,,471,417.0,380683.0
20,1226,Denizli,Çameli,9.0,4.5264935,5,4.0,norm_fazlasi,14054,,468,414.0,121006.0
20,1233,Denizli,Çardak,4.0,3.9587357,4,0.0,dengede,6766,,446,137.0,101240.0
20,1257,Denizli,Çivril,14.0,14.963141,15,-1.0,dengede,49363,,502,1383.0,497511.0
20,1371,Denizli,Güney,4.0,4.2447634,4,0.0,dengede,7254,,430,100.0,162779.0
20,1803,Denizli,Honaz,11.0,9.629155,10,1.0,dengede,28937,,491,810.0,159788.0
20,1426,Denizli,Kale,6.0,4.134577,4,2.0,norm_fazlasi,16225,,458,449.0,167407.0
20,2079,Denizli,Merkezefendi,16.0,16.621716,17,-1.0,dengede,257177,,417,5714.0,61731.0
20,1871,Denizli,Pamukkale,15.0,22.87379,23,-8.0,norm_eksigi,266391,,507,6506.0,288001.0
20,1597,Denizli,Sarayköy,14.0,9.881664,10,4.0,norm_fazlasi,24348,,417,748.0,155126.0
20,1840,Denizli,Serinhisar,3.0,6.1145873,6,-3.0,norm_eksigi,11942,,445,910.0,59016.0
20,1670,Denizli,Tavas,11.0,11.722232,12,-1.0,dengede,37607,,535,943.0,466311.0
21,2040,Diyarbakýr,Baðlar,25.0,17.471752,17,8.0,norm_fazlasi,251070,,296,4415.0,145067.0
21,1195,Diyarbakýr,Bismil,25.0,18.006783,18,7.0,norm_fazlasi,75742,,328,1348.0,1320176.0
21,1249,Diyarbakýr,Çermik,11.0,9.855856,10,1.0,dengede,32218,,375,567.0,211345.0
21,1253,Diyarbakýr,Çýnar,22.0,13.936366,14,8.0,norm_fazlasi,49845,,402,330.0,666797.0
21,1263,Diyarbakýr,Çüngüþ,4.0,4.348267,4,0.0,dengede,7925,,299,107.0,59988.0
21,1278,Diyarbakýr,Dicle,10.0,8.2842455,8,2.0,norm_fazlasi,26656,,300,232.0,158764.0
21,1791,Diyarbakýr,Eðil,14.0,7.189301,7,7.0,norm_fazlasi,14083,,249,147.0,114885.0
21,1315,Diyarbakýr,Ergani,19.0,18.42846,18,1.0,dengede,88921,,388,1282.0,524645.0
21,1381,Diyarbakýr,Hani,10.0,7.9210014,8,2.0,norm_fazlasi,17866,,292,240.0,120918.0
21,1389,Diyarbakýr,Hazro,10.0,5.639883,6,4.0,norm_fazlasi,9428,,303,107.0,164526.0
21,2041,Diyarbakýr,Kayapýnar,25.0,19.436562,19,6.0,norm_fazlasi,285907,,274,3807.0,197640.0
21,1962,Diyarbakýr,Kocaköy,11.0,6.2437987,6,5.0,norm_fazlasi,8751,,281,121.0,99372.0
21,1490,Diyarbakýr,Kulp,10.0,6.8979583,7,3.0,norm_fazlasi,23388,,296,168.0,85842.0
21,1504,Diyarbakýr,Lice,6.0,5.546245,6,0.0,dengede,17464,,305,176.0,103674.0
21,1624,Diyarbakýr,Silvan,15.0,14.305353,14,1.0,dengede,57948,,355,946.0,751161.0
21,2042,Diyarbakýr,Sur,33.0,18.169449,18,15.0,norm_fazlasi,61895,,374,1778.0,783058.0
21,2043,Diyarbakýr,Yeniþehir,31.0,18.738894,19,12.0,norm_fazlasi,144382,,359,3331.0,185718.0
81,1116,Düzce,Akçakoca,11.0,11.039245,11,0.0,dengede,22064,,262,991.0,220005.0
81,1784,Düzce,Cumayeri,4.0,4.037664,4,0.0,dengede,8161,,244,307.0,54899.0
81,1905,Düzce,Çilimli,3.0,5.6170907,6,-3.0,norm_eksigi,7972,,275,396.0,52987.0
81,2017,Düzce,Gümüþova,4.0,4.201876,4,0.0,dengede,7175,,301,330.0,37861.0
81,2031,Düzce,Kaynaþlý,5.0,5.7085495,6,-1.0,dengede,5926,,265,965.0,29136.0
81,1730,Düzce,Yýðýlca,4.0,4.157707,4,0.0,dengede,1819,,241,267.0,102548.0
22,1307,Edirne,Enez,6.0,4.839705,5,1.0,norm_fazlasi,3558,,418,277.0,140969.0
22,1385,Edirne,Havsa,8.0,8.756858,9,-1.0,dengede,7129,,440,415.0,363763.0
22,1412,Edirne,Ýpsala,5.0,5.1785674,5,0.0,dengede,11928,,489,277.0,526544.0
22,1464,Edirne,Keþan,14.0,15.724852,16,-2.0,dengede,55056,,511,2358.0,557825.0
22,1502,Edirne,Lalapaþa,6.0,4.835322,5,1.0,norm_fazlasi,2676,,338,168.0,243624.0
22,1523,Edirne,Meriç,4.0,4.2607374,4,0.0,dengede,5828,,459,323.0,207359.0
22,1988,Edirne,Süloðlu,5.0,4.2756147,4,1.0,norm_fazlasi,2297,,388,181.0,177790.0
22,1705,Edirne,Uzunköprü,8.0,12.166228,12,-4.0,norm_eksigi,34219,,481,885.0,698877.0
23,1110,Elazýð,Aðýn,2.0,2.3345964,2,0.0,dengede,1405,,322,65.0,46974.0
23,1873,Elazýð,Alacakaya,2.0,2.8389502,3,-1.0,norm_eksigi,2273,,265,56.0,30395.0
23,1762,Elazýð,Arýcak,3.0,3.5832462,4,-1.0,norm_eksigi,6820,,297,71.0,60110.0
23,1173,Elazýð,Baskil,8.0,6.3252506,6,2.0,norm_fazlasi,4230,,363,86.0,250091.0
23,1438,Elazýð,Karakoçan,5.0,4.216542,4,1.0,norm_fazlasi,12975,,316,87.0,100076.0
23,1455,Elazýð,Keban,5.0,3.1462717,3,2.0,norm_fazlasi,3189,,364,347.0,60591.0
23,1820,Elazýð,Kovancýlar,8.0,8.480972,8,0.0,dengede,17125,,366,313.0,284843.0
23,1506,Elazýð,Maden,5.0,3.6366525,4,1.0,norm_fazlasi,2761,,324,160.0,49944.0
23,1566,Elazýð,Palu,5.0,4.1567626,4,1.0,norm_fazlasi,8339,,326,72.0,58452.0
23,1631,Elazýð,Sivrice,5.0,3.5840313,4,1.0,norm_fazlasi,3203,,345,86.0,69590.0
24,1243,Erzincan,Çayýrlý,3.0,4.0618205,4,-1.0,norm_eksigi,3227,,385,88.0,232714.0
24,1406,Erzincan,Ýliç,1.0,4.001434,4,-3.0,norm_eksigi,3811,,338,51.0,82828.0
24,1459,Erzincan,Kemah,2.0,2.2256768,2,0.0,dengede,1838,,413,67.0,70007.0
24,1460,Erzincan,Kemaliye,3.0,2.4966033,2,1.0,norm_fazlasi,1928,,362,96.0,22146.0
24,1977,Erzincan,Otlukbeli,2.0,2.043368,2,0.0,dengede,1218,,319,23.0,58788.0
24,1583,Erzincan,Refahiye,1.0,3.4741762,3,-2.0,norm_eksigi,3013,,339,74.0,199325.0
24,1675,Erzincan,Tercan,3.0,5.644851,6,-3.0,norm_eksigi,8604,,423,71.0,460428.0
24,1853,Erzincan,Üzümlü,1.0,3.4719431,3,-2.0,norm_eksigi,8232,,433,122.0,50141.0
25,1153,Erzurum,Aþkale,6.0,8.756797,9,-3.0,norm_eksigi,13800,,262,535.0,212157.0
25,1945,Erzurum,Aziziye,13.0,14.927111,15,-2.0,dengede,51776,,291,1635.0,287291.0
25,1235,Erzurum,Çat,5.0,6.636158,7,-2.0,norm_eksigi,11266,,158,265.0,199302.0
25,1392,Erzurum,Hýnýs,6.0,5.2259035,5,1.0,norm_fazlasi,16051,,266,696.0,264922.0
25,1396,Erzurum,Horasan,6.0,8.64857,9,-3.0,norm_eksigi,24628,,276,866.0,664117.0
25,1416,Erzurum,Ýspir,4.0,3.7938735,4,0.0,dengede,13476,,368,711.0,90620.0
25,1812,Erzurum,Karaçoban,4.0,4.5248322,5,-1.0,norm_eksigi,15279,,238,281.0,157096.0
25,1444,Erzurum,Karayazý,3.0,6.9720087,7,-4.0,norm_eksigi,18984,,166,342.0,417575.0
25,1967,Erzurum,Köprüköy,5.0,6.578607,7,-2.0,norm_eksigi,11373,,222,161.0,267861.0
25,1540,Erzurum,Narman,5.0,4.8429494,5,0.0,dengede,10368,,250,303.0,233031.0
25,1550,Erzurum,Oltu,5.0,9.091213,9,-4.0,norm_eksigi,23384,,313,845.0,104361.0
25,1551,Erzurum,Olur,3.0,3.2422726,3,0.0,dengede,6058,,265,98.0,39294.0
25,2044,Erzurum,Palandöken,18.0,14.705794,15,3.0,norm_fazlasi,126460,,213,2999.0,151343.0
25,1567,Erzurum,Pasinler,9.0,8.853742,9,0.0,dengede,16476,,262,552.0,343870.0
25,1865,Erzurum,Pazaryolu,5.0,3.3366854,3,2.0,norm_fazlasi,3463,,266,190.0,23969.0
25,1657,Erzurum,Þenkaya,4.0,5.872332,6,-2.0,norm_eksigi,10495,,236,423.0,139856.0
25,1674,Erzurum,Tekman,2.0,4.2164793,4,-2.0,norm_eksigi,14990,,138,322.0,221904.0
25,1683,Erzurum,Tortum,8.0,7.486704,7,1.0,dengede,11223,,289,644.0,167586.0
25,1851,Erzurum,Uzundere,2.0,3.8657901,4,-2.0,norm_eksigi,6262,,324,229.0,32136.0
25,2045,Erzurum,Yakutiye,17.0,15.5434475,16,1.0,dengede,139895,,261,5821.0,197024.0
26,1759,Eskiþehir,Alpu,10.0,8.701685,9,1.0,dengede,8055,,543,147.0,438429.0
26,1777,Eskiþehir,Beylikova,4.0,4.4062314,4,0.0,dengede,4501,,479,108.0,307824.0
26,1255,Eskiþehir,Çifteler,9.0,8.765566,9,0.0,dengede,11580,,499,182.0,598849.0
26,1934,Eskiþehir,Günyüzü,5.0,4.0211763,4,1.0,norm_fazlasi,5122,,448,39.0,266689.0
26,1939,Eskiþehir,Han,4.0,3.5325859,4,0.0,dengede,1775,,319,19.0,75718.0
26,1808,Eskiþehir,Ýnönü,8.0,4.226723,4,4.0,norm_fazlasi,5061,,469,103.0,147183.0
26,1508,Eskiþehir,Mahmudiye,5.0,5.828915,6,-1.0,dengede,6549,,511,108.0,424255.0
26,1973,Eskiþehir,Mihalgazi,2.0,3.8834746,4,-2.0,norm_eksigi,2561,,351,36.0,4284.0
26,1527,Eskiþehir,Mihalýççýk,4.0,3.6856444,4,0.0,dengede,7074,,579,108.0,378276.0
26,2046,Eskiþehir,Odunpazarý,18.0,24.733767,25,-7.0,norm_eksigi,335223,,563,4517.0,452845.0
26,1599,Eskiþehir,Sarýcakaya,4.0,3.1146915,3,1.0,norm_fazlasi,3964,,517,55.0,23192.0
26,1618,Eskiþehir,Seyitgazi,10.0,9.045915,9,1.0,dengede,11051,,541,137.0,589977.0
26,1632,Eskiþehir,Sivrihisar,12.0,12.230428,12,0.0,dengede,15965,,581,312.0,1392472.0
26,2047,Eskiþehir,Tepebaþý,22.0,26.50861,27,-5.0,dengede,315388,,691,4228.0,486098.0
27,1139,Gaziantep,Araban,3.0,5.4702353,5,-2.0,norm_eksigi,23963,,384,248.0,302053.0
27,1415,Gaziantep,Ýslahiye,7.0,10.9733305,11,-4.0,norm_eksigi,48382,,408,778.0,253173.0
27,1956,Gaziantep,Karkamýþ,8.0,4.977238,5,3.0,norm_fazlasi,7138,,273,223.0,251404.0
27,1546,Gaziantep,Nizip,17.0,20.473543,20,-3.0,dengede,93634,,356,3085.0,703869.0
27,1974,Gaziantep,Nurdaðý,10.0,6.613505,7,3.0,norm_fazlasi,27228,,396,299.0,239103.0
27,1549,Gaziantep,Oðuzeli,16.0,11.296723,11,5.0,norm_fazlasi,26218,,376,770.0,561942.0
27,1841,Gaziantep,Þahinbey,25.0,29.551327,30,-5.0,dengede,591511,,389,9281.0,497747.0
27,1844,Gaziantep,Þehitkamil,23.0,30.549496,31,-8.0,norm_eksigi,537935,,275,12191.0,448257.0
27,1720,Gaziantep,Yavuzeli,8.0,7.142178,7,1.0,dengede,15394,,289,168.0,206499.0
28,1133,Giresun,Alucra,5.0,2.9265373,3,2.0,norm_fazlasi,2908,,218,116.0,50650.0
28,1212,Giresun,Bulancak,14.0,10.46042,10,4.0,norm_fazlasi,42300,,302,739.0,163229.0
28,1893,Giresun,Çamoluk,2.0,2.9586704,3,-1.0,norm_eksigi,2432,,217,8.0,37938.0
28,1894,Giresun,Çanakçý,3.0,3.4956338,3,0.0,dengede,1462,,173,130.0,29662.0
28,1272,Giresun,Dereli,5.0,4.390942,4,1.0,norm_fazlasi,7880,,185,527.0,79266.0
28,1912,Giresun,Doðankent,1.0,3.0295305,3,-2.0,norm_eksigi,3500,,219,22.0,28310.0
28,1320,Giresun,Espiye,7.0,7.9837813,8,-1.0,dengede,22693,,222,249.0,115489.0
28,1324,Giresun,Eynesil,2.0,4.5505414,5,-3.0,norm_eksigi,8050,,193,244.0,36014.0
28,1361,Giresun,Görele,9.0,8.492687,8,1.0,dengede,15843,,251,583.0,102636.0
28,1930,Giresun,Güce,3.0,3.6907234,4,-1.0,norm_eksigi,3996,,186,121.0,38502.0
28,1465,Giresun,Keþap,8.0,5.8772345,6,2.0,norm_fazlasi,7821,,258,370.0,105972.0
28,1837,Giresun,Piraziz,6.0,5.5942235,6,0.0,dengede,6693,,284,266.0,89202.0
28,1654,Giresun,Þebinkarahisar,5.0,5.903973,6,-1.0,dengede,8437,,308,357.0,197847.0
28,1678,Giresun,Tirebolu,10.0,9.574813,10,0.0,dengede,14960,,265,766.0,180596.0
28,1854,Giresun,Yaðlýdere,4.0,3.8529031,4,0.0,dengede,7146,,195,152.0,72594.0
29,1458,Gümüþhane,Kelkit,7.0,10.198898,10,-3.0,norm_eksigi,25419,,362,505.0,459911.0
29,1822,Gümüþhane,Köse,4.0,3.7795544,4,0.0,dengede,3052,,253,89.0,157462.0
29,1971,Gümüþhane,Kürtün,5.0,3.717529,4,1.0,norm_fazlasi,5986,,281,137.0,29630.0
29,1660,Gümüþhane,Þiran,5.0,4.63652,5,0.0,dengede,10997,,350,268.0,241950.0
29,1684,Gümüþhane,Torul,5.0,3.2978091,3,2.0,norm_fazlasi,4147,,287,260.0,42236.0
30,1261,Hakkari,Çukurca,3.0,4.2450557,4,-1.0,norm_eksigi,7194,,298,172.0,6632.0
30,2107,Hakkari,Derecik,3.0,3.2346385,3,0.0,dengede,7514,,308,78.0,7385.0
30,1656,Hakkari,Þemdinli,5.0,3.9054883,4,1.0,norm_fazlasi,11784,,329,473.0,70324.0
30,1737,Hakkari,Yüksekova,9.0,11.562494,12,-3.0,norm_eksigi,62331,,343,652.0,246308.0
31,1131,Hatay,Altýnözü,6.0,11.448448,11,-5.0,norm_eksigi,40551,,454,541.0,329450.0
31,2080,Hatay,Antakya,17.0,18.566751,19,-2.0,dengede,199335,,679,2217.0,262733.0
31,2081,Hatay,Arsuz,11.0,13.910988,14,-3.0,norm_eksigi,83281,,453,2151.0,204982.0
31,1887,Hatay,Belen,7.0,8.207078,8,-1.0,dengede,25862,,452,546.0,34425.0
31,2082,Hatay,Defne,9.0,10.041185,10,-1.0,dengede,94333,,416,1421.0,40530.0
31,1289,Hatay,Dörtyol,17.0,15.856792,16,1.0,dengede,86450,,321,2420.0,121512.0
31,1792,Hatay,Erzin,18.0,9.100335,9,9.0,norm_fazlasi,30085,,410,612.0,157114.0
31,1382,Hatay,Hassa,9.0,9.238038,9,0.0,dengede,39518,,435,397.0,141924.0
31,1413,Hatay,Ýskenderun,14.0,12.982191,13,1.0,dengede,176946,,314,2748.0,19674.0
31,1468,Hatay,Kýrýkhan,11.0,13.415926,13,-2.0,dengede,70798,,470,669.0,379209.0
31,1970,Hatay,Kumlu,6.0,5.31066,5,1.0,norm_fazlasi,10587,,324,68.0,109618.0
31,2083,Hatay,Payas,6.0,5.136536,5,1.0,norm_fazlasi,28941,,161,479.0,5442.0
31,1585,Hatay,Reyhanlý,9.0,10.050384,10,-1.0,dengede,67603,,504,920.0,264230.0
31,1591,Hatay,Samandað,8.0,8.547004,9,-1.0,dengede,83480,,434,1897.0,106363.0
31,1721,Hatay,Yayladaðý,8.0,5.326115,5,3.0,norm_fazlasi,28459,,478,613.0,148806.0
76,1142,Iðdýr,Aralýk,8.0,5.88888,6,2.0,norm_fazlasi,3984,,242,86.0,281596.0
76,2011,Iðdýr,Karakoyunlu,7.0,4.834373,5,2.0,norm_fazlasi,1934,,239,57.0,137473.0
76,1692,Iðdýr,Tuzluca,12.0,7.032335,7,5.0,norm_fazlasi,6543,,262,154.0,293288.0
32,1755,Isparta,Aksu,4.0,2.657984,3,1.0,norm_fazlasi,1697,,294,107.0,59584.0
32,1154,Isparta,Atabey,7.0,4.0508666,4,3.0,norm_fazlasi,3768,,400,81.0,62253.0
32,1297,Isparta,Eðirdir,17.0,10.415587,10,7.0,norm_fazlasi,14303,,348,1010.0,145274.0
32,1341,Isparta,Gelendost,6.0,6.6708016,7,-1.0,dengede,4853,,415,286.0,190220.0
32,1929,Isparta,Gönen,8.0,5.6631417,6,2.0,norm_fazlasi,4238,,379,290.0,122990.0
32,1456,Isparta,Keçiborlu,11.0,7.8183827,8,3.0,norm_fazlasi,7437,,436,399.0,132259.0
32,1615,Isparta,Senirkent,4.0,6.511417,7,-3.0,norm_eksigi,6365,,309,252.0,122938.0
32,1648,Isparta,Sütçüler,2.0,2.2560108,2,0.0,dengede,1769,,403,130.0,87130.0
32,1651,Isparta,Þarkikaraaðaç,10.0,9.503399,10,0.0,dengede,11786,,419,433.0,250266.0
32,1699,Isparta,Uluborlu,4.0,4.2393823,4,0.0,dengede,4541,,349,150.0,38017.0
32,1717,Isparta,Yalvaç,8.0,9.968019,10,-2.0,norm_eksigi,18296,,503,829.0,554899.0
32,2001,Isparta,Yeniþarbademli,4.0,2.5826478,3,1.0,norm_fazlasi,1727,,297,17.0,5988.0
34,1103,Ýstanbul,Adalar,5.0,4.4319487,4,1.0,norm_fazlasi,14954,,78,1055.0,0.0
34,2048,Ýstanbul,Arnavutköy,10.0,12.880824,13,-3.0,norm_eksigi,236037,,432,2614.0,77677.0
34,2049,Ýstanbul,Ataþehir,9.0,6.717188,7,2.0,norm_fazlasi,329086,,73,7002.0,0.0
34,2003,Ýstanbul,Avcýlar,10.0,9.411094,9,1.0,dengede,336549,,114,5951.0,2659.0
34,2004,Ýstanbul,Baðcýlar,6.0,7.0208135,7,-1.0,dengede,519923,,75,11596.0,0.0
34,2005,Ýstanbul,Bahçelievler,11.0,8.897441,9,2.0,norm_fazlasi,433760,,74,8618.0,0.0
34,1166,Ýstanbul,Bakýrköy,8.0,7.1580243,7,1.0,dengede,181229,,74,5992.0,0.0
34,2050,Ýstanbul,Baþakþehir,18.0,12.371339,12,6.0,norm_fazlasi,363654,,148,8568.0,8422.0
34,1886,Ýstanbul,Bayrampaþa,5.0,6.1239805,6,-1.0,dengede,211291,,73,6098.0,0.0
34,1183,Ýstanbul,Beþiktaþ,9.0,7.5182595,8,1.0,dengede,144491,,74,5934.0,0.0
34,1185,Ýstanbul,Beykoz,8.0,12.739495,13,-5.0,norm_eksigi,197121,,324,2963.0,9112.0
34,2051,Ýstanbul,Beylikdüzü,6.0,8.625613,9,-3.0,norm_eksigi,309084,,154,6276.0,203.0
34,1186,Ýstanbul,Beyoðlu,7.0,5.740727,6,1.0,dengede,174124,,72,5504.0,0.0
34,1782,Ýstanbul,Büyükçekmece,16.0,13.484746,13,3.0,norm_fazlasi,213417,,209,3227.0,44029.0
34,1237,Ýstanbul,Çatalca,17.0,13.160411,13,4.0,norm_fazlasi,62203,,373,1738.0,162162.0
34,2052,Ýstanbul,Çekmeköy,11.0,10.057507,10,1.0,dengede,227296,,181,2705.0,1902.0
34,2016,Ýstanbul,Esenler,6.0,6.2263036,6,0.0,dengede,313415,,72,3313.0,0.0
34,2053,Ýstanbul,Esenyurt,12.0,9.715133,10,2.0,norm_fazlasi,656387,,82,11357.0,128.0
34,1325,Ýstanbul,Eyüpsultan,8.0,9.251885,9,-1.0,dengede,325684,,187,6568.0,163.0
34,1327,Ýstanbul,Fatih,9.0,8.526039,9,0.0,dengede,272378,,76,10242.0,0.0
34,1336,Ýstanbul,Gaziosmanpaþa,8.0,6.5961967,7,1.0,dengede,363338,,72,5634.0,0.0
34,2010,Ýstanbul,Güngören,7.0,5.683865,6,1.0,dengede,207907,,73,4150.0,0.0
34,1421,Ýstanbul,Kadýköy,9.0,10.726234,11,-2.0,dengede,401155,,73,10760.0,0.0
34,1810,Ýstanbul,Kaðýthane,5.0,6.055694,6,-1.0,dengede,352753,,72,6953.0,0.0
34,1449,Ýstanbul,Kartal,10.0,9.230863,9,1.0,dengede,376998,,121,6549.0,71.0
34,1823,Ýstanbul,Küçükçekmece,10.0,9.80292,10,0.0,dengede,594438,,74,8872.0,0.0
34,2012,Ýstanbul,Maltepe,10.0,8.852604,9,1.0,dengede,429429,,98,6719.0,14.0
34,1835,Ýstanbul,Pendik,13.0,11.363267,11,2.0,dengede,561758,,199,6338.0,4164.0
34,2054,Ýstanbul,Sancaktepe,8.0,8.324116,8,0.0,dengede,357302,,139,3979.0,2040.0
34,1604,Ýstanbul,Sarýyer,11.0,8.777575,9,2.0,norm_fazlasi,280383,,234,5658.0,425.0
34,1622,Ýstanbul,Silivri,20.0,22.775684,23,-3.0,dengede,184427,,522,2736.0,390359.0
34,2014,Ýstanbul,Sultanbeyli,8.0,7.023564,7,1.0,dengede,252804,,73,4300.0,0.0
34,2055,Ýstanbul,Sultangazi,4.0,5.178177,5,-1.0,norm_eksigi,377603,,74,5189.0,0.0
34,1659,Ýstanbul,Þile,9.0,10.056977,10,-1.0,dengede,43922,,348,1766.0,39322.0
34,1663,Ýstanbul,Þiþli,6.0,6.8012824,7,-1.0,dengede,222918,,77,7046.0,0.0
34,2015,Ýstanbul,Tuzla,12.0,11.064125,11,1.0,dengede,225478,,249,3781.0,3284.0
34,1852,Ýstanbul,Ümraniye,7.0,5.7967157,6,1.0,dengede,557436,,79,8118.0,0.0
34,1708,Ýstanbul,Üsküdar,7.0,7.5999327,8,-1.0,dengede,417788,,72,9782.0,0.0
34,1739,Ýstanbul,Zeytinburnu,7.0,5.9747634,6,1.0,dengede,212093,,73,5358.0,0.0
35,1128,Ýzmir,Aliaða,15.0,11.548847,12,3.0,norm_fazlasi,78209,,297,1997.0,68076.0
35,2006,Ýzmir,Balçova,12.0,9.267173,9,3.0,norm_fazlasi,65168,,210,2430.0,1904.0
35,1178,Ýzmir,Bayýndýr,12.0,12.41867,12,0.0,dengede,32048,,439,1377.0,307133.0
35,2056,Ýzmir,Bayraklý,12.0,8.760026,9,3.0,norm_fazlasi,236948,,134,4778.0,89.0
35,1181,Ýzmir,Bergama,15.0,20.728548,21,-6.0,norm_eksigi,86963,,529,2564.0,378312.0
35,1776,Ýzmir,Beydað,6.0,6.1961474,6,0.0,dengede,9744,,365,422.0,61362.0
35,1203,Ýzmir,Bornova,18.0,16.300047,16,2.0,dengede,356330,,273,11208.0,8617.0
35,1780,Ýzmir,Buca,14.0,18.238895,18,-4.0,norm_eksigi,409366,,326,9411.0,20026.0
35,1251,Ýzmir,Çeþme,8.0,10.13918,10,-2.0,norm_eksigi,41953,,336,2274.0,16506.0
35,2007,Ýzmir,Çiðli,17.0,12.071116,12,5.0,norm_fazlasi,172843,,234,3749.0,3992.0
35,1280,Ýzmir,Dikili,8.0,12.00892,12,-4.0,norm_eksigi,39212,,433,1876.0,132957.0
35,1334,Ýzmir,Foça,12.0,9.045245,9,3.0,norm_fazlasi,30822,,405,1356.0,40378.0
35,2009,Ýzmir,Gaziemir,13.0,8.01743,8,5.0,norm_fazlasi,106340,,238,3072.0,2700.0
35,2018,Ýzmir,Güzelbahçe,11.0,8.063075,8,3.0,norm_fazlasi,30683,,279,1084.0,9190.0
35,2057,Ýzmir,Karabaðlar,9.0,12.396241,12,-3.0,norm_eksigi,370990,,158,7795.0,3736.0
35,1432,Ýzmir,Karaburun,5.0,3.203842,3,2.0,norm_fazlasi,6065,,253,700.0,21125.0
35,1448,Ýzmir,Karþýyaka,12.0,11.720694,12,0.0,dengede,283320,,161,7286.0,2476.0
35,1461,Ýzmir,Kemalpaþa,23.0,15.343121,15,8.0,norm_fazlasi,83712,,386,2481.0,212902.0
35,1467,Ýzmir,Kýnýk,7.0,8.7712755,9,-2.0,norm_eksigi,20806,,404,663.0,99834.0
35,1477,Ýzmir,Kiraz,10.0,9.1582,9,1.0,dengede,26772,,351,1095.0,232981.0
35,1819,Ýzmir,Konak,13.0,9.984759,10,3.0,norm_fazlasi,263432,,75,12986.0,0.0
35,1826,Ýzmir,Menderes,18.0,15.423689,15,3.0,norm_fazlasi,86673,,501,2397.0,215560.0
35,1521,Ýzmir,Menemen,23.0,19.069473,19,4.0,norm_fazlasi,157792,,509,3629.0,210931.0
35,2013,Ýzmir,Narlýdere,6.0,5.70206,6,0.0,dengede,51385,,109,1005.0,1203.0
35,1563,Ýzmir,Ödemiþ,25.0,19.68386,20,5.0,norm_fazlasi,101782,,402,3028.0,486768.0
35,1611,Ýzmir,Seferihisar,14.0,12.329883,12,2.0,dengede,47113,,380,2042.0,82972.0
35,1612,Ýzmir,Selçuk,7.0,10.536282,11,-4.0,norm_eksigi,28901,,425,1659.0,148602.0
35,1677,Ýzmir,Tire,19.0,18.53704,19,0.0,dengede,69241,,379,3059.0,321432.0
35,1682,Ýzmir,Torbalý,17.0,20.67458,21,-4.0,dengede,160522,,462,3666.0,303227.0
35,1703,Ýzmir,Urla,14.0,14.774926,15,-1.0,dengede,66540,,392,2865.0,72627.0
46,1107,Kahramanmaraþ,Afþin,11.0,12.966525,13,-2.0,dengede,59073,,423,831.0,640415.0
46,1136,Kahramanmaraþ,Andýrýn,6.0,7.0377684,7,-1.0,dengede,25298,,409,510.0,213231.0
46,1785,Kahramanmaraþ,Çaðlayancerit,3.0,5.5226293,6,-3.0,norm_eksigi,15843,,258,196.0,63143.0
46,2084,Kahramanmaraþ,Dulkadiroðlu,30.0,19.497505,19,11.0,norm_fazlasi,141960,,503,1843.0,247401.0
