il_kod,ilce_kod,il_adi,ilce_adi,nufus_18plus,yuzolcum,toplam_hayvan_2024,veteriner_hekim,veteriner_tahmini_norm,veteriner_tahmini_norm_yuvarlak,veteriner_norm_farki,veteriner_durumu,gida_muhendisi,gida_tahmini_norm,gida_tahmini_norm_yuvarlak,gida_norm_farki,gida_durumu,ziraat_muhendisi,ziraat_tahmini_norm,ziraat_tahmini_norm_yuvarlak,ziraat_norm_farki,ziraat_durumu
26,1973,Eskiþehir,Mihalgazi,2561,,351,2.0,2.6999242,3,-1.0,norm_eksigi,0.0,0.0,0,0.0,dengede,2.0,3.8834746,4,-2.0,norm_eksigi
26,1527,Eskiþehir,Mihalýççýk,7074,,579,3.0,3.9448473,4,-1.0,norm_eksigi,0.0,0.045664206,0,0.0,dengede,4.0,3.6856444,4,0.0,dengede
26,2046,Eskiþehir,Odunpazarý,335223,,563,14.0,15.204307,15,-1.0,dengede,8.0,5.9917235,6,2.0,norm_fazlasi,18.0,24.733767,25,-7.0,norm_eksigi
26,1599,Eskiþehir,Sarýcakaya,3964,,517,4.0,2.8062193,3,1.0,norm_fazlasi,0.0,0.026570931,0,0.0,dengede,4.0,3.1146915,3,1.0,norm_fazlasi
26,1618,Eskiþehir,Seyitgazi,11051,,541,6.0,5.9765625,6,0.0,dengede,1.0,0.97867423,1,0.0,dengede,10.0,9.045915,9,1.0,dengede
26,1632,Eskiþehir,Sivrihisar,15965,,581,11.0,7.4537296,7,4.0,norm_fazlasi,1.0,1.1446728,1,0.0,dengede,12.0,12.230428,12,0.0,dengede
26,2047,Eskiþehir,Tepebaþý,315388,,691,19.0,18.8428,19,0.0,dengede,7.0,6.045982,6,1.0,dengede,22.0,26.50861,27,-5.0,dengede
27,1139,Gaziantep,Araban,23963,,384,5.0,5.1275234,5,0.0,dengede,0.0,0.045319326,0,0.0,dengede,3.0,5.4702353,5,-2.0,norm_eksigi
27,1415,Gaziantep,Ýslahiye,48382,,408,6.0,6.7691708,7,-1.0,dengede,0.0,0.097822085,0,0.0,dengede,7.0,10.9733305,11,-4.0,norm_eksigi
27,1956,Gaziantep,Karkamýþ,7138,,273,6.0,3.6003695,4,2.0,norm_fazlasi,0.0,0.08561896,0,0.0,dengede,8.0,4.977238,5,3.0,norm_fazlasi
27,1546,Gaziantep,Nizip,93634,,356,11.0,13.116828,13,-2.0,dengede,4.0,2.9218957,3,1.0,norm_fazlasi,17.0,20.473543,20,-3.0,dengede
27,1974,Gaziantep,Nurdaðý,27228,,396,8.0,6.097638,6,2.0,norm_fazlasi,0.0,0.058533233,0,0.0,dengede,10.0,6.613505,7,3.0,norm_fazlasi
27,1549,Gaziantep,Oðuzeli,26218,,376,8.0,8.490454,8,0.0,dengede,1.0,1.0374644,1,0.0,dengede,16.0,11.296723,11,5.0,norm_fazlasi
27,1841,Gaziantep,Þahinbey,591511,,389,14.0,18.110664,18,-4.0,norm_eksigi,10.0,9.421688,9,1.0,dengede,25.0,29.551327,30,-5.0,dengede
27,1844,Gaziantep,Þehitkamil,537935,,275,16.0,15.707868,16,0.0,dengede,10.0,10.615519,11,-1.0,dengede,23.0,30.549496,31,-8.0,norm_eksigi
27,1720,Gaziantep,Yavuzeli,15394,,289,8.0,5.273878,5,3.0,norm_fazlasi,0.0,0.010816887,0,0.0,dengede,8.0,7.142178,7,1.0,dengede
28,1133,Giresun,Alucra,2908,,218,3.0,2.191336,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,5.0,2.9265373,3,2.0,norm_fazlasi
28,1212,Giresun,Bulancak,42300,,302,9.0,6.5517597,7,2.0,norm_fazlasi,3.0,1.5136908,2,1.0,norm_fazlasi,14.0,10.46042,10,4.0,norm_fazlasi
28,1893,Giresun,Çamoluk,2432,,217,2.0,2.0954227,2,0.0,dengede,0.0,0.0,0,0.0,dengede,2.0,2.9586704,3,-1.0,norm_eksigi
28,1894,Giresun,Çanakçý,1462,,173,2.0,2.1187592,2,0.0,dengede,0.0,0.01499933,0,0.0,dengede,3.0,3.4956338,3,0.0,dengede
28,1272,Giresun,Dereli,7880,,185,1.0,4.3547106,4,-3.0,norm_eksigi,2.0,1.0760567,1,1.0,norm_fazlasi,5.0,4.390942,4,1.0,norm_fazlasi
28,1912,Giresun,Doðankent,3500,,219,2.0,2.4172313,2,0.0,dengede,0.0,0.0,0,0.0,dengede,1.0,3.0295305,3,-2.0,norm_eksigi
28,1320,Giresun,Espiye,22693,,222,4.0,3.6454246,4,0.0,dengede,0.0,0.034723192,0,0.0,dengede,7.0,7.9837813,8,-1.0,dengede
28,1324,Giresun,Eynesil,8050,,193,3.0,2.6651328,3,0.0,dengede,0.0,0.015409827,0,0.0,dengede,2.0,4.5505414,5,-3.0,norm_eksigi
28,1361,Giresun,Görele,15843,,251,4.0,4.0575705,4,0.0,dengede,1.0,1.3614407,1,0.0,dengede,9.0,8.492687,8,1.0,dengede
28,1930,Giresun,Güce,3996,,186,1.0,2.098893,2,-1.0,norm_eksigi,0.0,0.008097403,0,0.0,dengede,3.0,3.6907234,4,-1.0,norm_eksigi
28,1465,Giresun,Keþap,7821,,258,4.0,3.1159937,3,1.0,norm_fazlasi,0.0,0.047518276,0,0.0,dengede,8.0,5.8772345,6,2.0,norm_fazlasi
28,1837,Giresun,Piraziz,6693,,284,3.0,3.3860443,3,0.0,dengede,1.0,1.295905,1,0.0,dengede,6.0,5.5942235,6,0.0,dengede
28,1654,Giresun,Þebinkarahisar,8437,,308,5.0,4.2068787,4,1.0,norm_fazlasi,1.0,1.1314894,1,0.0,dengede,5.0,5.903973,6,-1.0,dengede
28,1678,Giresun,Tirebolu,14960,,265,3.0,3.6854203,4,-1.0,norm_eksigi,1.0,1.1853253,1,0.0,dengede,10.0,9.574813,10,0.0,dengede
28,1854,Giresun,Yaðlýdere,7146,,195,1.0,2.4810069,2,-1.0,norm_eksigi,0.0,0.0095639825,0,0.0,dengede,4.0,3.8529031,4,0.0,dengede
29,1458,Gümüþhane,Kelkit,25419,,362,7.0,6.4668293,6,1.0,dengede,1.0,1.1444058,1,0.0,dengede,7.0,10.198898,10,-3.0,norm_eksigi
29,1822,Gümüþhane,Köse,3052,,253,3.0,2.943955,3,0.0,dengede,0.0,0.0,0,0.0,dengede,4.0,3.7795544,4,0.0,dengede
29,1971,Gümüþhane,Kürtün,5986,,281,3.0,2.8465621,3,0.0,dengede,0.0,0.006318681,0,0.0,dengede,5.0,3.717529,4,1.0,norm_fazlasi
29,1660,Gümüþhane,Þiran,10997,,350,2.0,4.708247,5,-3.0,norm_eksigi,1.0,0.83601826,1,0.0,dengede,5.0,4.63652,5,0.0,dengede
29,1684,Gümüþhane,Torul,4147,,287,4.0,2.5258243,3,1.0,norm_fazlasi,0.0,0.027656108,0,0.0,dengede,5.0,3.2978091,3,2.0,norm_fazlasi
30,1261,Hakkari,Çukurca,7194,,298,4.0,2.6522682,3,1.0,norm_fazlasi,0.0,0.021472305,0,0.0,dengede,3.0,4.2450557,4,-1.0,norm_eksigi
30,2107,Hakkari,Derecik,7514,,308,3.0,3.2375896,3,0.0,dengede,0.0,0.027666084,0,0.0,dengede,3.0,3.2346385,3,0.0,dengede
30,1656,Hakkari,Þemdinli,11784,,329,4.0,3.8982418,4,0.0,dengede,0.0,0.058203824,0,0.0,dengede,5.0,3.9054883,4,1.0,norm_fazlasi
30,1737,Hakkari,Yüksekova,62331,,343,6.0,8.453324,8,-2.0,norm_eksigi,1.0,1.539739,2,-1.0,norm_eksigi,9.0,11.562494,12,-3.0,norm_eksigi
31,1131,Hatay,Altýnözü,40551,,454,3.0,5.4253445,5,-2.0,norm_eksigi,1.0,1.146175,1,0.0,dengede,6.0,11.448448,11,-5.0,norm_eksigi
31,2080,Hatay,Antakya,199335,,679,16.0,17.393356,17,-1.0,dengede,5.0,5.170298,5,0.0,dengede,17.0,18.566751,19,-2.0,dengede
31,2081,Hatay,Arsuz,83281,,453,11.0,8.324158,8,3.0,norm_fazlasi,2.0,3.156492,3,-1.0,norm_eksigi,11.0,13.910988,14,-3.0,norm_eksigi
31,1887,Hatay,Belen,25862,,452,4.0,5.104658,5,-1.0,norm_eksigi,1.0,1.6429,2,-1.0,norm_eksigi,7.0,8.207078,8,-1.0,dengede
31,2082,Hatay,Defne,94333,,416,12.0,7.5860186,8,4.0,norm_fazlasi,2.0,3.046144,3,-1.0,norm_eksigi,9.0,10.041185,10,-1.0,dengede
31,1289,Hatay,Dörtyol,86450,,321,7.0,6.6966057,7,0.0,dengede,2.0,2.7738183,3,-1.0,norm_eksigi,17.0,15.856792,16,1.0,dengede
31,1792,Hatay,Erzin,30085,,410,8.0,4.9897223,5,3.0,norm_fazlasi,1.0,1.676479,2,-1.0,norm_eksigi,18.0,9.100335,9,9.0,norm_fazlasi
31,1382,Hatay,Hassa,39518,,435,5.0,5.295331,5,0.0,dengede,1.0,1.388635,1,0.0,dengede,9.0,9.238038,9,0.0,dengede
31,1413,Hatay,Ýskenderun,176946,,314,9.0,7.2715015,7,2.0,norm_fazlasi,6.0,4.4492903,4,2.0,norm_fazlasi,14.0,12.982191,13,1.0,dengede
31,1468,Hatay,Kýrýkhan,70798,,470,8.0,6.770753,7,1.0,dengede,1.0,1.5666715,2,-1.0,norm_eksigi,11.0,13.415926,13,-2.0,dengede
31,1970,Hatay,Kumlu,10587,,324,4.0,3.7922537,4,0.0,dengede,0.0,0.003370501,0,0.0,dengede,6.0,5.31066,5,1.0,norm_fazlasi
31,2083,Hatay,Payas,28941,,161,5.0,2.6510518,3,2.0,norm_fazlasi,2.0,0.97589034,1,1.0,norm_fazlasi,6.0,5.136536,5,1.0,norm_fazlasi
31,1585,Hatay,Reyhanlý,67603,,504,6.0,6.327671,6,0.0,dengede,0.0,0.2992882,0,0.0,dengede,9.0,10.050384,10,-1.0,dengede
31,1591,Hatay,Samandað,83480,,434,15.0,9.887063,10,5.0,norm_fazlasi,2.0,2.844295,3,-1.0,norm_eksigi,8.0,8.547004,9,-1.0,dengede
31,1721,Hatay,Yayladaðý,28459,,478,7.0,5.7097607,6,1.0,dengede,1.0,1.1412696,1,0.0,dengede,8.0,5.326115,5,3.0,norm_fazlasi
76,1142,Iðdýr,Aralýk,3984,,242,7.0,6.022421,6,1.0,dengede,0.0,0.0,0,0.0,dengede,8.0,5.88888,6,2.0,norm_fazlasi
76,2011,Iðdýr,Karakoyunlu,1934,,239,10.0,6.1894093,6,4.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,7.0,4.834373,5,2.0,norm_fazlasi
76,1692,Iðdýr,Tuzluca,6543,,262,11.0,6.189535,6,5.0,norm_fazlasi,0.0,0.0028399676,0,0.0,dengede,12.0,7.032335,7,5.0,norm_fazlasi
32,1755,Isparta,Aksu,1697,,294,4.0,2.4766984,2,2.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,4.0,2.657984,3,1.0,norm_fazlasi
32,1154,Isparta,Atabey,3768,,400,4.0,2.987836,3,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,7.0,4.0508666,4,3.0,norm_fazlasi
32,1297,Isparta,Eðirdir,14303,,348,9.0,6.2506733,6,3.0,norm_fazlasi,2.0,1.9456031,2,0.0,dengede,17.0,10.415587,10,7.0,norm_fazlasi
32,1341,Isparta,Gelendost,4853,,415,3.0,3.8234568,4,-1.0,norm_eksigi,0.0,0.044329956,0,0.0,dengede,6.0,6.6708016,7,-1.0,dengede
32,1929,Isparta,Gönen,4238,,379,7.0,3.4260201,3,4.0,norm_fazlasi,0.0,0.056002423,0,0.0,dengede,8.0,5.6631417,6,2.0,norm_fazlasi
32,1456,Isparta,Keçiborlu,7437,,436,10.0,4.1565084,4,6.0,norm_fazlasi,0.0,0.07575667,0,0.0,dengede,11.0,7.8183827,8,3.0,norm_fazlasi
32,1615,Isparta,Senirkent,6365,,309,2.0,4.0341654,4,-2.0,norm_eksigi,1.0,1.0980525,1,0.0,dengede,4.0,6.511417,7,-3.0,norm_eksigi
32,1648,Isparta,Sütçüler,1769,,403,2.0,2.507495,3,-1.0,norm_eksigi,0.0,0.0,0,0.0,dengede,2.0,2.2560108,2,0.0,dengede
32,1651,Isparta,Þarkikaraaðaç,11786,,419,8.0,6.2831583,6,2.0,norm_fazlasi,0.0,0.056903455,0,0.0,dengede,10.0,9.503399,10,0.0,dengede
32,1699,Isparta,Uluborlu,4541,,349,4.0,2.8485715,3,1.0,norm_fazlasi,0.0,0.016174652,0,0.0,dengede,4.0,4.2393823,4,0.0,dengede
32,1717,Isparta,Yalvaç,18296,,503,11.0,10.299169,10,1.0,dengede,1.0,1.4581062,1,0.0,dengede,8.0,9.968019,10,-2.0,norm_eksigi
32,2001,Isparta,Yeniþarbademli,1727,,297,3.0,2.2886384,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,4.0,2.5826478,3,1.0,norm_fazlasi
34,1103,Ýstanbul,Adalar,14954,,78,2.0,2.3806772,2,0.0,dengede,3.0,1.4241093,1,2.0,norm_fazlasi,5.0,4.4319487,4,1.0,norm_fazlasi
34,2048,Ýstanbul,Arnavutköy,236037,,432,4.0,7.6949577,8,-4.0,norm_eksigi,3.0,5.075331,5,-2.0,norm_eksigi,10.0,12.880824,13,-3.0,norm_eksigi
34,2049,Ýstanbul,Ataþehir,329086,,73,6.0,6.0980263,6,0.0,dengede,8.0,6.8295255,7,1.0,dengede,9.0,6.717188,7,2.0,norm_fazlasi
34,2003,Ýstanbul,Avcýlar,336549,,114,7.0,5.7483654,6,1.0,dengede,5.0,6.3614063,6,-1.0,dengede,10.0,9.411094,9,1.0,dengede
34,2004,Ýstanbul,Baðcýlar,519923,,75,6.0,7.114377,7,-1.0,dengede,6.0,10.338954,10,-4.0,norm_eksigi,6.0,7.0208135,7,-1.0,dengede
34,2005,Ýstanbul,Bahçelievler,433760,,74,4.0,6.3034544,6,-2.0,norm_eksigi,7.0,7.7822046,8,-1.0,dengede,11.0,8.897441,9,2.0,norm_fazlasi
34,1166,Ýstanbul,Bakýrköy,181229,,74,5.0,5.3372364,5,0.0,dengede,9.0,5.381157,5,4.0,norm_fazlasi,8.0,7.1580243,7,1.0,dengede
34,2050,Ýstanbul,Baþakþehir,363654,,148,7.0,7.03487,7,0.0,dengede,11.0,8.308753,8,3.0,norm_fazlasi,18.0,12.371339,12,6.0,norm_fazlasi
34,1886,Ýstanbul,Bayrampaþa,211291,,73,4.0,4.905487,5,-1.0,norm_eksigi,7.0,5.212234,5,2.0,norm_fazlasi,5.0,6.1239805,6,-1.0,dengede
34,1183,Ýstanbul,Beþiktaþ,144491,,74,7.0,4.945448,5,2.0,norm_fazlasi,7.0,4.957753,5,2.0,norm_fazlasi,9.0,7.5182595,8,1.0,dengede
34,1185,Ýstanbul,Beykoz,197121,,324,5.0,5.8132753,6,-1.0,dengede,6.0,5.2635226,5,1.0,norm_fazlasi,8.0,12.739495,13,-5.0,norm_eksigi
34,2051,Ýstanbul,Beylikdüzü,309084,,154,4.0,6.353442,6,-2.0,norm_eksigi,7.0,6.4914117,6,1.0,dengede,6.0,8.625613,9,-3.0,norm_eksigi
34,1186,Ýstanbul,Beyoðlu,174124,,72,5.0,4.9346933,5,0.0,dengede,2.0,4.6767125,5,-3.0,norm_eksigi,7.0,5.740727,6,1.0,dengede
34,1782,Ýstanbul,Büyükçekmece,213417,,209,7.0,6.1355333,6,1.0,dengede,7.0,4.7999024,5,2.0,norm_fazlasi,16.0,13.484746,13,3.0,norm_fazlasi
34,1237,Ýstanbul,Çatalca,62203,,373,9.0,12.970252,13,-4.0,norm_eksigi,4.0,2.7332158,3,1.0,norm_fazlasi,17.0,13.160411,13,4.0,norm_fazlasi
34,2052,Ýstanbul,Çekmeköy,227296,,181,5.0,5.45117,5,0.0,dengede,9.0,6.479075,6,3.0,norm_fazlasi,11.0,10.057507,10,1.0,dengede
34,2016,Ýstanbul,Esenler,313415,,72,5.0,5.0466747,5,0.0,dengede,5.0,4.1450944,4,1.0,norm_fazlasi,6.0,6.2263036,6,0.0,dengede
34,2053,Ýstanbul,Esenyurt,656387,,82,9.0,7.282056,7,2.0,norm_fazlasi,6.0,10.431461,10,-4.0,norm_eksigi,12.0,9.715133,10,2.0,norm_fazlasi
34,1325,Ýstanbul,Eyüpsultan,325684,,187,5.0,6.747882,7,-2.0,norm_eksigi,9.0,7.297775,7,2.0,norm_fazlasi,8.0,9.251885,9,-1.0,dengede
34,1327,Ýstanbul,Fatih,272378,,76,7.0,5.9584503,6,1.0,dengede,6.0,7.684321,8,-2.0,norm_eksigi,9.0,8.526039,9,0.0,dengede
34,1336,Ýstanbul,Gaziosmanpaþa,363338,,72,5.0,5.28883,5,0.0,dengede,5.0,5.8695307,6,-1.0,dengede,8.0,6.5961967,7,1.0,dengede
34,2010,Ýstanbul,Güngören,207907,,73,4.0,4.587824,5,-1.0,norm_eksigi,3.0,3.3513477,3,0.0,dengede,7.0,5.683865,6,1.0,dengede
34,1421,Ýstanbul,Kadýköy,401155,,73,8.0,6.7462015,7,1.0,dengede,12.0,9.247464,9,3.0,norm_fazlasi,9.0,10.726234,11,-2.0,dengede
34,1810,Ýstanbul,Kaðýthane,352753,,72,6.0,5.7974234,6,0.0,dengede,8.0,7.1287265,7,1.0,dengede,5.0,6.055694,6,-1.0,dengede
34,1449,Ýstanbul,Kartal,376998,,121,9.0,6.1936884,6,3.0,norm_fazlasi,10.0,7.292703,7,3.0,norm_fazlasi,10.0,9.230863,9,1.0,dengede
34,1823,Ýstanbul,Küçükçekmece,594438,,74,6.0,6.8571568,7,-1.0,dengede,7.0,9.555367,10,-3.0,norm_eksigi,10.0,9.80292,10,0.0,dengede
34,2012,Ýstanbul,Maltepe,429429,,98,8.0,6.363985,6,2.0,norm_fazlasi,9.0,7.2017646,7,2.0,norm_fazlasi,10.0,8.852604,9,1.0,dengede
34,1835,Ýstanbul,Pendik,561758,,199,6.0,6.868229,7,-1.0,dengede,10.0,8.96376,9,1.0,dengede,13.0,11.363267,11,2.0,dengede
34,2054,Ýstanbul,Sancaktepe,357302,,139,6.0,5.402462,5,1.0,norm_fazlasi,5.0,5.547704,6,-1.0,dengede,8.0,8.324116,8,0.0,dengede
34,1604,Ýstanbul,Sarýyer,280383,,234,6.0,6.9540195,7,-1.0,dengede,8.0,7.3100543,7,1.0,dengede,11.0,8.777575,9,2.0,norm_fazlasi
34,1622,Ýstanbul,Silivri,184427,,522,6.0,10.674407,11,-5.0,norm_eksigi,5.0,4.360725,4,1.0,norm_fazlasi,20.0,22.775684,23,-3.0,dengede
34,2014,Ýstanbul,Sultanbeyli,252804,,73,6.0,5.353916,5,1.0,norm_fazlasi,7.0,4.4240537,4,3.0,norm_fazlasi,8.0,7.023564,7,1.0,dengede
34,2055,Ýstanbul,Sultangazi,377603,,74,4.0,5.2139378,5,-1.0,norm_eksigi,5.0,5.617371,6,-1.0,dengede,4.0,5.178177,5,-1.0,norm_eksigi
34,1659,Ýstanbul,Þile,43922,,348,5.0,5.4095917,5,0.0,dengede,3.0,2.8017387,3,0.0,dengede,9.0,10.056977,10,-1.0,dengede
34,1663,Ýstanbul,Þiþli,222918,,77,5.0,5.370907,5,0.0,dengede,6.0,6.1550164,6,0.0,dengede,6.0,6.8012824,7,-1.0,dengede
34,2015,Ýstanbul,Tuzla,225478,,249,8.0,5.7756634,6,2.0,norm_fazlasi,6.0,5.616898,6,0.0,dengede,12.0,11.064125,11,1.0,dengede
34,1852,Ýstanbul,Ümraniye,557436,,79,7.0,6.6612024,7,0.0,dengede,8.0,8.307817,8,0.0,dengede,7.0,5.7967157,6,1.0,dengede
34,1708,Ýstanbul,Üsküdar,417788,,72,8.0,6.4234657,6,2.0,norm_fazlasi,11.0,8.856161,9,2.0,norm_fazlasi,7.0,7.5999327,8,-1.0,dengede
34,1739,Ýstanbul,Zeytinburnu,212093,,73,6.0,5.056941,5,1.0,norm_fazlasi,7.0,4.8412085,5,2.0,norm_fazlasi,7.0,5.9747634,6,1.0,dengede
35,1128,Ýzmir,Aliaða,78209,,297,6.0,6.898576,7,-1.0,dengede,7.0,2.5269792,3,4.0,norm_fazlasi,15.0,11.548847,12,3.0,norm_fazlasi
35,2006,Ýzmir,Balçova,65168,,210,5.0,5.397271,5,0.0,dengede,6.0,3.2844427,3,3.0,norm_fazlasi,12.0,9.267173,9,3.0,norm_fazlasi
35,1178,Ýzmir,Bayýndýr,32048,,439,14.0,11.938589,12,2.0,dengede,1.0,1.3678991,1,0.0,dengede,12.0,12.41867,12,0.0,dengede
35,2056,Ýzmir,Bayraklý,236948,,134,6.0,5.627013,6,0.0,dengede,7.0,4.933405,5,2.0,norm_fazlasi,12.0,8.760026,9,3.0,norm_fazlasi
35,1181,Ýzmir,Bergama,86963,,529,19.0,15.37913,15,4.0,norm_fazlasi,4.0,3.050964,3,1.0,norm_fazlasi,15.0,20.728548,21,-6.0,norm_eksigi
35,1776,Ýzmir,Beydað,9744,,365,7.0,4.6978054,5,2.0,norm_fazlasi,2.0,1.3329856,1,1.0,norm_fazlasi,6.0,6.1961474,6,0.0,dengede
35,1203,Ýzmir,Bornova,356330,,273,10.0,9.871392,10,0.0,dengede,10.0,10.357912,10,0.0,dengede,18.0,16.300047,16,2.0,dengede
35,1780,Ýzmir,Buca,409366,,326,10.0,8.459993,8,2.0,norm_fazlasi,9.0,9.93683,10,-1.0,dengede,14.0,18.238895,18,-4.0,norm_eksigi
35,1251,Ýzmir,Çeþme,41953,,336,5.0,6.3071556,6,-1.0,dengede,2.0,2.8529484,3,-1.0,norm_eksigi,8.0,10.13918,10,-2.0,norm_eksigi
35,2007,Ýzmir,Çiðli,172843,,234,9.0,6.522505,7,2.0,norm_fazlasi,7.0,4.628812,5,2.0,norm_fazlasi,17.0,12.071116,12,5.0,norm_fazlasi
35,1280,Ýzmir,Dikili,39212,,433,7.0,9.289621,9,-2.0,norm_eksigi,3.0,2.4344866,2,1.0,norm_fazlasi,8.0,12.00892,12,-4.0,norm_eksigi
35,1334,Ýzmir,Foça,30822,,405,7.0,6.3482237,6,1.0,dengede,2.0,1.9160434,2,0.0,dengede,12.0,9.045245,9,3.0,norm_fazlasi
35,2009,Ýzmir,Gaziemir,106340,,238,5.0,6.4453144,6,-1.0,dengede,3.0,4.011877,4,-1.0,norm_eksigi,13.0,8.01743,8,5.0,norm_fazlasi
35,2018,Ýzmir,Güzelbahçe,30683,,279,5.0,5.1575003,5,0.0,dengede,2.0,2.26871,2,0.0,dengede,11.0,8.063075,8,3.0,norm_fazlasi
35,2057,Ýzmir,Karabaðlar,370990,,158,7.0,6.725333,7,0.0,dengede,8.0,8.056913,8,0.0,dengede,9.0,12.396241,12,-3.0,norm_eksigi
35,1432,Ýzmir,Karaburun,6065,,253,3.0,3.0616653,3,0.0,dengede,3.0,1.2662963,1,2.0,norm_fazlasi,5.0,3.203842,3,2.0,norm_fazlasi
35,1448,Ýzmir,Karþýyaka,283320,,161,7.0,6.8458824,7,0.0,dengede,7.0,7.0835934,7,0.0,dengede,12.0,11.720694,12,0.0,dengede
35,1461,Ýzmir,Kemalpaþa,83712,,386,17.0,10.908529,11,6.0,norm_fazlasi,2.0,4.0841494,4,-2.0,norm_eksigi,23.0,15.343121,15,8.0,norm_fazlasi
35,1467,Ýzmir,Kýnýk,20806,,404,8.0,9.323283,9,-1.0,dengede,2.0,1.468052,1,1.0,norm_fazlasi,7.0,8.7712755,9,-2.0,norm_eksigi
35,1477,Ýzmir,Kiraz,26772,,351,16.0,10.483966,10,6.0,norm_fazlasi,1.0,1.5569887,2,-1.0,norm_eksigi,10.0,9.1582,9,1.0,dengede
35,1819,Ýzmir,Konak,263432,,75,6.0,6.4841757,6,0.0,dengede,11.0,8.894588,9,2.0,norm_fazlasi,13.0,9.984759,10,3.0,norm_fazlasi
35,1826,Ýzmir,Menderes,86673,,501,11.0,12.287545,12,-1.0,dengede,3.0,3.3689537,3,0.0,dengede,18.0,15.423689,15,3.0,norm_fazlasi
35,1521,Ýzmir,Menemen,157792,,509,12.0,12.414853,12,0.0,dengede,4.0,4.734035,5,-1.0,norm_eksigi,23.0,19.069473,19,4.0,norm_fazlasi
35,2013,Ýzmir,Narlýdere,51385,,109,5.0,3.0390303,3,2.0,norm_fazlasi,2.0,1.8483957,2,0.0,dengede,6.0,5.70206,6,0.0,dengede
35,1563,Ýzmir,Ödemiþ,101782,,402,19.0,18.911457,19,0.0,dengede,4.0,3.871865,4,0.0,dengede,25.0,19.68386,20,5.0,norm_fazlasi
35,1611,Ýzmir,Seferihisar,47113,,380,10.0,9.436202,9,1.0,dengede,3.0,2.9891965,3,0.0,dengede,14.0,12.329883,12,2.0,dengede
35,1612,Ýzmir,Selçuk,28901,,425,4.0,6.215966,6,-2.0,norm_eksigi,2.0,2.5326045,3,-1.0,norm_eksigi,7.0,10.536282,11,-4.0,norm_eksigi
35,1677,Ýzmir,Tire,69241,,379,18.0,15.554805,16,2.0,dengede,3.0,2.605096,3,0.0,dengede,19.0,18.53704,19,0.0,dengede
35,1682,Ýzmir,Torbalý,160522,,462,11.0,15.682742,16,-5.0,norm_eksigi,4.0,4.7725415,5,-1.0,norm_eksigi,17.0,20.67458,21,-4.0,dengede
35,1703,Ýzmir,Urla,66540,,392,7.0,8.338955,8,-1.0,dengede,4.0,3.549831,4,0.0,dengede,14.0,14.774926,15,-1.0,dengede
46,1107,Kahramanmaraþ,Afþin,59073,,423,6.0,9.138688,9,-3.0,norm_eksigi,0.0,0.11793901,0,0.0,dengede,11.0,12.966525,13,-2.0,dengede
46,1136,Kahramanmaraþ,Andýrýn,25298,,409,4.0,7.2883854,7,-3.0,norm_eksigi,0.0,0.07121784,0,0.0,dengede,6.0,7.0377684,7,-1.0,dengede
46,1785,Kahramanmaraþ,Çaðlayancerit,15843,,258,5.0,2.678622,3,2.0,norm_fazlasi,0.0,0.00879097,0,0.0,dengede,3.0,5.5226293,6,-3.0,norm_eksigi
46,2084,Kahramanmaraþ,Dulkadiroðlu,141960,,503,16.0,14.171203,14,2.0,dengede,2.0,2.850381,3,-1.0,norm_eksigi,30.0,19.497505,19,11.0,norm_fazlasi
46,1919,Kahramanmaraþ,Ekinözü,7683,,320,4.0,2.661321,3,1.0,norm_fazlasi,0.0,0.009951532,0,0.0,dengede,4.0,3.5731845,4,0.0,dengede
46,1299,Kahramanmaraþ,Elbistan,97049,,376,16.0,14.803838,15,1.0,dengede,3.0,1.519146,2,1.0,norm_fazlasi,21.0,18.540096,19,2.0,dengede
46,1353,Kahramanmaraþ,Göksun,33464,,418,10.0,6.4823875,6,4.0,norm_fazlasi,2.0,1.008007,1,1.0,norm_fazlasi,14.0,10.010819,10,4.0,norm_fazlasi
46,1975,Kahramanmaraþ,Nurhak,7841,,298,5.0,3.011466,3,2.0,norm_fazlasi,0.0,0.010220908,0,0.0,dengede,2.0,3.5823567,4,-2.0,norm_eksigi
46,2085,Kahramanmaraþ,Onikiþubat,295362,,481,19.0,16.031727,16,3.0,dengede,4.0,5.301616,5,-1.0,norm_eksigi,26.0,23.476015,23,3.0,dengede
46,1570,Kahramanmaraþ,Pazarcýk,49672,,407,15.0,7.6437807,8,7.0,norm_fazlasi,2.0,1.0282005,1,1.0,norm_fazlasi,19.0,11.020129,11,8.0,norm_fazlasi
46,1694,Kahramanmaraþ,Türkoðlu,52131,,594,7.0,9.807033,10,-3.0,norm_eksigi,1.0,1.8346801,2,-1.0,norm_eksigi,14.0,10.846828,11,3.0,norm_fazlasi
78,1296,Karabük,Eflani,1698,,272,3.0,2.3753102,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,2.0,2.983884,3,-1.0,norm_eksigi
78,1321,Karabük,Eskipazar,5259,,385,3.0,3.2411091,3,0.0,dengede,0.0,0.01079648,0,0.0,dengede,3.0,5.3016896,5,-2.0,norm_eksigi
