il_adi,ilce_adi,nufus_18plus,yuzolcum,toplam_hayvan_2024,veteriner_hekim,veteriner_tahmini_norm_yuvarlak,veteriner_norm_farki,veteriner_durumu,gida_muhendisi,gida_tahmini_norm_yuvarlak,gida_norm_farki,gida_durumu,ziraat_muhendisi,ziraat_tahmini_norm_yuvarlak,ziraat_norm_farki,ziraat_durumu
Mardin,Mazýdaðý,23209,,317,5.0,5.0,-0.25873698002788004,dengede,1.0,1.0,-0.14271096476014788,dengede,12.0,8.0,4.345300817869191,norm_fazlasi
Mardin,Midyat,83358,,310,10.0,7.0,3.4439706044327414,norm_fazlasi,1.0,2.0,-1.3037384588559249,norm_eksigi,8.0,9.0,-1.1586333806232396,dengede
Mardin,Nusaybin,77197,,390,6.0,8.0,-1.9969395117330695,norm_eksigi,,2.0,,belirsiz,17.0,10.0,6.856452853357826,norm_fazlasi
Mardin,Ömerli,9342,,273,5.0,4.0,0.697713202072686,dengede,,1.0,,belirsiz,9.0,7.0,2.107102839300934,norm_fazlasi
Mardin,Savur,14330,,369,6.0,8.0,-1.9447142764259384,norm_eksigi,,1.0,,belirsiz,9.0,9.0,-0.41351242785597186,dengede
Mardin,Yeþilli,7753,,314,3.0,4.0,-1.1438596505718337,norm_eksigi,,1.0,,belirsiz,7.0,7.0,0.27968156243165954,dengede
Mersin,Akdeniz,180517,,336,19.0,9.0,10.127798318379677,norm_fazlasi,10.0,5.0,4.86698709381237,norm_fazlasi,44.0,11.0,32.67583614527761,norm_fazlasi
Mersin,Anamur,56233,,358,8.0,6.0,1.781133014905297,norm_fazlasi,5.0,2.0,2.8209787426521755,norm_fazlasi,16.0,9.0,7.032818357463757,norm_fazlasi
Mersin,Aydýncýk,9064,,397,3.0,5.0,-1.9137550411306083,norm_eksigi,1.0,1.0,0.11790775681799914,dengede,6.0,8.0,-1.7250733370765694,norm_eksigi
Mersin,Bozyazý,25615,,400,5.0,5.0,-0.4722058799231217,dengede,1.0,2.0,-0.5641849421538958,dengede,15.0,8.0,6.580475489788924,norm_fazlasi
Mersin,Çamlýyayla,8591,,256,6.0,4.0,2.2973428490018506,norm_fazlasi,,1.0,,belirsiz,7.0,6.0,0.8097148102939222,dengede
Mersin,Erdemli,128395,,398,22.0,9.0,13.211611367027855,norm_fazlasi,6.0,5.0,1.2229733376361853,norm_fazlasi,43.0,12.0,31.311089284845764,norm_fazlasi
Mersin,Gülnar,35299,,277,8.0,5.0,2.673422418660781,norm_fazlasi,1.0,1.0,-0.28899959330987945,dengede,7.0,8.0,-0.6042230962902178,dengede
Mersin,Mezitli,174066,,298,13.0,7.0,6.190227807824946,norm_fazlasi,5.0,4.0,0.8774739112884795,dengede,23.0,10.0,13.354609802971693,norm_fazlasi
Mersin,Mut,51726,,377,12.0,9.0,2.899654252795928,norm_fazlasi,,2.0,,belirsiz,15.0,11.0,4.045066614164352,norm_fazlasi
Mersin,Silifke,99676,,533,17.0,11.0,5.943654469297796,norm_fazlasi,2.0,4.0,-1.9386308003872008,norm_eksigi,27.0,14.0,13.355596781090593,norm_fazlasi
Mersin,Tarsus,266789,,623,21.0,16.0,5.271828338700807,norm_fazlasi,8.0,5.0,2.5893259448309927,norm_fazlasi,34.0,18.0,15.752578675129996,norm_fazlasi
Mersin,Toroslar,228651,,360,14.0,9.0,5.04765929540444,norm_fazlasi,9.0,5.0,4.432941425814298,norm_fazlasi,26.0,11.0,14.638743927837439,norm_fazlasi
Mersin,Yeniþehir,212799,,319,10.0,7.0,2.5551271860860805,norm_fazlasi,8.0,5.0,3.1457619286489393,norm_fazlasi,15.0,10.0,4.582912529252367,norm_fazlasi
Muðla,Bodrum,152866,,511,6.0,10.0,-4.284928990216155,norm_eksigi,9.0,6.0,2.879867421513275,norm_fazlasi,9.0,14.0,-4.510788455811657,norm_eksigi
Muðla,Dalaman,40156,,532,6.0,7.0,-1.1240715713469829,dengede,2.0,2.0,0.009516551153212705,dengede,11.0,10.0,0.6274406401662667,dengede
Muðla,Datça,17965,,444,5.0,6.0,-0.7099531077475643,dengede,1.0,2.0,-0.8059770283508829,dengede,8.0,9.0,-0.7969589292162311,dengede
Muðla,Fethiye,124326,,647,14.0,12.0,2.425339202126924,norm_fazlasi,8.0,7.0,1.3084489919375937,dengede,25.0,15.0,9.851220670043897,norm_fazlasi
Muðla,Kavaklýdere,8458,,471,3.0,5.0,-2.386960904208535,norm_eksigi,,1.0,,belirsiz,5.0,8.0,-3.404198508910703,norm_eksigi
Muðla,Köyceðiz,31174,,540,10.0,7.0,2.9097302367955553,norm_fazlasi,2.0,2.0,0.06187692129793909,dengede,10.0,10.0,-0.3271544224882792,dengede
Muðla,Marmaris,76501,,446,8.0,7.0,0.5200656411593094,dengede,7.0,4.0,3.296415641719076,norm_fazlasi,13.0,11.0,2.4624677555038588,norm_fazlasi
Muðla,Menteþe,100811,,596,15.0,10.0,5.411268899200698,norm_fazlasi,7.0,3.0,3.5881266587809937,norm_fazlasi,18.0,13.0,5.187743724992373,norm_fazlasi
Muðla,Milas,106741,,592,19.0,15.0,3.727089950893504,norm_fazlasi,6.0,5.0,1.2104395275778366,norm_fazlasi,19.0,19.0,-0.22299988098922796,dengede
Muðla,Ortaca,44509,,439,9.0,7.0,2.2922017442336466,norm_fazlasi,4.0,3.0,1.3791794757013411,norm_fazlasi,17.0,10.0,7.296364189545963,norm_fazlasi
Muðla,Seydikemer,48107,,778,23.0,11.0,12.233906981984049,norm_fazlasi,4.0,2.0,1.5445288454290695,norm_fazlasi,31.0,14.0,16.795002325054188,norm_fazlasi
Muðla,Ula,26708,,516,8.0,7.0,1.189131135719923,dengede,2.0,2.0,-0.060349751221454806,dengede,8.0,10.0,-1.9634819942817145,dengede
Muðla,Yataðan,28411,,604,9.0,9.0,0.333709794582294,dengede,,2.0,,belirsiz,10.0,12.0,-1.6979084390952046,dengede
Muþ,Bulanýk,25328,,228,7.0,10.0,-2.6434689545151713,norm_eksigi,,1.0,,belirsiz,10.0,10.0,0.34036404096430495,dengede
Muþ,Hasköy,9914,,223,3.0,4.0,-1.204101995603751,norm_eksigi,,1.0,,belirsiz,6.0,6.0,-0.22599146798970526,dengede
Muþ,Korkut,3327,,221,5.0,6.0,-0.7401676990050206,dengede,,0.0,,belirsiz,7.0,7.0,0.05879090973741885,dengede
Muþ,Malazgirt,12757,,241,4.0,9.0,-4.930569467774362,norm_eksigi,1.0,1.0,0.03432280511666619,dengede,10.0,10.0,0.2721598005935082,dengede
Muþ,Varto,7361,,213,8.0,6.0,1.5300330935686057,norm_fazlasi,1.0,1.0,0.08149769615196067,dengede,7.0,8.0,-0.5113090056981537,dengede
Nevþehir,Acýgöl,8182,,367,5.0,5.0,-0.3103691652877929,dengede,,1.0,,belirsiz,4.0,8.0,-3.994436369685755,norm_eksigi
Nevþehir,Avanos,18953,,387,8.0,8.0,0.34384687899560973,dengede,1.0,2.0,-0.6003609045378049,dengede,8.0,10.0,-2.182184440454119,norm_eksigi
Nevþehir,Derinkuyu,9843,,327,6.0,5.0,0.7847930844126747,dengede,,1.0,,belirsiz,7.0,8.0,-0.7131468039489608,dengede
Nevþehir,Gülþehir,8371,,398,6.0,6.0,-0.1966251038840081,dengede,1.0,1.0,0.05945108865898563,dengede,10.0,9.0,1.1534906567585512,dengede
Nevþehir,Hacýbektaþ,4464,,388,4.0,5.0,-1.3863324538201285,norm_eksigi,,0.0,,belirsiz,6.0,8.0,-2.0666898746549265,norm_eksigi
Nevþehir,Kozaklý,6127,,441,4.0,6.0,-2.3138497500487025,norm_eksigi,,1.0,,belirsiz,5.0,9.0,-4.223517656461466,norm_eksigi
Nevþehir,Ürgüp,26297,,481,5.0,7.0,-2.0667403698194846,norm_eksigi,1.0,2.0,-1.1176956209392577,norm_eksigi,13.0,10.0,2.8076714450089657,norm_fazlasi
Niðde,Altunhisar,6190,,367,3.0,6.0,-2.5906441230056636,norm_eksigi,,1.0,,belirsiz,6.0,8.0,-1.9690677455020165,norm_eksigi
Niðde,Bor,39883,,423,9.0,9.0,-0.2285436463967585,dengede,,2.0,,belirsiz,12.0,11.0,0.8488637969228598,dengede
Niðde,Çamardý,2871,,366,2.0,5.0,-3.216915563260396,norm_eksigi,,0.0,,belirsiz,4.0,8.0,-3.6205299236365,norm_eksigi
Niðde,Çiftlik,11003,,315,5.0,5.0,0.10978143144118668,dengede,,1.0,,belirsiz,5.0,7.0,-2.394756758004835,norm_eksigi
Niðde,Ulukýþla,4755,,427,5.0,6.0,-1.1083521233534759,dengede,,1.0,,belirsiz,7.0,9.0,-1.5975712720560171,dengede
Ordu,Akkuþ,18323,,285,3.0,5.0,-1.891589937959723,norm_eksigi,,1.0,,belirsiz,3.0,7.0,-4.356241210071397,norm_eksigi
Ordu,Altýnordu,182474,,256,12.0,8.0,3.9329716325147377,norm_fazlasi,3.0,5.0,-1.826135355389943,norm_eksigi,28.0,11.0,17.456828850750078,norm_fazlasi
Ordu,Aybastý,17868,,189,3.0,4.0,-0.8489609168276409,dengede,1.0,1.0,-0.1217182290335086,dengede,4.0,6.0,-2.0608856266599282,norm_eksigi
Ordu,Çamaþ,8232,,148,3.0,3.0,0.2961032954437459,dengede,,1.0,,belirsiz,3.0,5.0,-2.059342512879369,norm_eksigi
Ordu,Çatalpýnar,8006,,150,4.0,3.0,1.1822164575862266,norm_fazlasi,,1.0,,belirsiz,5.0,5.0,-0.1102275393107508,dengede
Ordu,Çaybaþý,8470,,232,2.0,4.0,-1.5453178818786824,norm_eksigi,,1.0,,belirsiz,4.0,6.0,-1.9969781735912857,norm_eksigi
Ordu,Fatsa,97025,,286,9.0,6.0,2.7274909578518933,norm_fazlasi,1.0,3.0,-1.8343351876612992,norm_eksigi,19.0,9.0,10.031276951986474,norm_fazlasi
Ordu,Gölköy,19203,,168,5.0,4.0,1.132144614742491,norm_fazlasi,1.0,1.0,-0.11443055726415441,dengede,3.0,6.0,-2.9824294790096673,norm_eksigi
Ordu,Gülyalý,7177,,227,2.0,3.0,-1.179881148999466,norm_eksigi,,1.0,,belirsiz,5.0,6.0,-0.706628408862433,dengede
Ordu,Gürgentepe,13803,,180,3.0,3.0,-0.2749190906695662,dengede,,1.0,,belirsiz,3.0,6.0,-2.6982179238471433,norm_eksigi
Ordu,Ýkizce,10790,,178,3.0,3.0,-0.14444379902049054,dengede,,1.0,,belirsiz,6.0,6.0,0.4625634712222473,dengede
Ordu,Kabadüz,6684,,167,3.0,3.0,0.10355850656008458,dengede,,1.0,,belirsiz,3.0,5.0,-2.2447242017088627,norm_eksigi
Ordu,Kabataþ,7983,,149,2.0,3.0,-0.7872249863280207,dengede,,1.0,,belirsiz,2.0,5.0,-3.061003805863036,norm_eksigi
Ordu,Korgan,17287,,161,3.0,4.0,-0.5767359492424982,dengede,,1.0,,belirsiz,5.0,6.0,-0.7165750102871256,dengede
Ordu,Kumru,23412,,223,3.0,4.0,-1.4392531631414256,norm_eksigi,1.0,1.0,-0.17295616609622,dengede,4.0,7.0,-2.6369466831244495,norm_eksigi
Ordu,Mesudiye,13197,,234,4.0,4.0,0.05346803093156849,dengede,,1.0,,belirsiz,3.0,6.0,-3.3978561310668667,norm_eksigi
Ordu,Perþembe,31724,,297,3.0,5.0,-1.9322611699128993,norm_eksigi,1.0,2.0,-0.5207793331396942,dengede,10.0,8.0,2.363427859361394,norm_fazlasi
Ordu,Ulubey,16888,,213,3.0,4.0,-0.8961993081348396,dengede,,1.0,,belirsiz,7.0,6.0,0.6567023663037084,dengede
Ordu,Ünye,100401,,246,7.0,6.0,0.6446030132265532,dengede,2.0,3.0,-1.0566037310937135,norm_eksigi,17.0,9.0,8.118894902871585,norm_fazlasi
Osmaniye,Bahçe,10718,,325,5.0,4.0,0.6319806678221518,dengede,1.0,1.0,-0.2335891877211429,dengede,7.0,7.0,-0.13156736045534068,dengede
Osmaniye,Düziçi,49246,,452,9.0,7.0,1.8496732950520247,norm_fazlasi,2.0,2.0,-0.18797045072954432,dengede,10.0,10.0,-0.041517831806295646,dengede
Osmaniye,Hasanbeyli,2170,,262,3.0,2.0,0.5371053995960158,dengede,,0.0,,belirsiz,3.0,5.0,-1.925388703794023,norm_eksigi
Osmaniye,Kadirli,81372,,479,14.0,10.0,4.400880874702885,norm_fazlasi,2.0,3.0,-1.2370124220164094,norm_eksigi,32.0,12.0,19.750962318917267,norm_fazlasi
Osmaniye,Sumbas,3459,,325,5.0,4.0,0.9965377476836599,dengede,,0.0,,belirsiz,10.0,6.0,3.5063683677396273,norm_fazlasi
Osmaniye,Toprakkale,15093,,311,6.0,5.0,1.198263145796104,norm_fazlasi,,1.0,,belirsiz,6.0,7.0,-1.3191052239529224,dengede
Rize,Ardeþen,24565,,253,1.0,4.0,-3.100702625032298,norm_eksigi,,1.0,,belirsiz,6.0,7.0,-0.773609279711378,dengede
Rize,Çamlýhemþin,1641,,189,1.0,2.0,-0.8742005554710062,dengede,,0.0,,belirsiz,3.0,4.0,-1.1659872795736295,norm_eksigi
Rize,Çayeli,21962,,214,4.0,4.0,0.2784391815186007,dengede,,1.0,,belirsiz,7.0,6.0,0.7307872085764409,dengede
Rize,Derepazarý,3092,,197,4.0,2.0,1.5879264239587476,norm_fazlasi,,0.0,,belirsiz,4.0,5.0,-0.8385438065888291,dengede
Rize,Fýndýklý,9419,,236,2.0,3.0,-1.4622175651057727,norm_eksigi,,1.0,,belirsiz,5.0,6.0,-1.0108601283161383,dengede
Rize,Güneysu,6443,,204,2.0,3.0,-0.9273475503953481,dengede,,1.0,,belirsiz,3.0,5.0,-2.425114849601152,norm_eksigi
Rize,Hemþin,1179,,178,3.0,1.0,1.7924581284314227,norm_fazlasi,,0.0,,belirsiz,3.0,3.0,-0.4373103840078363,dengede
Rize,Ýkizdere,1524,,193,2.0,2.0,0.30980569652193424,dengede,,0.0,,belirsiz,2.0,4.0,-1.9618262551955201,norm_eksigi
Rize,Ýyidere,4291,,215,3.0,3.0,0.17578909483035687,dengede,,1.0,,belirsiz,4.0,5.0,-1.2906286640991054,norm_eksigi
Rize,Kalkandere,5971,,209,1.0,3.0,-1.9559398093285543,norm_eksigi,,1.0,,belirsiz,3.0,5.0,-2.44132365498824,norm_eksigi
Rize,Pazar,12939,,246,1.0,4.0,-2.744926353177612,norm_eksigi,,1.0,,belirsiz,5.0,6.0,-1.3320965638313371,norm_eksigi
Sakarya,Adapazarý,211991,,408,9.0,10.0,-0.8588050638744793,dengede,5.0,6.0,-0.7473389605684755,dengede,12.0,13.0,-0.6674236808893088,dengede
Sakarya,Akyazý,71719,,314,5.0,6.0,-1.1312295008314281,dengede,1.0,2.0,-1.3971514536719996,norm_eksigi,8.0,9.0,-0.6915315271562985,dengede
Sakarya,Arifiye,39246,,230,2.0,4.0,-2.1412030251062344,norm_eksigi,1.0,2.0,-0.9128654331173118,dengede,5.0,7.0,-1.7567161098945938,norm_eksigi
Sakarya,Erenler,67248,,395,7.0,7.0,0.34762910974768246,dengede,4.0,3.0,1.1592965557234445,norm_fazlasi,9.0,10.0,-0.5438955441434139,dengede
Sakarya,Ferizli,27649,,244,3.0,4.0,-1.1505231605402457,norm_eksigi,,1.0,,belirsiz,4.0,7.0,-2.673406305288247,norm_eksigi
Sakarya,Geyve,40465,,350,3.0,6.0,-2.6537805481640104,norm_eksigi,1.0,2.0,-0.7768908699663015,dengede,7.0,8.0,-1.4151415502101798,dengede
Sakarya,Hendek,75069,,325,5.0,6.0,-1.163048697390332,dengede,,2.0,,belirsiz,8.0,9.0,-0.8708387692754496,dengede
Sakarya,Karapürçek,8905,,222,3.0,3.0,-0.3428872737398483,dengede,,1.0,,belirsiz,1.0,6.0,-4.8215353064925806,norm_eksigi
Sakarya,Karasu,61036,,366,6.0,7.0,-0.7770248144330942,dengede,2.0,2.0,-0.482827420509941,dengede,7.0,9.0,-2.492315452044082,norm_eksigi
Sakarya,Kaynarca,20766,,249,9.0,5.0,4.142567958133252,norm_fazlasi,1.0,1.0,-0.23952584696355217,dengede,6.0,7.0,-1.0005913891819613,dengede
Sakarya,Kocaali,19434,,303,5.0,5.0,0.33015247517120816,dengede,1.0,1.0,-0.36052189398354884,dengede,7.0,7.0,-0.4270778443785703,dengede
Sakarya,Pamukova,23169,,349,2.0,5.0,-3.0943614352664017,norm_eksigi,1.0,2.0,-0.6426836450203113,dengede,6.0,8.0,-1.926075098375371,norm_eksigi
Sakarya,Sapanca,36910,,217,4.0,4.0,0.20642482801174777,dengede,2.0,2.0,0.23540218101529775,dengede,5.0,6.0,-1.441960504588291,norm_eksigi
Sakarya,Serdivan,129016,,351,6.0,6.0,-0.44697554752124,dengede,3.0,3.0,-0.4497317505135041,dengede,7.0,9.0,-2.4821949523531988,norm_eksigi
Sakarya,Söðütlü,13116,,277,7.0,4.0,2.699790812152628,norm_fazlasi,1.0,1.0,-0.11432927403332549,dengede,5.0,7.0,-1.8303915270376443,norm_eksigi
Sakarya,Taraklý,5757,,306,5.0,4.0,1.0267956248666792,norm_fazlasi,,1.0,,belirsiz,3.0,7.0,-3.584523060355595,norm_eksigi
Samsun,Alaçam,21223,,449,5.0,7.0,-1.9929640812875142,norm_eksigi,,1.0,,belirsiz,9.0,10.0,-0.6234957963678447,dengede
Samsun,Asarcýk,12086,,304,7.0,5.0,2.4877534596397037,norm_fazlasi,,1.0,,belirsiz,7.0,7.0,0.0005765718034886902,dengede
Samsun,Atakum,196026,,338,11.0,7.0,3.5269678049165023,norm_fazlasi,5.0,4.0,0.7959473086906677,dengede,24.0,10.0,13.639773228855486,norm_fazlasi
Samsun,Ayvacýk,15350,,198,4.0,4.0,0.42289301267508295,dengede,,1.0,,belirsiz,6.0,6.0,0.05443845889405985,dengede
Samsun,Bafra,112207,,635,13.0,13.0,0.456679488240713,dengede,2.0,4.0,-1.9884403944881215,norm_eksigi,26.0,15.0,10.711709006507018,norm_fazlasi
Samsun,Canik,78268,,348,8.0,6.0,2.247745372707671,norm_fazlasi,2.0,2.0,-0.3925329751525033,dengede,20.0,9.0,11.332798137354644,norm_fazlasi
Samsun,Çarþamba,119849,,402,13.0,9.0,3.7218453939240828,norm_fazlasi,,3.0,,belirsiz,32.0,12.0,20.319939314070528,norm_fazlasi
Samsun,Havza,30910,,396,7.0,7.0,-0.2625320832510276,dengede,1.0,2.0,-0.5723848087330832,dengede,8.0,10.0,-1.7089616354834671,dengede
Samsun,Ýlkadým,248848,,354,7.0,9.0,-1.5415266164919945,dengede,7.0,6.0,0.9524607624339101,dengede,17.0,12.0,5.280567730045384,norm_fazlasi
Samsun,Kavak,19052,,319,6.0,5.0,1.0472684284315346,norm_fazlasi,,1.0,,belirsiz,14.0,8.0,6.322527053961172,norm_fazlasi
Samsun,Ladik,13493,,334,6.0,5.0,0.8519065787061031,dengede,,1.0,,belirsiz,6.0,8.0,-1.7114723919024195,norm_eksigi
Samsun,Salýpazarý,20364,,318,5.0,5.0,0.07898760015816908,dengede,,1.0,,belirsiz,7.0,8.0,-0.6207977690919115,dengede
Samsun,Tekkeköy,47181,,367,10.0,7.0,3.346143304329363,norm_fazlasi,3.0,2.0,0.8508900670658623,dengede,18.0,9.0,8.84861755705981,norm_fazlasi
Samsun,Terme,59824,,342,6.0,7.0,-0.9844147983703113,dengede,2.0,2.0,-0.12334041007247798,dengede,12.0,9.0,2.5435236960695136,norm_fazlasi
Samsun,Vezirköprü,76716,,469,8.0,9.0,-1.273324172674533,dengede,1.0,3.0,-1.5624812402714063,norm_eksigi,9.0,12.0,-2.7157763934372525,norm_eksigi
Samsun,Yakakent,7304,,311,3.0,4.0,-1.2169287604491705,norm_eksigi,1.0,1.0,-0.0320317758424169,dengede,8.0,7.0,1.1717687516281554,dengede
Siirt,Baykan,9762,,237,2.0,5.0,-3.1954680367608495,norm_eksigi,,1.0,,belirsiz,4.0,7.0,-2.7293247221678145,norm_eksigi
Siirt,Eruh,5931,,272,4.0,4.0,-0.07799303331618823,dengede,,1.0,,belirsiz,4.0,6.0,-2.4216753699727427,norm_eksigi
Siirt,Kurtalan,28151,,309,7.0,6.0,1.0578548112045807,dengede,,1.0,,belirsiz,14.0,8.0,5.525003568693741,norm_fazlasi
Siirt,Pervari,5114,,267,4.0,4.0,-0.3257556470619294,dengede,,1.0,,belirsiz,7.0,6.0,0.5287069898213037,dengede
Siirt,Þirvan,3786,,215,4.0,5.0,-0.9871871379638666,dengede,,0.0,,belirsiz,7.0,6.0,0.8495919283812743,dengede
Siirt,Tillo,1572,,233,4.0,2.0,2.097388552960661,norm_fazlasi,,0.0,,belirsiz,8.0,4.0,3.752610365842786,norm_fazlasi
Sinop,Ayancýk,10095,,332,3.0,4.0,-1.3542653038613146,norm_eksigi,,1.0,,belirsiz,4.0,7.0,-3.1204832699776386,norm_eksigi
Sinop,Boyabat,20679,,446,6.0,7.0,-0.6721132362696469,dengede,1.0,2.0,-0.5119855266006506,dengede,7.0,9.0,-2.385657088408177,norm_eksigi
Sinop,Dikmen,1070,,246,3.0,1.0,1.6801354116935654,norm_fazlasi,,0.0,,belirsiz,2.0,4.0,-1.5355306867804828,norm_eksigi
Sinop,Duraðan,5530,,410,4.0,5.0,-0.8734254775958039,dengede,,1.0,,belirsiz,2.0,8.0,-5.684087408042785,norm_eksigi
Sinop,Erfelek,3179,,330,3.0,4.0,-1.0300862008155907,norm_eksigi,,0.0,,belirsiz,2.0,6.0,-4.393463758342022,norm_eksigi
Sinop,Gerze,16367,,459,6.0,6.0,0.02586189444837217,dengede,3.0,1.0,1.570294329284935,norm_fazlasi,5.0,9.0,-3.999910972133538,norm_eksigi
Sinop,Saraydüzü,985,,244,1.0,1.0,0.013515578900676672,dengede,,0.0,,belirsiz,5.0,3.0,1.842163401838416,norm_fazlasi
Sinop,Türkeli,5321,,323,3.0,4.0,-0.8378877221524195,dengede,,1.0,,belirsiz,2.0,7.0,-4.5164662627559125,norm_eksigi
Sivas,Akýncýlar,1956,,295,1.0,3.0,-1.8234714550448348,norm_eksigi,,0.0,,belirsiz,2.0,5.0,-3.289218525321381,norm_eksigi
Sivas,Altýnyayla,3600,,312,4.0,5.0,-0.6738609245586575,dengede,,0.0,,belirsiz,6.0,7.0,-0.9293812215982253,dengede
Sivas,Divriði,8464,,333,4.0,5.0,-0.9921170804746051,dengede,,1.0,,belirsiz,4.0,7.0,-3.4050675822298704,norm_eksigi
Sivas,Doðanþar,1042,,160,1.0,1.0,-0.15533143930948512,dengede,,0.0,,belirsiz,1.0,3.0,-2.2770354654301013,norm_eksigi
Sivas,Gemerek,11033,,357,7.0,7.0,0.23506977030234655,dengede,,1.0,,belirsiz,7.0,9.0,-1.945893491294937,norm_eksigi
Sivas,Gölova,1209,,237,2.0,2.0,0.39384946487056194,dengede,,0.0,,belirsiz,1.0,4.0,-2.822219763695804,norm_eksigi
Sivas,Gürün,7780,,361,4.0,7.0,-2.897545095966785,norm_eksigi,1.0,1.0,0.04627793755664822,dengede,12.0,9.0,2.96978731936904,norm_fazlasi
Sivas,Hafik,2684,,353,4.0,5.0,-1.0529836806045232,norm_eksigi,,0.0,,belirsiz,7.0,7.0,-0.42029715880694507,dengede
Sivas,Ýmranlý,2368,,281,3.0,3.0,-0.0025159352717198935,dengede,,0.0,,belirsiz,5.0,5.0,-0.40586016905358324,dengede
Sivas,Kangal,6541,,327,2.0,9.0,-7.162502767333482,norm_eksigi,,1.0,,belirsiz,2.0,11.0,-8.828901382985638,norm_eksigi
Sivas,Koyulhisar,3021,,339,1.0,4.0,-2.8590958790660514,norm_eksigi,,0.0,,belirsiz,3.0,6.0,-3.372369635619979,norm_eksigi
Sivas,Suþehri,11772,,384,5.0,6.0,-1.078903415393766,dengede,,1.0,,belirsiz,4.0,9.0,-4.571770141390241,norm_eksigi
Sivas,Þarkýþla,18925,,383,6.0,9.0,-2.7431644458039948,norm_eksigi,,1.0,,belirsiz,8.0,11.0,-2.855270953870738,norm_eksigi
Sivas,Ulaþ,2408,,333,3.0,5.0,-1.6976689065863013,norm_eksigi,,0.0,,belirsiz,10.0,7.0,2.9412609580504787,norm_fazlasi
Sivas,Yýldýzeli,6274,,379,7.0,8.0,-0.8968886327125034,dengede,1.0,1.0,0.10945693853000504,dengede,7.0,10.0,-3.0824354294868,norm_eksigi
Sivas,Zara,8777,,305,1.0,6.0,-4.808503325944384,norm_eksigi,,1.0,,belirsiz,4.0,8.0,-3.9310498158836786,norm_eksigi
Þanlýurfa,Akçakale,63842,,319,9.0,11.0,-1.8047948882589857,dengede,1.0,1.0,-0.3477378575960932,dengede,5.0,11.0,-6.39448047441053,norm_eksigi
Þanlýurfa,Birecik,49905,,315,10.0,8.0,2.381343955883321,norm_fazlasi,2.0,2.0,-0.336427693681256,dengede,13.0,10.0,2.827669081339476,norm_fazlasi
Þanlýurfa,Bozova,36734,,385,6.0,7.0,-1.2511113424543172,dengede,1.0,2.0,-0.5779736006212575,dengede,15.0,10.0,4.871840529535303,norm_fazlasi
Þanlýurfa,Ceylanpýnar,52834,,390,7.0,12.0,-4.729445338627105,norm_eksigi,,2.0,,belirsiz,8.0,13.0,-5.195245482327271,norm_eksigi
Þanlýurfa,Eyyübiye,215176,,356,18.0,11.0,7.423387584828795,norm_fazlasi,5.0,5.0,0.11722069432385851,dengede,25.0,13.0,12.129807670395682,norm_fazlasi
Þanlýurfa,Halfeti,32353,,225,7.0,5.0,1.97668772956556,norm_fazlasi,1.0,1.0,-0.2778446954267846,dengede,11.0,7.0,3.688936894831027,norm_fazlasi
Þanlýurfa,Haliliye,231420,,403,18.0,12.0,5.7302539741327685,norm_fazlasi,5.0,5.0,-0.28176761929081096,dengede,29.0,15.0,14.45804999123068,norm_fazlasi
Þanlýurfa,Harran,45369,,329,6.0,7.0,-0.5633969741561113,dengede,1.0,1.0,-0.42124114300178905,dengede,13.0,9.0,3.785839679338048,norm_fazlasi
Þanlýurfa,Hilvan,25564,,409,12.0,8.0,3.6646383995221257,norm_fazlasi,1.0,1.0,-0.4276853082609624,dengede,16.0,11.0,5.081067371487034,norm_fazlasi
Þanlýurfa,Karaköprü,179968,,370,13.0,9.0,4.197270170249862,norm_fazlasi,5.0,4.0,1.2668696400302233,norm_fazlasi,29.0,12.0,17.206967357439076,norm_fazlasi
Þanlýurfa,Siverek,157403,,440,20.0,17.0,3.189373669198414,dengede,1.0,3.0,-1.7975636688059256,norm_eksigi,21.0,17.0,3.529578956240652,norm_fazlasi
Þanlýurfa,Suruç,62818,,357,11.0,7.0,4.138068874035547,norm_fazlasi,,2.0,,belirsiz,12.0,10.0,2.157907046908985,norm_fazlasi
Þanlýurfa,Viranþehir,116656,,344,8.0,10.0,-1.7326897031061872,dengede,1.0,2.0,-1.4626254964579752,norm_eksigi,14.0,12.0,2.1674014571671307,dengede
Þýrnak,Beytüþþebap,4509,,224,3.0,4.0,-0.9048977460084595,dengede,,0.0,,belirsiz,4.0,6.0,-1.8300044622681275,norm_eksigi
Þýrnak,Cizre,87039,,295,9.0,8.0,0.6483185152372037,dengede,1.0,2.0,-1.0573183348021526,norm_eksigi,17.0,9.0,7.584829564558575,norm_fazlasi
Þýrnak,Güçlükonak,4876,,204,2.0,4.0,-2.435118634531304,norm_eksigi,,0.0,,belirsiz,4.0,6.0,-1.9125653493696104,norm_eksigi
Þýrnak,Ýdil,20180,,320,8.0,11.0,-2.61058947937698,norm_eksigi,,1.0,,belirsiz,13.0,11.0,2.004277746800369,dengede
Þýrnak,Silopi,75371,,270,8.0,6.0,2.266976423248571,norm_fazlasi,1.0,2.0,-1.2988805979058768,norm_eksigi,12.0,8.0,3.624394550828079,norm_fazlasi
Þýrnak,Uludere,19898,,248,5.0,4.0,0.6033746207792428,dengede,,1.0,,belirsiz,2.0,7.0,-4.6827080569835235,norm_eksigi
