il_adi,ilce_adi,nufus_18plus,yuzolcum,toplam_hayvan_2024,veteriner_hekim,veteriner_tahmini_norm_yuvarlak,veteriner_norm_farki,veteriner_durumu,gida_muhendisi,gida_tahmini_norm_yuvarlak,gida_norm_farki,gida_durumu,ziraat_muhendisi,ziraat_tahmini_norm_yuvarlak,ziraat_norm_farki,ziraat_durumu
Erzurum,Uzundere,6262,,324,2.0,4.0,-2.0159365963712457,norm_eksigi,,1.0,,belirsiz,2.0,7.0,-4.690077429088566,norm_eksigi
Erzurum,Yakutiye,139895,,261,11.0,9.0,1.9434567909059481,norm_fazlasi,5.0,6.0,-0.5813240291087283,dengede,17.0,11.0,5.878499946399414,norm_fazlasi
Eskiþehir,Alpu,8055,,543,6.0,7.0,-1.3789336864493391,dengede,,1.0,,belirsiz,10.0,10.0,-0.3429643431107561,dengede
Eskiþehir,Beylikova,4501,,479,5.0,9.0,-4.452503234572074,norm_eksigi,,0.0,,belirsiz,4.0,10.0,-6.4142114357496265,norm_eksigi
Eskiþehir,Çifteler,11580,,499,6.0,8.0,-2.2529227384818142,norm_eksigi,,1.0,,belirsiz,9.0,11.0,-1.8395238910334708,dengede
Eskiþehir,Günyüzü,5122,,448,3.0,5.0,-2.3441818800506606,norm_eksigi,,0.0,,belirsiz,5.0,8.0,-3.2510390383368666,norm_eksigi
Eskiþehir,Han,1775,,319,2.0,2.0,-0.4920484099822158,dengede,,0.0,,belirsiz,4.0,5.0,-0.9828489515429499,dengede
Eskiþehir,Ýnönü,5061,,469,3.0,5.0,-2.2196279673690045,norm_eksigi,,1.0,,belirsiz,8.0,8.0,-0.16275400365150539,dengede
Eskiþehir,Mahmudiye,6549,,511,5.0,7.0,-2.0983672790224137,norm_eksigi,,1.0,,belirsiz,5.0,10.0,-4.856187314660566,norm_eksigi
Eskiþehir,Mihalgazi,2561,,351,2.0,3.0,-1.0315933834642665,norm_eksigi,,0.0,,belirsiz,2.0,6.0,-3.6999058728587526,norm_eksigi
Eskiþehir,Mihalýççýk,7074,,579,3.0,7.0,-4.150789577924367,norm_eksigi,,1.0,,belirsiz,4.0,10.0,-6.306948811646585,norm_eksigi
Eskiþehir,Odunpazarý,335223,,563,14.0,13.0,1.240998329731692,dengede,8.0,7.0,1.4719576700847465,norm_fazlasi,18.0,16.0,1.9970631003005224,dengede
Eskiþehir,Sarýcakaya,3964,,517,4.0,5.0,-0.7973100907093684,dengede,,0.0,,belirsiz,4.0,8.0,-3.858581092465908,norm_eksigi
Eskiþehir,Seyitgazi,11051,,541,6.0,8.0,-2.165611937700165,norm_eksigi,1.0,1.0,-0.08180896723926567,dengede,10.0,11.0,-1.050175491309206,dengede
Eskiþehir,Sivrihisar,15965,,581,11.0,12.0,-0.8928720689775531,dengede,1.0,1.0,-0.42920524621391,dengede,12.0,14.0,-2.4055047784966117,dengede
Eskiþehir,Tepebaþý,315388,,691,19.0,14.0,5.156233182563991,norm_fazlasi,7.0,6.0,0.5545838790936042,dengede,22.0,17.0,4.600120179030181,norm_fazlasi
Gaziantep,Araban,23963,,384,5.0,6.0,-1.1556080643731166,dengede,,1.0,,belirsiz,3.0,9.0,-5.84558419480177,norm_eksigi
Gaziantep,Ýslahiye,48382,,408,6.0,7.0,-0.8523539883132933,dengede,,2.0,,belirsiz,7.0,10.0,-2.5750570050671104,norm_eksigi
Gaziantep,Karkamýþ,7138,,273,6.0,4.0,1.7386678250489513,norm_fazlasi,,1.0,,belirsiz,8.0,7.0,1.176952066414473,dengede
Gaziantep,Nizip,93634,,356,11.0,10.0,0.9900764664976958,dengede,4.0,4.0,0.3295785461854992,dengede,17.0,12.0,4.941816512131197,norm_fazlasi
Gaziantep,Nurdaðý,27228,,396,8.0,7.0,1.0466319998235472,dengede,,1.0,,belirsiz,10.0,9.0,0.7558942900345524,dengede
Gaziantep,Oðuzeli,26218,,376,8.0,8.0,-0.2707268986633373,dengede,1.0,2.0,-0.6621818646369964,dengede,16.0,10.0,5.736386318965867,norm_fazlasi
Gaziantep,Þahinbey,591511,,389,14.0,16.0,-1.5058936217199914,dengede,10.0,11.0,-0.9384985121013152,dengede,25.0,18.0,6.651667173625146,norm_fazlasi
Gaziantep,Þehitkamil,537935,,275,16.0,15.0,0.7228051636198316,dengede,10.0,12.0,-2.190285539565224,dengede,23.0,18.0,5.137625477037904,norm_fazlasi
Gaziantep,Yavuzeli,15394,,289,8.0,5.0,2.955709412582908,norm_fazlasi,,1.0,,belirsiz,8.0,7.0,0.6119688786383346,dengede
Giresun,Alucra,2908,,218,3.0,3.0,0.1523261353274976,dengede,,0.0,,belirsiz,5.0,5.0,-0.1497948958888129,dengede
Giresun,Bulancak,42300,,302,9.0,6.0,3.362328973863452,norm_fazlasi,3.0,2.0,1.3286472917681036,norm_fazlasi,14.0,8.0,5.950797271255583,norm_fazlasi
Giresun,Çamoluk,2432,,217,2.0,2.0,-0.4433645056404405,dengede,,0.0,,belirsiz,2.0,5.0,-2.8083182389364625,norm_eksigi
Giresun,Çanakçý,1462,,173,2.0,2.0,0.23853712764959933,dengede,,0.0,,belirsiz,3.0,4.0,-0.9642969422616288,dengede
Giresun,Dereli,7880,,185,1.0,4.0,-3.2518341490673137,norm_eksigi,2.0,1.0,0.9641915757145667,dengede,5.0,6.0,-1.0344128736634453,dengede
Giresun,Doðankent,3500,,219,2.0,3.0,-0.6520114513032484,dengede,,0.0,,belirsiz,1.0,5.0,-4.1180256948663905,norm_eksigi
Giresun,Espiye,22693,,222,4.0,4.0,0.13841455687865478,dengede,,1.0,,belirsiz,7.0,6.0,0.6549672046875692,dengede
Giresun,Eynesil,8050,,193,3.0,3.0,-0.0033964848094112376,dengede,,1.0,,belirsiz,2.0,5.0,-3.460188028338555,norm_eksigi
Giresun,Görele,15843,,251,4.0,4.0,-0.10732162965728875,dengede,1.0,1.0,-0.32089038792510927,dengede,9.0,7.0,2.3206887085075607,norm_fazlasi
Giresun,Güce,3996,,186,1.0,3.0,-1.6306058843327476,norm_eksigi,,1.0,,belirsiz,3.0,5.0,-2.0181626687476033,norm_eksigi
Giresun,Keþap,7821,,258,4.0,4.0,0.08176429082139958,dengede,,1.0,,belirsiz,8.0,6.0,1.5733008895740284,norm_fazlasi
Giresun,Piraziz,6693,,284,3.0,4.0,-0.8661691770394109,dengede,1.0,1.0,0.14364557543144718,dengede,6.0,6.0,-0.4797757173767794,dengede
Giresun,Þebinkarahisar,8437,,308,5.0,6.0,-0.8782499479044423,dengede,1.0,1.0,0.03302925679997992,dengede,5.0,8.0,-2.776898324704563,norm_eksigi
Giresun,Tirebolu,14960,,265,3.0,4.0,-1.4736806621127956,norm_eksigi,1.0,1.0,-0.46732286335592255,dengede,10.0,7.0,2.9050949553557377,norm_fazlasi
Giresun,Yaðlýdere,7146,,195,1.0,3.0,-2.056028646175622,norm_eksigi,,1.0,,belirsiz,4.0,5.0,-1.4949557977211114,norm_eksigi
Gümüþhane,Kelkit,25419,,362,7.0,7.0,0.052412743288375196,dengede,1.0,1.0,-0.466590440332199,dengede,7.0,9.0,-2.345481617945902,norm_eksigi
Gümüþhane,Köse,3052,,253,3.0,3.0,-0.2827863531484027,dengede,,0.0,,belirsiz,4.0,6.0,-1.7047179775429946,norm_eksigi
Gümüþhane,Kürtün,5986,,281,3.0,4.0,-0.6012341980458156,dengede,,1.0,,belirsiz,5.0,6.0,-1.1796674525591984,dengede
Gümüþhane,Þiran,10997,,350,2.0,6.0,-3.6184482387627552,norm_eksigi,1.0,1.0,-0.04397875796885309,dengede,5.0,8.0,-3.0831692322877267,norm_eksigi
Gümüþhane,Torul,4147,,287,4.0,4.0,0.3912371043521512,dengede,,1.0,,belirsiz,5.0,6.0,-1.1011739619939007,dengede
Hakkari,Çukurca,7194,,298,4.0,4.0,0.08360081458870194,dengede,,1.0,,belirsiz,3.0,6.0,-3.47823448166318,norm_eksigi
Hakkari,Derecik,7514,,308,3.0,5.0,-2.1969669132951193,norm_eksigi,,1.0,,belirsiz,3.0,7.0,-4.118477215309158,norm_eksigi
Hakkari,Þemdinli,11784,,329,4.0,5.0,-1.3328653716966947,norm_eksigi,,1.0,,belirsiz,5.0,8.0,-2.6577862925583915,norm_eksigi
Hakkari,Yüksekova,62331,,343,6.0,9.0,-2.8372418484268813,norm_eksigi,1.0,2.0,-0.8392706312358353,dengede,9.0,10.0,-1.1627907832929232,dengede
Hatay,Altýnözü,40551,,454,3.0,7.0,-3.6750329197296407,norm_eksigi,1.0,2.0,-0.7864699777445052,dengede,6.0,10.0,-3.8512182351845325,norm_eksigi
Hatay,Antakya,199335,,679,16.0,13.0,3.141569869145176,norm_fazlasi,5.0,4.0,0.7061071215426598,dengede,17.0,16.0,1.4846478769306088,dengede
Hatay,Arsuz,83281,,453,11.0,8.0,3.4125431824406602,norm_fazlasi,2.0,3.0,-1.1897192704875947,norm_eksigi,11.0,11.0,0.2774676096934172,dengede
Hatay,Belen,25862,,452,4.0,6.0,-1.8589524447728545,norm_eksigi,1.0,2.0,-0.6440275589370119,dengede,7.0,9.0,-1.934156152346814,norm_eksigi
Hatay,Defne,94333,,416,12.0,7.0,5.475527619387365,norm_fazlasi,2.0,3.0,-0.7001341156131407,dengede,9.0,10.0,-0.5941797423463928,dengede
Hatay,Dörtyol,86450,,321,7.0,6.0,0.7852609501769576,dengede,2.0,3.0,-1.1849587020476338,norm_eksigi,17.0,9.0,7.918528314400108,norm_fazlasi
Hatay,Erzin,30085,,410,8.0,6.0,2.166126835548594,norm_fazlasi,1.0,2.0,-0.6820578636402239,dengede,18.0,9.0,9.157889919703527,norm_fazlasi
Hatay,Hassa,39518,,435,5.0,6.0,-1.3423753400266403,norm_eksigi,1.0,2.0,-0.6376428467932649,dengede,9.0,9.0,-0.24286772794610556,dengede
Hatay,Ýskenderun,176946,,314,9.0,6.0,2.6150039633794178,norm_fazlasi,6.0,4.0,2.0445972123127865,norm_fazlasi,14.0,9.0,4.534455924418181,norm_fazlasi
Hatay,Kýrýkhan,70798,,470,8.0,8.0,0.059609839865997216,dengede,1.0,2.0,-1.103795717845086,norm_eksigi,11.0,11.0,0.18914157664087128,dengede
Hatay,Kumlu,10587,,324,4.0,4.0,-0.4212267576991975,dengede,,1.0,,belirsiz,6.0,7.0,-1.1185489247401286,dengede
Hatay,Payas,28941,,161,5.0,3.0,1.9695371271767295,norm_fazlasi,2.0,1.0,0.7485314385139024,dengede,6.0,5.0,0.5180176555125069,dengede
Hatay,Reyhanlý,67603,,504,6.0,8.0,-1.9057484858158737,norm_eksigi,,2.0,,belirsiz,9.0,11.0,-1.9400020729459122,dengede
Hatay,Samandað,83480,,434,15.0,7.0,7.771771192349672,norm_fazlasi,2.0,3.0,-0.9802509643773099,dengede,8.0,10.0,-2.2114015607655713,norm_eksigi
Hatay,Yayladaðý,28459,,478,7.0,7.0,0.2255172533531642,dengede,1.0,2.0,-0.7456576052749417,dengede,8.0,10.0,-1.7423714331158617,dengede
Iðdýr,Aralýk,3984,,242,7.0,7.0,0.31787181931450004,dengede,,0.0,,belirsiz,8.0,8.0,0.38574299991548244,dengede
Iðdýr,Karakoyunlu,1934,,239,10.0,5.0,4.912045944774438,norm_fazlasi,,0.0,,belirsiz,7.0,6.0,0.7438041585061352,dengede
Iðdýr,Tuzluca,6543,,262,11.0,7.0,3.9143166765013833,norm_fazlasi,,1.0,,belirsiz,12.0,8.0,4.014179552954033,norm_fazlasi
Isparta,Aksu,1697,,294,4.0,3.0,1.4803735728147376,norm_fazlasi,,0.0,,belirsiz,4.0,5.0,-0.8594941560637972,dengede
Isparta,Atabey,3768,,400,4.0,4.0,-0.12933906863513123,dengede,,0.0,,belirsiz,7.0,7.0,0.09359206212920768,dengede
Isparta,Eðirdir,14303,,348,9.0,6.0,3.230072600828052,norm_fazlasi,2.0,2.0,0.2875849634444849,dengede,17.0,8.0,8.736644629767795,norm_fazlasi
Isparta,Gelendost,4853,,415,3.0,6.0,-2.733101852948389,norm_eksigi,,1.0,,belirsiz,6.0,8.0,-2.1528326199457677,norm_eksigi
Isparta,Gönen,4238,,379,7.0,4.0,2.58990612951027,norm_fazlasi,,1.0,,belirsiz,8.0,7.0,0.858985033614097,dengede
Isparta,Keçiborlu,7437,,436,10.0,5.0,4.518701143813483,norm_fazlasi,,1.0,,belirsiz,11.0,8.0,2.6503815452865123,norm_fazlasi
Isparta,Senirkent,6365,,309,2.0,5.0,-2.690037849301021,norm_eksigi,1.0,1.0,0.19967759545032582,dengede,4.0,7.0,-3.0284180877073483,norm_eksigi
Isparta,Sütçüler,1769,,403,2.0,3.0,-1.3972658357552534,norm_eksigi,,0.0,,belirsiz,2.0,6.0,-3.749479585766662,norm_eksigi
Isparta,Þarkikaraaðaç,11786,,419,8.0,7.0,1.3632244912893148,norm_fazlasi,,1.0,,belirsiz,10.0,9.0,0.884733897828017,dengede
Isparta,Uluborlu,4541,,349,4.0,4.0,-0.04461070327224981,dengede,,1.0,,belirsiz,4.0,7.0,-2.6840178130467454,norm_eksigi
Isparta,Yalvaç,18296,,503,11.0,10.0,1.2255857693029721,dengede,1.0,2.0,-0.8238026573905946,dengede,8.0,12.0,-3.9511482477375495,norm_eksigi
Isparta,Yeniþarbademli,1727,,297,3.0,2.0,0.8363989468662947,dengede,,0.0,,belirsiz,4.0,5.0,-0.6238065867668379,dengede
Ýstanbul,Adalar,14954,,78,2.0,2.0,-0.2764464818410577,dengede,3.0,1.0,1.5394652329431167,norm_fazlasi,5.0,5.0,0.34784313538529776,dengede
Ýstanbul,Arnavutköy,236037,,432,4.0,8.0,-4.453989221453899,norm_eksigi,3.0,4.0,-1.405123874533042,norm_eksigi,10.0,12.0,-1.5871440259967873,dengede
Ýstanbul,Ataþehir,329086,,73,6.0,6.0,0.17458894818959347,dengede,8.0,7.0,1.2323128881312968,dengede,9.0,10.0,-0.6157699290348511,dengede
Ýstanbul,Avcýlar,336549,,114,7.0,6.0,0.6608928260449094,dengede,5.0,7.0,-1.513159167796422,norm_eksigi,10.0,10.0,0.34330516062058614,dengede
Ýstanbul,Baðcýlar,519923,,75,6.0,8.0,-2.3686316372857146,norm_eksigi,6.0,11.0,-4.564816989888239,norm_eksigi,6.0,13.0,-7.125132828640734,norm_eksigi
Ýstanbul,Bahçelievler,433760,,74,4.0,7.0,-2.823336296218116,norm_eksigi,7.0,8.0,-1.4218582915819962,dengede,11.0,11.0,-0.08022110852713737,dengede
Ýstanbul,Bakýrköy,181229,,74,5.0,5.0,0.2813534863695395,dengede,9.0,5.0,3.6610338360489143,norm_fazlasi,8.0,8.0,-0.14631679591962943,dengede
Ýstanbul,Baþakþehir,363654,,148,7.0,8.0,-1.247828730093735,dengede,11.0,8.0,2.57823952579232,norm_fazlasi,18.0,12.0,6.429935214525269,norm_fazlasi
Ýstanbul,Bayrampaþa,211291,,73,4.0,5.0,-0.8812390619755863,dengede,7.0,6.0,1.4396425823531231,norm_fazlasi,5.0,8.0,-3.385293216053448,norm_eksigi
Ýstanbul,Beþiktaþ,144491,,74,7.0,5.0,2.439493032524889,norm_fazlasi,7.0,5.0,1.9225829139062451,norm_fazlasi,9.0,8.0,1.1139756437759267,dengede
Ýstanbul,Beykoz,197121,,324,5.0,7.0,-1.997591576071275,norm_eksigi,6.0,4.0,1.7974520084958083,norm_fazlasi,8.0,10.0,-1.93564033672647,dengede
Ýstanbul,Beylikdüzü,309084,,154,4.0,7.0,-2.8705636604335734,norm_eksigi,7.0,7.0,0.38990770206232206,dengede,6.0,10.0,-4.088215882785056,norm_eksigi
Ýstanbul,Beyoðlu,174124,,72,5.0,5.0,0.4936874847890138,dengede,2.0,5.0,-2.9983616181135453,norm_eksigi,7.0,8.0,-0.847852119452841,dengede
Ýstanbul,Büyükçekmece,213417,,209,7.0,6.0,1.0944735920646789,dengede,7.0,4.0,2.7011134317443855,norm_fazlasi,16.0,9.0,7.20419004127605,norm_fazlasi
Ýstanbul,Çatalca,62203,,373,9.0,9.0,0.012678379350095526,dengede,4.0,3.0,1.216474795402943,norm_fazlasi,17.0,11.0,6.075438324639837,norm_fazlasi
Ýstanbul,Çekmeköy,227296,,181,5.0,5.0,-0.3286584321581909,dengede,9.0,4.0,5.018458488259062,norm_fazlasi,11.0,8.0,2.7996075414628994,norm_fazlasi
Ýstanbul,Esenler,313415,,72,5.0,4.0,0.6279514987660537,dengede,5.0,5.0,0.43978900062419335,dengede,6.0,8.0,-1.676357396573029,norm_eksigi
Ýstanbul,Esenyurt,656387,,82,9.0,9.0,-0.25800855863313643,dengede,6.0,7.0,-1.2823815597619426,dengede,12.0,14.0,-1.9856820382468534,dengede
Ýstanbul,Eyüpsultan,325684,,187,5.0,8.0,-3.2009532595257255,norm_eksigi,9.0,7.0,1.962523322611906,norm_fazlasi,8.0,11.0,-2.991395825764185,norm_eksigi
Ýstanbul,Fatih,272378,,76,7.0,7.0,0.318107354104491,dengede,6.0,8.0,-2.4098440198602766,norm_eksigi,9.0,11.0,-1.8396802552181732,dengede
Ýstanbul,Gaziosmanpaþa,363338,,72,5.0,5.0,-0.3876294579697426,dengede,5.0,6.0,-1.254637248340062,norm_eksigi,8.0,9.0,-1.1343423611681231,dengede
Ýstanbul,Güngören,207907,,73,4.0,4.0,-0.2409776598491753,dengede,3.0,4.0,-1.3874473238383809,norm_eksigi,7.0,7.0,-0.42244591439873513,dengede
Ýstanbul,Kadýköy,401155,,73,8.0,8.0,0.398039603871462,dengede,12.0,9.0,2.6161273800563976,norm_fazlasi,9.0,12.0,-2.958854738689009,norm_eksigi
Ýstanbul,Kaðýthane,352753,,72,6.0,6.0,-0.06308334880213717,dengede,8.0,7.0,1.171427904762255,dengede,5.0,10.0,-4.777990619538894,norm_eksigi
Ýstanbul,Kartal,376998,,121,9.0,7.0,2.1739514786533283,norm_fazlasi,10.0,7.0,2.8183766735864566,norm_fazlasi,10.0,10.0,-0.2724530984375271,dengede
Ýstanbul,Küçükçekmece,594438,,74,6.0,8.0,-1.741694444270471,norm_eksigi,7.0,9.0,-2.467266354895507,norm_eksigi,10.0,12.0,-2.2697155009892462,dengede
Ýstanbul,Maltepe,429429,,98,8.0,7.0,1.146088036879438,dengede,9.0,7.0,1.5468273466228126,norm_fazlasi,10.0,10.0,-0.45811054752506664,dengede
Ýstanbul,Pendik,561758,,199,6.0,9.0,-2.8643833848756426,norm_eksigi,10.0,8.0,1.5972326916644235,dengede,13.0,12.0,0.602204152532023,dengede
Ýstanbul,Sancaktepe,357302,,139,6.0,6.0,-0.030088021070417525,dengede,5.0,5.0,-0.41105872486595274,dengede,8.0,9.0,-1.1571801061160887,dengede
Ýstanbul,Sarýyer,280383,,234,6.0,8.0,-1.5951655959518547,norm_eksigi,8.0,6.0,1.8419796881549573,norm_fazlasi,11.0,11.0,0.372059560200519,dengede
Ýstanbul,Silivri,184427,,522,6.0,10.0,-4.0982929894564855,norm_eksigi,5.0,4.0,0.687353697179085,dengede,20.0,13.0,6.738511347308197,norm_fazlasi
Ýstanbul,Sultanbeyli,252804,,73,6.0,5.0,1.4472774888688704,norm_fazlasi,7.0,5.0,2.2777351060657685,norm_fazlasi,8.0,8.0,0.198929475799261,dengede
Ýstanbul,Sultangazi,377603,,74,4.0,5.0,-1.3701848780023562,norm_eksigi,5.0,6.0,-1.0590886884109478,dengede,4.0,9.0,-5.037768811278799,norm_eksigi
Ýstanbul,Þile,43922,,348,5.0,6.0,-0.8935416067389754,dengede,3.0,2.0,0.5281558430657092,dengede,9.0,9.0,0.37480997906472524,dengede
Ýstanbul,Þiþli,222918,,77,5.0,5.0,-0.3913161915142567,dengede,6.0,6.0,-0.21989226185157928,dengede,6.0,9.0,-2.9767295073023377,norm_eksigi
Ýstanbul,Tuzla,225478,,249,8.0,6.0,1.5023246000227788,norm_fazlasi,6.0,5.0,1.2215138059750252,norm_fazlasi,12.0,10.0,2.4994254444751043,norm_fazlasi
Ýstanbul,Ümraniye,557436,,79,7.0,7.0,-0.3695441024179811,dengede,8.0,9.0,-0.9483519867246688,dengede,7.0,12.0,-4.699557465590361,norm_eksigi
Ýstanbul,Üsküdar,417788,,72,8.0,7.0,0.7613713232792438,dengede,11.0,9.0,2.265842193353052,norm_fazlasi,7.0,12.0,-4.558770384802692,norm_eksigi
Ýstanbul,Zeytinburnu,212093,,73,6.0,5.0,1.348950807403364,norm_fazlasi,7.0,5.0,1.8435086586896237,norm_fazlasi,7.0,8.0,-1.0347575875872863,dengede
Ýzmir,Aliaða,78209,,297,6.0,6.0,-0.07602084109475271,dengede,7.0,3.0,4.214950055923458,norm_fazlasi,15.0,9.0,6.4080998294042555,norm_fazlasi
Ýzmir,Balçova,65168,,210,5.0,5.0,0.42977542669347457,dengede,6.0,3.0,3.118903209440761,norm_fazlasi,12.0,7.0,4.738766415365369,norm_fazlasi
Ýzmir,Bayýndýr,32048,,439,14.0,9.0,4.639020063648982,norm_fazlasi,1.0,2.0,-1.2587852828680903,norm_eksigi,12.0,11.0,0.8439368950484933,dengede
Ýzmir,Bayraklý,236948,,134,6.0,6.0,0.39955235609967144,dengede,7.0,5.0,1.748833164010133,norm_fazlasi,12.0,9.0,3.352756504243775,norm_fazlasi
Ýzmir,Bergama,86963,,529,19.0,12.0,7.013172929125387,norm_fazlasi,4.0,4.0,0.4053201342079489,dengede,15.0,14.0,1.220557731597978,dengede
Ýzmir,Beydað,9744,,365,7.0,5.0,1.838260638667081,norm_fazlasi,2.0,1.0,0.8511625485956467,dengede,6.0,8.0,-1.7297642305805603,norm_eksigi
Ýzmir,Bornova,356330,,273,10.0,11.0,-1.0351019957902459,dengede,10.0,10.0,-0.48274496628260977,dengede,18.0,14.0,3.7039825473576844,norm_fazlasi
Ýzmir,Buca,409366,,326,10.0,11.0,-1.02122522894566,dengede,9.0,10.0,-0.7859940108143881,dengede,14.0,14.0,-0.4320132670071146,dengede
Ýzmir,Çeþme,41953,,336,5.0,6.0,-0.6671975852460017,dengede,2.0,3.0,-0.8457176691413011,dengede,8.0,9.0,-0.5329738253392655,dengede
Ýzmir,Çiðli,172843,,234,9.0,6.0,2.9551705991906765,norm_fazlasi,7.0,4.0,2.570459251835972,norm_fazlasi,17.0,9.0,8.05189681845248,norm_fazlasi
Ýzmir,Dikili,39212,,433,7.0,7.0,-0.32848314584526417,dengede,3.0,3.0,0.3329978731420784,dengede,8.0,10.0,-2.036371306911162,norm_eksigi
Ýzmir,Foça,30822,,405,7.0,6.0,0.8940206479423072,dengede,2.0,2.0,-0.21087601436324288,dengede,12.0,9.0,3.0446047161472283,norm_fazlasi
Ýzmir,Gaziemir,106340,,238,5.0,5.0,-0.48570662492636174,dengede,3.0,4.0,-0.5891808790062041,dengede,13.0,8.0,4.758823333566404,norm_fazlasi
Ýzmir,Güzelbahçe,30683,,279,5.0,5.0,0.4802886907619035,dengede,2.0,2.0,0.14860903236368106,dengede,11.0,7.0,3.802644431093012,norm_fazlasi
Ýzmir,Karabaðlar,370990,,158,7.0,8.0,-0.921244766896514,dengede,8.0,8.0,-0.053820653558123155,dengede,9.0,11.0,-2.2983061764258395,norm_eksigi
Ýzmir,Karaburun,6065,,253,3.0,4.0,-0.8217344597490679,dengede,3.0,1.0,1.7744012310464523,norm_fazlasi,5.0,6.0,-1.2350297662158525,dengede
Ýzmir,Karþýyaka,283320,,161,7.0,7.0,-0.3588291648522075,dengede,7.0,7.0,-0.20488439595854846,dengede,12.0,11.0,1.476817020425507,dengede
Ýzmir,Kemalpaþa,83712,,386,17.0,8.0,9.131247558190983,norm_fazlasi,2.0,3.0,-1.1631085257245495,norm_eksigi,23.0,10.0,12.573329422686676,norm_fazlasi
Ýzmir,Kýnýk,20806,,404,8.0,14.0,-6.066619135755683,norm_eksigi,2.0,2.0,0.41667442647637465,dengede,7.0,13.0,-5.823952583035528,norm_eksigi
Ýzmir,Kiraz,26772,,351,16.0,9.0,7.367041473686072,norm_fazlasi,1.0,2.0,-0.8471234711942739,dengede,10.0,10.0,0.10678071266782929,dengede
Ýzmir,Konak,263432,,75,6.0,8.0,-1.6044439338872714,norm_eksigi,11.0,10.0,1.04540574378872,dengede,13.0,12.0,0.8790638342630501,dengede
Ýzmir,Menderes,86673,,501,11.0,9.0,2.1576661059544193,norm_fazlasi,3.0,3.0,-0.43413437411694566,dengede,18.0,12.0,6.247800544336222,norm_fazlasi
Ýzmir,Menemen,157792,,509,12.0,10.0,1.931970301498545,dengede,4.0,5.0,-0.7231953294826701,dengede,23.0,13.0,9.995942518923355,norm_fazlasi
Ýzmir,Narlýdere,51385,,109,5.0,3.0,2.2116485232754814,norm_fazlasi,2.0,2.0,0.33021309662147114,dengede,6.0,5.0,0.7294402390032264,dengede
Ýzmir,Ödemiþ,101782,,402,19.0,14.0,4.834989256406484,norm_fazlasi,4.0,4.0,0.12527197632861098,dengede,25.0,14.0,10.511660007387839,norm_fazlasi
Ýzmir,Seferihisar,47113,,380,10.0,6.0,3.578663881254811,norm_fazlasi,3.0,3.0,0.23630831449462608,dengede,14.0,9.0,4.744250407095571,norm_fazlasi
Ýzmir,Selçuk,28901,,425,4.0,7.0,-2.538325734346153,norm_eksigi,2.0,2.0,-0.43942248935776984,dengede,7.0,10.0,-2.5174269104818485,norm_eksigi
Ýzmir,Tire,69241,,379,18.0,11.0,7.333018925221836,norm_fazlasi,3.0,4.0,-0.5458869075220703,dengede,19.0,12.0,7.056629722493112,norm_fazlasi
Ýzmir,Torbalý,160522,,462,11.0,11.0,0.4370766568087028,dengede,4.0,5.0,-0.6726357563196022,dengede,17.0,13.0,3.9436780725169154,norm_fazlasi
Ýzmir,Urla,66540,,392,7.0,7.0,-0.14856580045180934,dengede,4.0,3.0,0.5297996453844105,dengede,14.0,10.0,4.021900463112694,norm_fazlasi
Kahramanmaraþ,Afþin,59073,,423,6.0,9.0,-2.53009908662896,norm_eksigi,,2.0,,belirsiz,11.0,11.0,-0.07371194084040056,dengede
Kahramanmaraþ,Andýrýn,25298,,409,4.0,7.0,-2.8790940227705253,norm_eksigi,,2.0,,belirsiz,6.0,9.0,-3.3270197769766643,norm_eksigi
Kahramanmaraþ,Çaðlayancerit,15843,,258,5.0,4.0,0.9026578639087912,dengede,,1.0,,belirsiz,3.0,7.0,-3.5538781821893917,norm_eksigi
Kahramanmaraþ,Dulkadiroðlu,141960,,503,16.0,9.0,6.683981923621895,norm_fazlasi,2.0,3.0,-1.4158364604952158,norm_eksigi,30.0,12.0,17.8501741319151,norm_fazlasi
Kahramanmaraþ,Ekinözü,7683,,320,4.0,4.0,-0.08516008632109706,dengede,,1.0,,belirsiz,4.0,7.0,-2.757914880976724,norm_eksigi
Kahramanmaraþ,Elbistan,97049,,376,16.0,11.0,4.503681549817276,norm_fazlasi,3.0,2.0,0.6371796825582523,dengede,21.0,13.0,8.088720473543411,norm_fazlasi
Kahramanmaraþ,Göksun,33464,,418,10.0,7.0,2.995664465934583,norm_fazlasi,2.0,2.0,0.36166499948466546,dengede,14.0,10.0,4.440386894605949,norm_fazlasi
Kahramanmaraþ,Nurhak,7841,,298,5.0,4.0,1.036118900277203,norm_fazlasi,,1.0,,belirsiz,2.0,7.0,-4.544784630798645,norm_eksigi
Kahramanmaraþ,Onikiþubat,295362,,481,19.0,12.0,7.475189501435171,norm_fazlasi,4.0,5.0,-1.4292617204909384,norm_eksigi,26.0,14.0,11.850178254365225,norm_fazlasi
Kahramanmaraþ,Pazarcýk,49672,,407,15.0,8.0,7.362425657388281,norm_fazlasi,2.0,2.0,0.36270091625977474,dengede,19.0,10.0,9.059138504325277,norm_fazlasi
Kahramanmaraþ,Türkoðlu,52131,,594,7.0,9.0,-1.8203870110982638,norm_eksigi,1.0,2.0,-1.1057100134882933,norm_eksigi,14.0,12.0,2.1687053651680674,dengede
