il_adi,ilce_adi,veteriner_hekim,veteriner_tahmini_norm,veteriner_tahmini_norm_yuvarlak,veteriner_norm_farki,veteriner_durumu
Ardahan,Çýldýr,5.0,4.44765976150298,4.0,0.5523402384970204,dengede
Afyonkarahisar,Kýzýlören,2.0,1.454069779764482,1.0,0.5459302202355181,dengede
Osmaniye,Hasanbeyli,3.0,2.4628946004039842,2.0,0.5371053995960158,dengede
Adana,Çukurova,10.0,9.465626122539199,9.0,0.5343738774608013,dengede
Muðla,Marmaris,8.0,7.479934358840691,7.0,0.5200656411593094,dengede
Antalya,Konyaaltý,8.0,7.494583958148369,7.0,0.5054160418516309,dengede
Ardahan,Posof,3.0,2.5016501428242752,3.0,0.4983498571757248,dengede
Ýstanbul,Beyoðlu,5.0,4.506312515210986,5.0,0.4936874847890138,dengede
Ýzmir,Güzelbahçe,5.0,4.5197113092380965,5.0,0.4802886907619035,dengede
Kayseri,Akkýþla,5.0,4.525029509503251,5.0,0.4749704904967489,dengede
Kastamonu,Þenpazar,2.0,1.5377439763353404,2.0,0.46225602366465957,dengede
Samsun,Bafra,13.0,12.543320511759287,13.0,0.456679488240713,dengede
Ankara,Ayaþ,8.0,7.561614048420631,8.0,0.4383859515793693,dengede
Ýzmir,Torbalý,11.0,10.562923343191297,11.0,0.4370766568087028,dengede
Ýzmir,Balçova,5.0,4.570224573306525,5.0,0.42977542669347457,dengede
Samsun,Ayvacýk,4.0,3.577106987324917,4.0,0.42289301267508295,dengede
Adýyaman,Besni,9.0,8.57878018172968,9.0,0.42121981827031973,dengede
Tunceli,Pülümür,2.0,1.5898015020829783,2.0,0.4101984979170217,dengede
Karabük,Eflani,3.0,2.593960587156613,3.0,0.40603941284338685,dengede
Çankýrý,Yapraklý,3.0,2.596840740853222,3.0,0.40315925914677786,dengede
Ýzmir,Bayraklý,6.0,5.600447643900329,6.0,0.39955235609967144,dengede
Ýstanbul,Kadýköy,8.0,7.601960396128538,8.0,0.398039603871462,dengede
Sivas,Gölova,2.0,1.606150535129438,2.0,0.39384946487056194,dengede
Ankara,Kýzýlcahamam,6.0,5.607723434180557,6.0,0.3922765658194427,dengede
Gümüþhane,Torul,4.0,3.608762895647849,4.0,0.3912371043521512,dengede
Uþak,Ulubey,7.0,6.611117143340382,7.0,0.38888285665961764,dengede
Afyonkarahisar,Evciler,4.0,3.6158445859507826,4.0,0.3841554140492174,dengede
Antalya,Muratpaþa,12.0,11.631157022569056,12.0,0.3688429774309441,dengede
Konya,Karapýnar,14.0,13.645019888298236,14.0,0.3549801117017637,dengede
Sakarya,Erenler,7.0,6.6523708902523175,7.0,0.34762910974768246,dengede
Nevþehir,Avanos,8.0,7.65615312100439,8.0,0.34384687899560973,dengede
Trabzon,Dernekpazarý,3.0,2.663070292497818,3.0,0.3369297075021822,dengede
Muðla,Yataðan,9.0,8.666290205417706,9.0,0.333709794582294,dengede
Trabzon,Tonya,4.0,3.6669082673113556,4.0,0.33309173268864445,dengede
Sakarya,Kocaali,5.0,4.669847524828792,5.0,0.33015247517120816,dengede
Bolu,Dörtdivan,3.0,2.670274980065516,3.0,0.3297250199344841,dengede
Bilecik,Osmaneli,6.0,5.674050018098941,6.0,0.3259499819010587,dengede
Ýstanbul,Fatih,7.0,6.681892645895509,7.0,0.318107354104491,dengede
Iðdýr,Aralýk,7.0,6.6821281806855,7.0,0.31787181931450004,dengede
Konya,Selçuklu,15.0,14.682463627927461,15.0,0.3175363720725386,dengede
Zonguldak,Kozlu,5.0,4.684312024367141,5.0,0.31568797563285944,dengede
Rize,Ýkizdere,2.0,1.6901943034780658,2.0,0.30980569652193424,dengede
Erzurum,Tortum,6.0,5.690455787105371,6.0,0.30954421289462886,dengede
Elazýð,Baskil,5.0,4.7023419220437255,5.0,0.2976580779562745,dengede
Ordu,Çamaþ,3.0,2.703896704556254,3.0,0.2961032954437459,dengede
Ýstanbul,Bakýrköy,5.0,4.7186465136304605,5.0,0.2813534863695395,dengede
Çankýrý,Orta,5.0,4.7197877183866686,5.0,0.28021228161333145,dengede
Rize,Çayeli,4.0,3.7215608184813993,4.0,0.2784391815186007,dengede
Tokat,Niksar,9.0,8.726053858185214,9.0,0.27394614181478616,dengede
Adana,Ýmamoðlu,7.0,6.727185223590102,7.0,0.2728147764098976,dengede
Kütahya,Tavþanlý,10.0,9.732120946420272,10.0,0.26787905357972797,dengede
Aydýn,Yenipazar,6.0,5.739642363894406,6.0,0.2603576361055939,dengede
Manisa,Köprübaþý,6.0,5.7418076870119945,6.0,0.2581923129880055,dengede
Bilecik,Bozüyük,7.0,6.743492648460847,7.0,0.2565073515391534,dengede
Denizli,Beyaðaç,4.0,3.7524300222923426,4.0,0.24756997770765743,dengede
Giresun,Çanakçý,2.0,1.7614628723504007,2.0,0.23853712764959933,dengede
Sivas,Gemerek,7.0,6.7649302296976535,7.0,0.23506977030234655,dengede
Artvin,Murgul,3.0,2.7701421925535596,3.0,0.22985780744644035,dengede
Hatay,Yayladaðý,7.0,6.774482746646836,7.0,0.2255172533531642,dengede
Adýyaman,Sincik,4.0,3.774868121505436,4.0,0.22513187849456395,dengede
Sakarya,Sapanca,4.0,3.7935751719882522,4.0,0.20642482801174777,dengede
Çorum,Boðazkale,3.0,2.8069440257897242,3.0,0.19305597421027576,dengede
Afyonkarahisar,Baþmakçý,5.0,4.818876367372433,5.0,0.1811236326275667,dengede
Rize,Ýyidere,3.0,2.824210905169643,3.0,0.17578909483035687,dengede
Kars,Kaðýzman,9.0,8.825404240143481,9.0,0.1745957598565191,dengede
Ýstanbul,Ataþehir,6.0,5.8254110518104065,6.0,0.17458894818959347,dengede
Afyonkarahisar,Bayat,4.0,3.8267274579262525,4.0,0.17327254207374754,dengede
Konya,Seydiþehir,9.0,8.837203597399988,9.0,0.16279640260001216,dengede
Giresun,Alucra,3.0,2.8476738646725024,3.0,0.1523261353274976,dengede
Antalya,Elmalý,9.0,8.851489075497593,9.0,0.148510924502407,dengede
Giresun,Espiye,4.0,3.861585443121345,4.0,0.13841455687865478,dengede
Kocaeli,Darýca,4.0,3.864905334510989,4.0,0.13509466548901106,dengede
Karaman,Baþyayla,2.0,1.8861528268962378,2.0,0.11384717310376224,dengede
Niðde,Çiftlik,5.0,4.890218568558813,5.0,0.10978143144118668,dengede
Burdur,Aðlasun,5.0,4.893848757912303,5.0,0.1061512420876971,dengede
Ordu,Kabadüz,3.0,2.8964414934399154,3.0,0.10355850656008458,dengede
Adana,Ceyhan,12.0,11.899048116651809,12.0,0.10095188334819127,dengede
Bolu,Seben,3.0,2.904520922485034,3.0,0.0954790775149661,dengede
Manisa,Þehzadeler,8.0,7.910540715468602,8.0,0.08945928453139818,dengede
Hakkari,Çukurca,4.0,3.916399185411298,4.0,0.08360081458870194,dengede
Giresun,Keþap,4.0,3.9182357091786004,4.0,0.08176429082139958,dengede
Kastamonu,Ýnebolu,4.0,3.919429717502458,4.0,0.08057028249754206,dengede
Trabzon,Düzköy,4.0,3.9206329650420972,4.0,0.07936703495790276,dengede
Samsun,Salýpazarý,5.0,4.921012399841831,5.0,0.07898760015816908,dengede
Ankara,Akyurt,7.0,6.936445826435494,7.0,0.06355417356450577,dengede
Hatay,Kýrýkhan,8.0,7.940390160134003,8.0,0.059609839865997216,dengede
Aydýn,Köþk,6.0,5.944130305634957,6.0,0.05586969436504319,dengede
Ordu,Mesudiye,4.0,3.9465319690684315,4.0,0.05346803093156849,dengede
Gümüþhane,Kelkit,7.0,6.947587256711625,7.0,0.052412743288375196,dengede
Manisa,Kýrkaðaç,7.0,6.949716780181467,7.0,0.050283219818532565,dengede
Manisa,Soma,8.0,7.9568167317126814,8.0,0.043183268287318555,dengede
Sinop,Gerze,6.0,5.974138105551628,6.0,0.02586189444837217,dengede
Erzincan,Kemah,3.0,2.9834961727634552,3.0,0.016503827236544755,dengede
Sinop,Saraydüzü,1.0,0.9864844210993233,1.0,0.013515578900676672,dengede
Ýstanbul,Çatalca,9.0,8.987321620649904,9.0,0.012678379350095526,dengede
Konya,Halkapýnar,4.0,3.9960691285847454,4.0,0.003930871415254611,dengede
Sivas,Ýmranlý,3.0,3.00251593527172,3.0,-0.0025159352717198935,dengede
Giresun,Eynesil,3.0,3.0033964848094112,3.0,-0.0033964848094112376,dengede
Yozgat,Çekerek,5.0,5.006475773971449,5.0,-0.006475773971448717,dengede
Trabzon,Çarþýbaþý,4.0,4.006882303376164,4.0,-0.006882303376164245,dengede
Adana,Feke,5.0,5.021336028336711,5.0,-0.021336028336711443,dengede
Kýrýkkale,Balýþeyh,4.0,4.027593863348882,4.0,-0.027593863348881698,dengede
Aksaray,Sarýyahþi,3.0,3.029256633935966,3.0,-0.029256633935966114,dengede
Ýstanbul,Sancaktepe,6.0,6.0300880210704175,6.0,-0.030088021070417525,dengede
Zonguldak,Alaplý,4.0,4.040659710218996,4.0,-0.04065971021899628,dengede
Antalya,Akseki,4.0,4.043443154021087,4.0,-0.04344315402108734,dengede
Isparta,Uluborlu,4.0,4.04461070327225,4.0,-0.04461070327224981,dengede
Kýrþehir,Kaman,8.0,8.05539566537854,8.0,-0.05539566537854057,dengede
Düzce,Gölyaka,4.0,4.059572287592276,4.0,-0.059572287592276396,dengede
Ýstanbul,Kaðýthane,6.0,6.063083348802137,6.0,-0.06308334880213717,dengede
Bolu,Yeniçaða,3.0,3.0636916491467687,3.0,-0.06369164914676873,dengede
Kocaeli,Dilovasý,3.0,3.0667099490079446,3.0,-0.06670994900794458,dengede
Trabzon,Of,4.0,4.074903657034584,4.0,-0.07490365703458401,dengede
Ýzmir,Aliaða,6.0,6.076020841094753,6.0,-0.07602084109475271,dengede
Siirt,Eruh,4.0,4.077993033316188,4.0,-0.07799303331618823,dengede
Karaman,Kazýmkarabekir,4.0,4.082347708518348,4.0,-0.08234770851834838,dengede
Kahramanmaraþ,Ekinözü,4.0,4.085160086321097,4.0,-0.08516008632109706,dengede
Antalya,Ýbradý,3.0,3.0941938813924836,3.0,-0.09419388139248364,dengede
Kars,Digor,7.0,7.10678111589899,7.0,-0.10678111589898975,dengede
Giresun,Görele,4.0,4.107321629657289,4.0,-0.10732162965728875,dengede
Balýkesir,Balya,6.0,6.113102060722028,6.0,-0.11310206072202789,dengede
Manisa,Gölmarmara,5.0,5.116378944413104,5.0,-0.11637894441310426,dengede
Ankara,Çamlýdere,4.0,4.121120256090769,4.0,-0.12112025609076937,dengede
Isparta,Atabey,4.0,4.129339068635131,4.0,-0.12933906863513123,dengede
Trabzon,Yomra,4.0,4.138811343498669,4.0,-0.13881134349866908,dengede
Ordu,Ýkizce,3.0,3.1444437990204905,3.0,-0.14444379902049054,dengede
Ýzmir,Urla,7.0,7.148565800451809,7.0,-0.14856580045180934,dengede
Sivas,Doðanþar,1.0,1.1553314393094851,1.0,-0.15533143930948512,dengede
Burdur,Altýnyayla,3.0,3.170672330702876,3.0,-0.1706723307028759,dengede
Adýyaman,Samsat,3.0,3.1850516657468075,3.0,-0.18505166574680754,dengede
Aðrý,Patnos,11.0,11.190009857989557,11.0,-0.1900098579895566,dengede
Nevþehir,Gülþehir,6.0,6.196625103884008,6.0,-0.1966251038840081,dengede
Antalya,Kepez,12.0,12.20702797438197,12.0,-0.20702797438197074,dengede
Yozgat,Saraykent,4.0,4.208164227566874,4.0,-0.2081642275668738,dengede
Tekirdað,Çorlu,8.0,8.221108729053974,8.0,-0.22110872905397372,dengede
Karabük,Ovacýk,1.0,1.2212398268050695,1.0,-0.22123982680506948,dengede
Niðde,Bor,9.0,9.228543646396759,9.0,-0.2285436463967585,dengede
Ýstanbul,Güngören,4.0,4.240977659849175,4.0,-0.2409776598491753,dengede
Bayburt,Demirözü,4.0,4.24449719509642,4.0,-0.24449719509641987,dengede
Trabzon,Beþikdüzü,4.0,4.246461482922441,4.0,-0.24646148292244074,dengede
Bitlis,Adilcevaz,6.0,6.257190945273415,6.0,-0.2571909452734147,dengede
Ýstanbul,Esenyurt,9.0,9.258008558633136,9.0,-0.25800855863313643,dengede
Mardin,Mazýdaðý,5.0,5.25873698002788,5.0,-0.25873698002788004,dengede
Samsun,Havza,7.0,7.262532083251028,7.0,-0.2625320832510276,dengede
Denizli,Çardak,5.0,5.263191534493661,5.0,-0.26319153449366084,dengede
Tekirdað,Ergene,7.0,7.264385110769763,7.0,-0.264385110769763,dengede
Gaziantep,Oðuzeli,8.0,8.270726898663337,8.0,-0.2707268986633373,dengede
Karaman,Ayrancý,6.0,6.273240490008079,6.0,-0.27324049000807893,dengede
Ordu,Gürgentepe,3.0,3.274919090669566,3.0,-0.2749190906695662,dengede
Çanakkale,Bayramiç,8.0,8.27513863815059,8.0,-0.27513863815059025,dengede
Denizli,Serinhisar,6.0,6.275951941134659,6.0,-0.27595194113465915,dengede
Ýstanbul,Adalar,2.0,2.2764464818410577,2.0,-0.2764464818410577,dengede
Gümüþhane,Köse,3.0,3.2827863531484027,3.0,-0.2827863531484027,dengede
Elazýð,Kovancýlar,8.0,8.287190758073013,8.0,-0.2871907580730131,dengede
Kütahya,Aslanapa,3.0,3.2953045477785596,3.0,-0.29530454777855963,dengede
Denizli,Tavas,9.0,9.298145716065594,9.0,-0.29814571606559426,dengede
Nevþehir,Acýgöl,5.0,5.310369165287793,5.0,-0.3103691652877929,dengede
Siirt,Pervari,4.0,4.325755647061929,4.0,-0.3257556470619294,dengede
Ýzmir,Dikili,7.0,7.328483145845264,7.0,-0.32848314584526417,dengede
Ýstanbul,Çekmeköy,5.0,5.328658432158191,5.0,-0.3286584321581909,dengede
Erzurum,Pazaryolu,3.0,3.341990574102733,3.0,-0.3419905741027329,dengede
Sakarya,Karapürçek,3.0,3.3428872737398483,3.0,-0.3428872737398483,dengede
Erzurum,Hýnýs,6.0,6.355339478647156,6.0,-0.3553394786471564,dengede
Batman,Kozluk,7.0,7.357776922515339,7.0,-0.3577769225153391,dengede
Ýzmir,Karþýyaka,7.0,7.3588291648522075,7.0,-0.3588291648522075,dengede
Ýstanbul,Ümraniye,7.0,7.369544102417981,7.0,-0.3695441024179811,dengede
Balýkesir,Savaþtepe,6.0,6.371782693496291,6.0,-0.3717826934962911,dengede
Tunceli,Çemiþgezek,6.0,6.372223796975247,6.0,-0.37222379697524666,dengede
Çanakkale,Ayvacýk,7.0,7.378626921023223,7.0,-0.3786269210232227,dengede
Ýstanbul,Gaziosmanpaþa,5.0,5.387629457969743,5.0,-0.3876294579697426,dengede
Ýstanbul,Þiþli,5.0,5.391316191514257,5.0,-0.3913161915142567,dengede
Bilecik,Gölpazarý,4.0,4.393325601347804,4.0,-0.39332560134780437,dengede
Tokat,Artova,4.0,4.393501178459969,4.0,-0.3935011784599691,dengede
Çankýrý,Kýzýlýrmak,3.0,3.3954925157112195,3.0,-0.39549251571121946,dengede
Kýrýkkale,Yahþihan,5.0,5.4081410603123015,5.0,-0.40814106031230146,dengede
Hatay,Kumlu,4.0,4.4212267576991975,4.0,-0.4212267576991975,dengede
Kayseri,Melikgazi,13.0,13.423848509332924,13.0,-0.42384850933292384,dengede
Kars,Susuz,4.0,4.4376525989859115,4.0,-0.43765259898591147,dengede
Aydýn,Germencik,7.0,7.438152842206848,7.0,-0.4381528422068479,dengede
Giresun,Çamoluk,2.0,2.4433645056404405,2.0,-0.4433645056404405,dengede
Sakarya,Serdivan,6.0,6.44697554752124,6.0,-0.44697554752124,dengede
Düzce,Yýðýlca,2.0,2.4601498990482025,2.0,-0.46014989904820247,dengede
Manisa,Selendi,6.0,6.466413427473399,6.0,-0.4664134274733991,dengede
Malatya,Yazýhan,6.0,6.468698842619585,6.0,-0.4686988426195846,dengede
Mersin,Bozyazý,5.0,5.472205879923122,5.0,-0.4722058799231217,dengede
Ýzmir,Gaziemir,5.0,5.485706624926362,5.0,-0.48570662492636174,dengede
Konya,Akören,5.0,5.486268196576469,5.0,-0.4862681965764688,dengede
Kütahya,Þaphane,3.0,3.4901730688013735,3.0,-0.49017306880137346,dengede
Eskiþehir,Han,2.0,2.4920484099822158,2.0,-0.4920484099822158,dengede
Kýrýkkale,Bahþýlý,4.0,4.493500522000358,4.0,-0.49350052200035766,dengede
Afyonkarahisar,Çay,8.0,8.507406535678806,9.0,-0.5074065356788058,dengede
Bayburt,Aydýntepe,3.0,3.507754761185186,4.0,-0.5077547611851858,dengede
Tokat,Almus,5.0,5.508743211869749,6.0,-0.5087432118697492,dengede
Afyonkarahisar,Çobanlar,4.0,4.517185538340071,5.0,-0.5171855383400707,dengede
Balýkesir,Gönen,10.0,10.517875265788653,11.0,-0.5178752657886534,dengede
Van,Çaldýran,6.0,6.530913119391086,7.0,-0.5309131193910863,dengede
Bingöl,Solhan,5.0,5.532346796337029,6.0,-0.5323467963370287,dengede
Düzce,Cumayeri,3.0,3.5407971912571727,4.0,-0.5407971912571727,dengede
Uþak,Banaz,9.0,9.541582628778201,10.0,-0.5415826287782011,dengede
Kütahya,Domaniç,4.0,4.559420528832366,5.0,-0.5594205288323657,dengede
Þanlýurfa,Harran,6.0,6.563396974156111,7.0,-0.5633969741561113,dengede
Ankara,Etimesgut,11.0,11.574187154615228,12.0,-0.5741871546152275,dengede
Ordu,Korgan,3.0,3.576735949242498,4.0,-0.5767359492424982,dengede
Erzincan,Otlukbeli,1.0,1.5799373030920014,2.0,-0.5799373030920014,dengede
Erzincan,Çayýrlý,4.0,4.586622761674553,5.0,-0.586622761674553,dengede
Afyonkarahisar,Dazkýrý,5.0,5.588406080506884,6.0,-0.5884060805068838,dengede
Bursa,Kestel,7.0,7.597336642045017,8.0,-0.5973366420450166,dengede
Gümüþhane,Kürtün,3.0,3.6012341980458156,4.0,-0.6012341980458156,dengede
Amasya,Göynücek,4.0,4.617521006982642,5.0,-0.617521006982642,dengede
Adýyaman,Gerger,3.0,3.6183834569197,4.0,-0.6183834569197,dengede
Artvin,Kemalpaþa,2.0,2.6203665301397514,3.0,-0.6203665301397514,dengede
Tunceli,Ovacýk,2.0,2.6263840504480696,3.0,-0.6263840504480696,dengede
Konya,Derebucak,3.0,3.631859428918279,4.0,-0.6318594289182791,dengede
Artvin,Arhavi,3.0,3.638199581950118,4.0,-0.6381995819501181,dengede
Konya,Güneysýnýr,5.0,5.647240010846829,6.0,-0.6472400108468293,dengede
Bingöl,Yedisu,1.0,1.6490832964520692,2.0,-0.6490832964520692,dengede
Giresun,Doðankent,2.0,2.6520114513032484,3.0,-0.6520114513032484,dengede
Afyonkarahisar,Ýscehisar,4.0,4.663980922014069,5.0,-0.6639809220140691,dengede
Düzce,Akçakoca,4.0,4.6669050573515705,5.0,-0.6669050573515705,dengede
Ýzmir,Çeþme,5.0,5.667197585246002,6.0,-0.6671975852460017,dengede
Sinop,Boyabat,6.0,6.672113236269647,7.0,-0.6721132362696469,dengede
Sivas,Altýnyayla,4.0,4.6738609245586575,5.0,-0.6738609245586575,dengede
Malatya,Darende,6.0,6.67477026986179,7.0,-0.6747702698617903,dengede
Zonguldak,Kilimli,3.0,3.6846721637483566,4.0,-0.6846721637483566,dengede
Adana,Saimbeyli,4.0,4.689511313843486,5.0,-0.6895113138434859,dengede
Çankýrý,Eldivan,3.0,3.6997716679387302,4.0,-0.6997716679387302,dengede
Malatya,Kale,3.0,3.7029417489966643,4.0,-0.7029417489966643,dengede
Muðla,Datça,5.0,5.709953107747564,6.0,-0.7099531077475643,dengede
Kýrþehir,Çiçekdaðý,5.0,5.714380912148232,6.0,-0.7143809121482319,dengede
Bilecik,Pazaryeri,4.0,4.723804793690589,5.0,-0.7238047936905891,dengede
Erzincan,Kemaliye,2.0,2.724814369731619,3.0,-0.724814369731619,dengede
Diyarbakýr,Lice,6.0,6.734867319495417,7.0,-0.7348673194954172,dengede
Muþ,Korkut,5.0,5.7401676990050206,6.0,-0.7401676990050206,dengede
Bilecik,Söðüt,4.0,4.749132841573353,5.0,-0.7491328415733527,dengede
Yalova,Çiftlikköy,5.0,5.774711220760449,6.0,-0.774711220760449,dengede
Trabzon,Araklý,4.0,4.775018361674837,5.0,-0.775018361674837,dengede
Sakarya,Karasu,6.0,6.777024814433094,7.0,-0.7770248144330942,dengede
Ordu,Kabataþ,2.0,2.7872249863280207,3.0,-0.7872249863280207,dengede
Düzce,Kaynaþlý,3.0,3.795821066643726,4.0,-0.7958210666437262,dengede
Eskiþehir,Sarýcakaya,4.0,4.797310090709368,5.0,-0.7973100907093684,dengede
Bingöl,Genç,4.0,4.797969575639206,5.0,-0.7979695756392058,dengede
Erzincan,Tercan,7.0,7.800908381710827,8.0,-0.8009083817108271,dengede
Kütahya,Pazarlar,3.0,3.8010353770709653,4.0,-0.8010353770709653,dengede
Düzce,Çilimli,3.0,3.806045039995178,4.0,-0.806045039995178,dengede
Ýzmir,Karaburun,3.0,3.821734459749068,4.0,-0.8217344597490679,dengede
Çorum,Oðuzlar,2.0,2.826986957528864,3.0,-0.826986957528864,dengede
Denizli,Baklan,4.0,4.831835480316814,5.0,-0.8318354803168138,dengede
Sinop,Türkeli,3.0,3.8378877221524195,4.0,-0.8378877221524195,dengede
Malatya,Doðanþehir,5.0,5.840760341529601,6.0,-0.8407603415296014,dengede
Erzurum,Palandöken,6.0,6.841102935028659,7.0,-0.8411029350286592,dengede
Aydýn,Bozdoðan,8.0,8.84189645780216,9.0,-0.8418964578021608,dengede
Ordu,Aybastý,3.0,3.848960916827641,4.0,-0.8489609168276409,dengede
Gaziantep,Ýslahiye,6.0,6.852353988313293,7.0,-0.8523539883132933,dengede
Erzurum,Olur,3.0,3.8563238893545075,4.0,-0.8563238893545075,dengede
Sakarya,Adapazarý,9.0,9.85880506387448,10.0,-0.8588050638744793,dengede
Çanakkale,Lapseki,7.0,7.863125884502385,8.0,-0.8631258845023853,dengede
Tokat,Baþçiftlik,2.0,2.8645010627058336,3.0,-0.8645010627058336,dengede
Giresun,Piraziz,3.0,3.866169177039411,4.0,-0.8661691770394109,dengede
Balýkesir,Gömeç,4.0,4.871938422712685,5.0,-0.8719384227126854,dengede
Diyarbakýr,Çermik,9.0,9.872727005782558,10.0,-0.8727270057825578,dengede
Sinop,Duraðan,4.0,4.873425477595804,5.0,-0.8734254775958039,dengede
Rize,Çamlýhemþin,1.0,1.8742005554710062,2.0,-0.8742005554710062,dengede
Burdur,Karamanlý,5.0,5.8751827583830485,6.0,-0.8751827583830485,dengede
Giresun,Þebinkarahisar,5.0,5.878249947904442,6.0,-0.8782499479044423,dengede
Ýstanbul,Bayrampaþa,4.0,4.881239061975586,5.0,-0.8812390619755863,dengede
Bitlis,Hizan,4.0,4.88185988815557,5.0,-0.8818598881555699,dengede
Eskiþehir,Sivrihisar,11.0,11.892872068977553,12.0,-0.8928720689775531,dengede
Ýstanbul,Þile,5.0,5.893541606738975,6.0,-0.8935416067389754,dengede
Erzurum,Köprüköy,5.0,5.894348668958609,6.0,-0.8943486689586093,dengede
Ordu,Ulubey,3.0,3.8961993081348396,4.0,-0.8961993081348396,dengede
Sivas,Yýldýzeli,7.0,7.896888632712503,8.0,-0.8968886327125034,dengede
Burdur,Tefenni,5.0,5.900357399292603,6.0,-0.9003573992926031,dengede
Çorum,Osmancýk,7.0,7.902342763556678,8.0,-0.9023427635566783,dengede
Þýrnak,Beytüþþebap,3.0,3.9048977460084595,4.0,-0.9048977460084595,dengede
Kastamonu,Pýnarbaþý,1.0,1.9115703640977104,2.0,-0.9115703640977104,dengede
Ýzmir,Karabaðlar,7.0,7.921244766896514,8.0,-0.921244766896514,dengede
Rize,Güneysu,2.0,2.927347550395348,3.0,-0.9273475503953481,dengede
Manisa,Ahmetli,5.0,5.931010696782673,6.0,-0.931010696782673,dengede
Kocaeli,Çayýrova,2.0,2.932858847282153,3.0,-0.9328588472821528,dengede
Zonguldak,Devrek,4.0,4.9370309095128055,5.0,-0.9370309095128055,dengede
Elazýð,Aðýn,1.0,1.9404606548260581,2.0,-0.9404606548260581,dengede
Yozgat,Yerköy,8.0,8.968444621366192,9.0,-0.9684446213661921,dengede
Denizli,Çal,6.0,6.9691509526567295,7.0,-0.9691509526567295,dengede
Yalova,Termal,2.0,2.975952199528673,3.0,-0.9759521995286731,dengede
Malatya,Kuluncak,4.0,4.978536260814099,5.0,-0.9785362608140993,dengede
Malatya,Pütürge,4.0,4.980682847076245,5.0,-0.9806828470762454,dengede
Bursa,Mudanya,7.0,7.983791234036008,8.0,-0.9837912340360084,dengede
Samsun,Terme,6.0,6.984414798370311,7.0,-0.9844147983703113,dengede
Aksaray,Aðaçören,3.0,3.9860842289859164,4.0,-0.9860842289859164,dengede
Siirt,Þirvan,4.0,4.987187137963867,5.0,-0.9871871379638666,dengede
Sivas,Divriði,4.0,4.992117080474605,5.0,-0.9921170804746051,dengede
Kýrýkkale,Delice,5.0,6.00311053321904,6.0,-1.00311053321904,dengede
Bartýn,Ulus,4.0,5.006147490534954,5.0,-1.0061474905349543,norm_eksigi
Bursa,Gürsu,5.0,6.007038753996614,6.0,-1.0070387539966141,dengede
Ýzmir,Buca,10.0,11.02122522894566,11.0,-1.02122522894566,dengede
Ankara,Yenimahalle,13.0,14.022389869316571,14.0,-1.0223898693165712,dengede
Kýrýkkale,Keskin,6.0,7.028123083741824,7.0,-1.028123083741824,dengede
Sinop,Erfelek,3.0,4.030086200815591,4.0,-1.0300862008155907,norm_eksigi
Kýrýkkale,Karakeçili,3.0,4.031055836119488,4.0,-1.0310558361194877,norm_eksigi
Eskiþehir,Mihalgazi,2.0,3.0315933834642665,3.0,-1.0315933834642665,norm_eksigi
Ýzmir,Bornova,10.0,11.035101995790246,11.0,-1.0351019957902459,dengede
Mardin,Dargeçit,3.0,4.041464369878915,4.0,-1.0414643698789154,norm_eksigi
Sivas,Hafik,4.0,5.052983680604523,5.0,-1.0529836806045232,norm_eksigi
Yalova,Armutlu,2.0,3.062977882089665,3.0,-1.062977882089665,norm_eksigi
Yalova,Altýnova,4.0,5.070063156337111,5.0,-1.0700631563371106,norm_eksigi
Konya,Ahýrlý,3.0,4.0709608267005635,4.0,-1.0709608267005635,norm_eksigi
Adýyaman,Tut,3.0,4.071849731557822,4.0,-1.0718497315578217,norm_eksigi
Kayseri,Sarýoðlan,5.0,6.072811703954468,6.0,-1.0728117039544678,dengede
Diyarbakýr,Kulp,5.0,6.073061049395683,6.0,-1.0730610493956831,dengede
Sivas,Suþehri,5.0,6.078903415393766,6.0,-1.078903415393766,dengede
Bolu,Gerede,4.0,5.079738038036839,5.0,-1.0797380380368393,norm_eksigi
Çanakkale,Bozcaada,2.0,3.089501980624403,3.0,-1.0895019806244028,norm_eksigi
Malatya,Arguvan,4.0,5.093822570543079,5.0,-1.0938225705430789,norm_eksigi
Bolu,Mengen,3.0,4.101899035065766,4.0,-1.1018990350657658,norm_eksigi
Kastamonu,Bozkurt,2.0,3.104361825509666,3.0,-1.1043618255096659,norm_eksigi
Aydýn,Karacasu,5.0,6.106444834380374,6.0,-1.1064448343803743,dengede
Niðde,Ulukýþla,5.0,6.108352123353476,6.0,-1.1083521233534759,dengede
Kýrþehir,Mucur,7.0,8.110903086328467,8.0,-1.1109030863284666,dengede
Edirne,Süloðlu,3.0,4.118579748477246,4.0,-1.118579748477246,norm_eksigi
Diyarbakýr,Çüngüþ,3.0,4.121697308078495,4.0,-1.1216973080784953,norm_eksigi
Muðla,Dalaman,6.0,7.124071571346983,7.0,-1.1240715713469829,dengede
Sakarya,Akyazý,5.0,6.131229500831428,6.0,-1.1312295008314281,dengede
Mardin,Yeþilli,3.0,4.143859650571834,4.0,-1.1438596505718337,norm_eksigi
Sakarya,Ferizli,3.0,4.150523160540246,4.0,-1.1505231605402457,norm_eksigi
Kayseri,Ýncesu,6.0,7.155183621850795,7.0,-1.155183621850795,dengede
Gaziantep,Araban,5.0,6.155608064373117,6.0,-1.1556080643731166,dengede
