il_adi,ilce_adi,ziraat_muhendisi,ziraat_tahmini_norm,ziraat_tahmini_norm_yuvarlak,ziraat_norm_farki,ziraat_durumu
Erzurum,Tortum,8.0,7.6628757402307075,8.0,0.3371242597692925,dengede
Tunceli,Pülümür,4.0,3.695188214080198,4.0,0.30481178591980207,dengede
Ankara,Çamlýdere,7.0,6.698338188297756,7.0,0.30166181170224426,dengede
Ankara,Haymana,14.0,13.709122485562052,14.0,0.2908775144379483,dengede
Mardin,Yeþilli,7.0,6.7203184375683405,7.0,0.27968156243165954,dengede
Hatay,Arsuz,11.0,10.722532390306583,11.0,0.2774676096934172,dengede
Muþ,Malazgirt,10.0,9.727840199406492,10.0,0.2721598005935082,dengede
Aydýn,Karpuzlu,9.0,8.747472753175659,9.0,0.25252724682434113,dengede
Çanakkale,Yenice,11.0,10.750382161611862,11.0,0.24961783838813822,dengede
Kýrþehir,Akpýnar,6.0,5.759968113416562,6.0,0.24003188658343788,dengede
Adýyaman,Samsat,6.0,5.773999598255402,6.0,0.22600040174459757,dengede
Ýstanbul,Sultanbeyli,8.0,7.801070524200739,8.0,0.198929475799261,dengede
Hatay,Kýrýkhan,11.0,10.810858423359129,11.0,0.18914157664087128,dengede
Adana,Çukurova,13.0,12.819839629209445,13.0,0.18016037079055458,dengede
Kayseri,Yeþilhisar,9.0,8.829324703705064,9.0,0.17067529629493627,dengede
Çanakkale,Ezine,11.0,10.833079283232141,11.0,0.16692071676785858,dengede
Kýrþehir,Çiçekdaðý,8.0,7.844899902938722,8.0,0.15510009706127814,dengede
Ankara,Altýndað,14.0,13.88903632238882,14.0,0.11096367761117953,dengede
Ýzmir,Kiraz,10.0,9.89321928733217,10.0,0.10678071266782929,dengede
Isparta,Atabey,7.0,6.906407937870792,7.0,0.09359206212920768,dengede
Bursa,Ýnegöl,15.0,14.91692993665152,15.0,0.08307006334847955,dengede
Trabzon,Beþikdüzü,7.0,6.919825430075294,7.0,0.08017456992470606,dengede
Muþ,Korkut,7.0,6.941209090262581,7.0,0.05879090973741885,dengede
Erzurum,Pasinler,9.0,8.943038642675218,9.0,0.05696135732478247,dengede
Samsun,Ayvacýk,6.0,5.94556154110594,6.0,0.05443845889405985,dengede
Tekirdað,Muratlý,9.0,8.97680994282882,9.0,0.02319005717117939,dengede
Manisa,Ahmetli,9.0,8.984041060815422,9.0,0.01595893918457847,dengede
Samsun,Asarcýk,7.0,6.999423428196511,7.0,0.0005765718034886902,dengede
Artvin,Hopa,6.0,6.005335594921424,6.0,-0.00533559492142377,dengede
Kars,Arpaçay,6.0,6.020071217445958,6.0,-0.020071217445957856,dengede
Osmaniye,Düziçi,10.0,10.041517831806296,10.0,-0.041517831806295646,dengede
Manisa,Soma,11.0,11.043153093694515,11.0,-0.043153093694515476,dengede
Bursa,Yeniþehir,12.0,12.05905649688453,12.0,-0.05905649688452996,dengede
Kahramanmaraþ,Afþin,11.0,11.0737119408404,11.0,-0.07371194084040056,dengede
Ýstanbul,Bahçelievler,11.0,11.080221108527137,11.0,-0.08022110852713737,dengede
Van,Erciþ,10.0,10.084793494929226,10.0,-0.08479349492922594,dengede
Ordu,Çatalpýnar,5.0,5.110227539310751,5.0,-0.1102275393107508,dengede
Denizli,Pamukkale,15.0,15.12327638880828,15.0,-0.1232763888082804,dengede
Bitlis,Mutki,6.0,6.1255311090420355,6.0,-0.12553110904203546,dengede
Osmaniye,Bahçe,7.0,7.131567360455341,7.0,-0.13156736045534068,dengede
Ýstanbul,Bakýrköy,8.0,8.14631679591963,8.0,-0.14631679591962943,dengede
Giresun,Alucra,5.0,5.149794895888813,5.0,-0.1497948958888129,dengede
Van,Baþkale,7.0,7.1541239613268495,7.0,-0.15412396132684947,dengede
Eskiþehir,Ýnönü,8.0,8.162754003651505,8.0,-0.16275400365150539,dengede
Kocaeli,Gebze,11.0,11.190353377852297,11.0,-0.190353377852297,dengede
Tekirdað,Hayrabolu,11.0,11.190470859103872,11.0,-0.19047085910387196,dengede
Balýkesir,Erdek,8.0,8.19442876241744,8.0,-0.19442876241743967,dengede
Denizli,Çameli,9.0,9.207229539663295,9.0,-0.20722953966329527,dengede
Bursa,Karacabey,14.0,14.213346533003136,14.0,-0.21334653300313633,dengede
Muðla,Milas,19.0,19.222999880989228,19.0,-0.22299988098922796,dengede
Muþ,Hasköy,6.0,6.225991467989705,6.0,-0.22599146798970526,dengede
Ardahan,Hanak,5.0,5.241809439116411,5.0,-0.24180943911641073,dengede
Hatay,Hassa,9.0,9.242867727946106,9.0,-0.24286772794610556,dengede
Kars,Akyaka,5.0,5.246688365144293,5.0,-0.24668836514429326,dengede
Ýstanbul,Kartal,10.0,10.272453098437527,10.0,-0.2724530984375271,dengede
Amasya,Hamamözü,4.0,4.277836819558873,4.0,-0.27783681955887296,dengede
Manisa,Kula,11.0,11.296405195636487,11.0,-0.2964051956364866,dengede
Muðla,Köyceðiz,10.0,10.32715442248828,10.0,-0.3271544224882792,dengede
Eskiþehir,Alpu,10.0,10.342964343110756,10.0,-0.3429643431107561,dengede
Kütahya,Dumlupýnar,3.0,3.3718331232863905,3.0,-0.3718331232863905,dengede
Manisa,Yunusemre,11.0,11.374619134023213,11.0,-0.374619134023213,dengede
Bilecik,Ýnhisar,2.0,2.3884125950353914,2.0,-0.3884125950353914,dengede
Sivas,Ýmranlý,5.0,5.405860169053583,5.0,-0.40586016905358324,dengede
Kýrýkkale,Balýþeyh,6.0,6.408168808356143,6.0,-0.4081688083561428,dengede
Mardin,Savur,9.0,9.413512427855972,9.0,-0.41351242785597186,dengede
Adana,Yumurtalýk,9.0,9.415796762767878,9.0,-0.4157967627678776,dengede
Sivas,Hafik,7.0,7.420297158806945,7.0,-0.42029715880694507,dengede
Bursa,Gemlik,9.0,9.422230892129019,9.0,-0.42223089212901854,dengede
Ýstanbul,Güngören,7.0,7.422445914398735,7.0,-0.42244591439873513,dengede
Sakarya,Kocaali,7.0,7.42707784437857,7.0,-0.4270778443785703,dengede
Ýzmir,Buca,14.0,14.432013267007115,14.0,-0.4320132670071146,dengede
Karabük,Safranbolu,9.0,9.433311067989573,9.0,-0.43331106798957286,dengede
Rize,Hemþin,3.0,3.4373103840078363,3.0,-0.4373103840078363,dengede
Çorum,Mecitözü,8.0,8.457921566906796,8.0,-0.457921566906796,dengede
Ýstanbul,Maltepe,10.0,10.458110547525067,10.0,-0.45811054752506664,dengede
Tunceli,Mazgirt,5.0,5.464995007940785,5.0,-0.46499500794078497,dengede
Giresun,Piraziz,6.0,6.479775717376779,6.0,-0.4797757173767794,dengede
Muþ,Varto,7.0,7.511309005698154,8.0,-0.5113090056981537,dengede
Yalova,Termal,5.0,5.532386802932872,6.0,-0.532386802932872,dengede
Ýzmir,Çeþme,8.0,8.532973825339266,9.0,-0.5329738253392655,dengede
Sakarya,Erenler,9.0,9.543895544143414,10.0,-0.5438955441434139,dengede
Denizli,Babadað,5.0,5.5496455777760225,6.0,-0.5496455777760225,dengede
Kütahya,Aslanapa,5.0,5.557013563316433,6.0,-0.557013563316433,dengede
Amasya,Gümüþhacýköy,9.0,9.567289642022676,10.0,-0.5672896420226756,dengede
Adýyaman,Tut,6.0,6.570550662545708,7.0,-0.570550662545708,dengede
Ardahan,Çýldýr,5.0,5.5758843302347945,6.0,-0.5758843302347945,dengede
Kastamonu,Hanönü,4.0,4.58784813503728,5.0,-0.5878481350372802,dengede
Hatay,Defne,9.0,9.594179742346393,10.0,-0.5941797423463928,dengede
Mersin,Gülnar,7.0,7.604223096290218,8.0,-0.6042230962902178,dengede
Ýstanbul,Ataþehir,9.0,9.615769929034851,10.0,-0.6157699290348511,dengede
Malatya,Doðanþehir,8.0,8.619069606019442,9.0,-0.6190696060194423,dengede
Samsun,Salýpazarý,7.0,7.6207977690919115,8.0,-0.6207977690919115,dengede
Samsun,Alaçam,9.0,9.623495796367845,10.0,-0.6234957963678447,dengede
Isparta,Yeniþarbademli,4.0,4.623806586766838,5.0,-0.6238065867668379,dengede
Adana,Aladað,7.0,7.6392376591448325,8.0,-0.6392376591448325,dengede
Sakarya,Adapazarý,12.0,12.667423680889309,13.0,-0.6674236808893088,dengede
Kastamonu,Abana,4.0,4.6907931415525725,5.0,-0.6907931415525725,dengede
Sakarya,Akyazý,8.0,8.691531527156299,9.0,-0.6915315271562985,dengede
Kayseri,Ýncesu,9.0,9.694269142889027,10.0,-0.6942691428890271,dengede
Bilecik,Bozüyük,9.0,9.700598502754561,10.0,-0.7005985027545609,dengede
Ordu,Gülyalý,5.0,5.706628408862433,6.0,-0.706628408862433,dengede
Aydýn,Köþk,8.0,8.709702847200264,9.0,-0.7097028472002638,dengede
Erzurum,Pazaryolu,5.0,5.712142045940242,6.0,-0.7121420459402419,dengede
Nevþehir,Derinkuyu,7.0,7.713146803948961,8.0,-0.7131468039489608,dengede
Ordu,Korgan,5.0,5.716575010287126,6.0,-0.7165750102871256,dengede
Ankara,Güdül,7.0,7.728164752844576,8.0,-0.7281647528445756,dengede
Artvin,Borçka,5.0,5.731056962131271,6.0,-0.7310569621312712,dengede
Kocaeli,Derince,7.0,7.752360151061062,8.0,-0.7523601510610618,dengede
Manisa,Sarýgöl,9.0,9.762878979937847,10.0,-0.762878979937847,dengede
Rize,Ardeþen,6.0,6.773609279711378,7.0,-0.773609279711378,dengede
Muðla,Datça,8.0,8.796958929216231,9.0,-0.7969589292162311,dengede
Bitlis,Hizan,6.0,6.819035857915509,7.0,-0.8190358579155088,dengede
Düzce,Yýðýlca,4.0,4.833505113309734,5.0,-0.8335051133097338,dengede
Rize,Derepazarý,4.0,4.838543806588829,5.0,-0.8385438065888291,dengede
Ýstanbul,Beyoðlu,7.0,7.847852119452841,8.0,-0.847852119452841,dengede
Isparta,Aksu,4.0,4.859494156063797,5.0,-0.8594941560637972,dengede
Sakarya,Hendek,8.0,8.87083876927545,9.0,-0.8708387692754496,dengede
Zonguldak,Çaycuma,9.0,9.872344820484779,10.0,-0.8723448204847788,dengede
Bartýn,Kurucaþile,4.0,4.88116593836024,5.0,-0.8811659383602404,dengede
Tunceli,Ovacýk,4.0,4.8901736818910555,5.0,-0.8901736818910555,dengede
Artvin,Kemalpaþa,4.0,4.901477379315347,5.0,-0.901477379315347,dengede
Edirne,Lalapaþa,6.0,6.904209200067092,7.0,-0.9042092000670916,dengede
Elazýð,Maden,5.0,5.90915781826291,6.0,-0.9091578182629103,dengede
Sivas,Altýnyayla,6.0,6.929381221598225,7.0,-0.9293812215982253,dengede
Denizli,Tavas,11.0,11.936557810979796,12.0,-0.9365578109797958,dengede
Tekirdað,Kapaklý,8.0,8.96053295771049,9.0,-0.9605329577104893,dengede
Tunceli,Hozat,4.0,4.963653177720065,5.0,-0.9636531777200652,dengede
Giresun,Çanakçý,3.0,3.9642969422616288,4.0,-0.9642969422616288,dengede
Çorum,Laçin,3.0,3.9756536951706654,4.0,-0.9756536951706654,dengede
Van,Çaldýran,7.0,7.976562434638619,8.0,-0.9765624346386188,dengede
Eskiþehir,Han,4.0,4.98284895154295,5.0,-0.9828489515429499,dengede
Adýyaman,Sincik,5.0,5.986270797323623,6.0,-0.9862707973236233,dengede
Sakarya,Kaynarca,6.0,7.000591389181961,7.0,-1.0005913891819613,dengede
Rize,Fýndýklý,5.0,6.010860128316138,6.0,-1.0108601283161383,dengede
Trabzon,Vakfýkebir,6.0,7.010971319129556,7.0,-1.0109713191295562,dengede
Bolu,Kýbrýscýk,2.0,3.0259558790119945,3.0,-1.0259558790119945,norm_eksigi
Giresun,Dereli,5.0,6.034412873663445,6.0,-1.0344128736634453,dengede
Ýstanbul,Zeytinburnu,7.0,8.034757587587286,8.0,-1.0347575875872863,dengede
Eskiþehir,Seyitgazi,10.0,11.050175491309206,11.0,-1.050175491309206,dengede
Konya,Ilgýn,12.0,13.068650993438165,13.0,-1.0686509934381654,dengede
Gümüþhane,Torul,5.0,6.101173961993901,6.0,-1.1011739619939007,dengede
Kayseri,Felahiye,6.0,7.104632998388724,7.0,-1.1046329983887242,dengede
Hatay,Kumlu,6.0,7.118548924740129,7.0,-1.1185489247401286,dengede
Trabzon,Maçka,6.0,7.12185357504241,7.0,-1.12185357504241,dengede
Ýstanbul,Gaziosmanpaþa,8.0,9.134342361168123,9.0,-1.1343423611681231,dengede
Adýyaman,Gölbaþý,9.0,10.147524348015153,10.0,-1.1475243480151534,dengede
Çorum,Ýskilip,9.0,10.152491413117277,10.0,-1.1524914131172768,dengede
Ýstanbul,Sancaktepe,8.0,9.157180106116089,9.0,-1.1571801061160887,dengede
Mardin,Midyat,8.0,9.15863338062324,9.0,-1.1586333806232396,dengede
Tekirdað,Malkara,12.0,13.159547999984618,13.0,-1.1595479999846177,dengede
Afyonkarahisar,Hocalar,4.0,5.162439540770528,5.0,-1.162439540770528,norm_eksigi
Hakkari,Yüksekova,9.0,10.162790783292923,10.0,-1.1627907832929232,dengede
Rize,Çamlýhemþin,3.0,4.1659872795736295,4.0,-1.1659872795736295,norm_eksigi
Gümüþhane,Kürtün,5.0,6.179667452559198,6.0,-1.1796674525591984,dengede
Kütahya,Domaniç,6.0,7.198042037943343,7.0,-1.1980420379433427,dengede
Kastamonu,Araç,5.0,6.2285270339052445,6.0,-1.2285270339052445,dengede
Ýzmir,Karaburun,5.0,6.2350297662158525,6.0,-1.2350297662158525,dengede
Kýrþehir,Mucur,9.0,10.251789313962309,10.0,-1.251789313962309,dengede
Tekirdað,Çorlu,10.0,11.257478718040794,11.0,-1.2574787180407938,dengede
Rize,Ýyidere,4.0,5.290628664099105,5.0,-1.2906286640991054,norm_eksigi
Bingöl,Yayladere,1.0,2.2978360551218993,2.0,-1.2978360551218993,norm_eksigi
Osmaniye,Toprakkale,6.0,7.319105223952922,7.0,-1.3191052239529224,dengede
Elazýð,Sivrice,5.0,6.3202302448451615,6.0,-1.3202302448451615,norm_eksigi
Rize,Pazar,5.0,6.332096563831337,6.0,-1.3320965638313371,norm_eksigi
Adana,Feke,6.0,7.348124199521228,7.0,-1.3481241995212283,dengede
Afyonkarahisar,Sandýklý,10.0,11.351596602081802,11.0,-1.351596602081802,dengede
Ankara,Mamak,14.0,15.373457679236008,15.0,-1.373457679236008,dengede
Konya,Doðanhisar,7.0,8.374295543272703,8.0,-1.3742955432727033,dengede
Düzce,Kaynaþlý,5.0,6.385639933423857,6.0,-1.3856399334238567,norm_eksigi
Manisa,Alaþehir,10.0,11.388746213272926,11.0,-1.3887462132729258,dengede
Kocaeli,Ýzmit,12.0,13.394756894503647,13.0,-1.3947568945036473,dengede
Ardahan,Göle,6.0,7.412153380592217,7.0,-1.4121533805922173,dengede
Bartýn,Amasra,5.0,6.413697338088286,6.0,-1.4136973380882862,norm_eksigi
Sakarya,Geyve,7.0,8.41514155021018,8.0,-1.4151415502101798,dengede
Kastamonu,Aðlý,3.0,4.419368698994857,4.0,-1.419368698994857,norm_eksigi
Sakarya,Sapanca,5.0,6.441960504588291,6.0,-1.441960504588291,norm_eksigi
Çanakkale,Eceabat,7.0,8.448896930938309,8.0,-1.448896930938309,dengede
Kýrklareli,Pehlivanköy,3.0,4.455836609811557,4.0,-1.4558366098115574,norm_eksigi
Aydýn,Yenipazar,7.0,8.457948755220665,8.0,-1.4579487552206647,dengede
Kars,Kaðýzman,7.0,8.475400146862825,8.0,-1.4754001468628246,dengede
Giresun,Yaðlýdere,4.0,5.494955797721111,5.0,-1.4949557977211114,norm_eksigi
Tokat,Yeþilyurt,5.0,6.4995553456999575,6.0,-1.4995553456999575,norm_eksigi
Elazýð,Keban,5.0,6.504626680150272,7.0,-1.5046266801502721,norm_eksigi
Edirne,Havsa,8.0,9.514528319610385,10.0,-1.5145283196103847,dengede
Kayseri,Sarýz,5.0,6.517511384462907,7.0,-1.5175113844629067,norm_eksigi
Kýrýkkale,Keskin,8.0,9.52066835238721,10.0,-1.5206683523872098,dengede
Ardahan,Posof,3.0,4.528323440503536,5.0,-1.5283234405035362,norm_eksigi
Kastamonu,Doðanyurt,1.0,2.5285575190066814,3.0,-1.5285575190066814,norm_eksigi
Sinop,Dikmen,2.0,3.5355306867804828,4.0,-1.5355306867804828,norm_eksigi
Edirne,Süloðlu,5.0,6.538122620437534,7.0,-1.5381226204375338,norm_eksigi
Malatya,Pütürge,6.0,7.538839107552155,8.0,-1.538839107552155,norm_eksigi
Kayseri,Sarýoðlan,7.0,8.5400092775727,9.0,-1.5400092775727003,dengede
Konya,Halkapýnar,5.0,6.546515693276039,7.0,-1.5465156932760387,norm_eksigi
Balýkesir,Manyas,9.0,10.561869710511377,11.0,-1.5618697105113775,dengede
Kastamonu,Devrekani,5.0,6.561916915454642,7.0,-1.561916915454642,norm_eksigi
Bolu,Mudurnu,6.0,7.580039361274359,8.0,-1.580039361274359,norm_eksigi
Erzurum,Çat,5.0,6.585601436017344,7.0,-1.5856014360173436,norm_eksigi
Ýstanbul,Arnavutköy,10.0,11.587144025996787,12.0,-1.5871440259967873,dengede
Antalya,Ýbradý,4.0,5.588511164489585,6.0,-1.588511164489585,norm_eksigi
Kocaeli,Çayýrova,4.0,5.594099709923267,6.0,-1.5940997099232668,norm_eksigi
Kastamonu,Ýnebolu,5.0,6.594885319070121,7.0,-1.594885319070121,norm_eksigi
Niðde,Ulukýþla,7.0,8.597571272056017,9.0,-1.5975712720560171,dengede
Kocaeli,Darýca,5.0,6.601792812997885,7.0,-1.6017928129978847,norm_eksigi
Elazýð,Kovancýlar,8.0,9.603312971745273,10.0,-1.6033129717452734,dengede
Kars,Sarýkamýþ,7.0,8.618405174060685,9.0,-1.618405174060685,dengede
Malatya,Arguvan,6.0,7.618949940321783,8.0,-1.6189499403217829,norm_eksigi
Bolu,Yeniçaða,4.0,5.62048250526516,6.0,-1.6204825052651604,norm_eksigi
Düzce,Gölyaka,5.0,6.637785717265121,7.0,-1.6377857172651211,norm_eksigi
Bingöl,Yedisu,2.0,3.6533020044288147,4.0,-1.6533020044288147,norm_eksigi
Aðrý,Taþlýçay,5.0,6.653637702928503,7.0,-1.6536377029285028,norm_eksigi
Trabzon,Çarþýbaþý,5.0,6.656699173026711,7.0,-1.6566991730267109,norm_eksigi
Kastamonu,Daday,4.0,5.668547747623766,6.0,-1.6685477476237658,norm_eksigi
Ýstanbul,Esenler,6.0,7.676357396573029,8.0,-1.676357396573029,norm_eksigi
Aydýn,Bozdoðan,10.0,11.678532014827871,12.0,-1.678532014827871,dengede
Muðla,Yataðan,10.0,11.697908439095205,12.0,-1.6979084390952046,dengede
Antalya,Akseki,5.0,6.699832662790388,7.0,-1.6998326627903877,norm_eksigi
Gümüþhane,Köse,4.0,5.704717977542995,6.0,-1.7047179775429946,norm_eksigi
Ankara,Elmadað,8.0,9.70584112746478,10.0,-1.7058411274647796,dengede
Samsun,Havza,8.0,9.708961635483467,10.0,-1.7089616354834671,dengede
Samsun,Ladik,6.0,7.7114723919024195,8.0,-1.7114723919024195,norm_eksigi
Çanakkale,Bozcaada,4.0,5.71809861782137,6.0,-1.7180986178213704,norm_eksigi
Bolu,Göynük,5.0,6.719225820388749,7.0,-1.7192258203887487,norm_eksigi
Mersin,Aydýncýk,6.0,7.725073337076569,8.0,-1.7250733370765694,norm_eksigi
Ýzmir,Beydað,6.0,7.72976423058056,8.0,-1.7297642305805603,norm_eksigi
Hatay,Yayladaðý,8.0,9.742371433115862,10.0,-1.7423714331158617,dengede
Çankýrý,Kýzýlýrmak,4.0,5.745480522414414,6.0,-1.7454805224144136,norm_eksigi
Sakarya,Arifiye,5.0,6.756716109894594,7.0,-1.7567161098945938,norm_eksigi
Kocaeli,Kartepe,7.0,8.776857643928327,9.0,-1.7768576439283272,norm_eksigi
Çanakkale,Çan,9.0,10.792216216706638,11.0,-1.7922162167066382,dengede
Denizli,Bekilli,5.0,6.810893939886858,7.0,-1.8108939398868582,norm_eksigi
Karaman,Sarýveliler,4.0,5.813771247246221,6.0,-1.8137712472462209,norm_eksigi
Yozgat,Aydýncýk,5.0,6.829061578957351,7.0,-1.8290615789573508,norm_eksigi
Þýrnak,Beytüþþebap,4.0,5.8300044622681275,6.0,-1.8300044622681275,norm_eksigi
Sakarya,Söðütlü,5.0,6.830391527037644,7.0,-1.8303915270376443,norm_eksigi
Tekirdað,Ergene,8.0,9.83057212187602,10.0,-1.8305721218760205,dengede
Eskiþehir,Çifteler,9.0,10.83952389103347,11.0,-1.8395238910334708,dengede
Ýstanbul,Fatih,9.0,10.839680255218173,11.0,-1.8396802552181732,dengede
Burdur,Çeltikçi,4.0,5.855028778415609,6.0,-1.8550287784156092,norm_eksigi
Kýrþehir,Kaman,9.0,10.8556109093713,11.0,-1.8556109093713005,dengede
Aydýn,Çine,11.0,12.857301523539244,13.0,-1.8573015235392436,dengede
Antalya,Gündoðmuþ,4.0,5.861323777142122,6.0,-1.8613237771421218,norm_eksigi
Erzurum,Aþkale,6.0,7.877030510538374,8.0,-1.8770305105383738,norm_eksigi
Trabzon,Köprübaþý,3.0,4.877130990392664,5.0,-1.877130990392664,norm_eksigi
Aðrý,Patnos,9.0,10.88036502882529,11.0,-1.88036502882529,dengede
Edirne,Enez,6.0,7.889794942726084,8.0,-1.889794942726084,norm_eksigi
Balýkesir,Ayvalýk,9.0,10.894379266969793,11.0,-1.8943792669697928,dengede
Aydýn,Karacasu,7.0,8.90681276310255,9.0,-1.9068127631025504,norm_eksigi
Þýrnak,Güçlükonak,4.0,5.91256534936961,6.0,-1.9125653493696104,norm_eksigi
Çorum,Osmancýk,9.0,10.917959818163649,11.0,-1.9179598181636486,dengede
Erzincan,Otlukbeli,2.0,3.9251536017824256,4.0,-1.9251536017824256,norm_eksigi
Osmaniye,Hasanbeyli,3.0,4.925388703794023,5.0,-1.925388703794023,norm_eksigi
Sakarya,Pamukova,6.0,7.926075098375371,8.0,-1.926075098375371,norm_eksigi
Hatay,Belen,7.0,8.934156152346814,9.0,-1.934156152346814,norm_eksigi
Ýstanbul,Beykoz,8.0,9.93564033672647,10.0,-1.93564033672647,dengede
Tokat,Artova,5.0,6.93881353749042,7.0,-1.9388135374904198,norm_eksigi
Hatay,Reyhanlý,9.0,10.940002072945912,11.0,-1.9400020729459122,dengede
Ankara,Kýzýlcahamam,6.0,7.941759157416329,8.0,-1.941759157416329,norm_eksigi
Sivas,Gemerek,7.0,8.945893491294937,9.0,-1.945893491294937,norm_eksigi
Kayseri,Melikgazi,14.0,15.949143764056467,16.0,-1.9491437640564673,dengede
Ankara,Bala,10.0,11.95255291962328,12.0,-1.9525529196232796,dengede
Rize,Ýkizdere,2.0,3.96182625519552,4.0,-1.9618262551955201,norm_eksigi
Muðla,Ula,8.0,9.963481994281715,10.0,-1.9634819942817145,dengede
Kayseri,Talas,8.0,9.965954767556093,10.0,-1.9659547675560933,dengede
Niðde,Altunhisar,6.0,7.9690677455020165,8.0,-1.9690677455020165,norm_eksigi
Ýstanbul,Esenyurt,12.0,13.985682038246853,14.0,-1.9856820382468534,dengede
Elazýð,Palu,5.0,6.995843126500317,7.0,-1.9958431265003167,norm_eksigi
Ordu,Çaybaþý,4.0,5.996978173591286,6.0,-1.9969781735912857,norm_eksigi
Afyonkarahisar,Evciler,4.0,6.002137831134909,6.0,-2.0021378311349087,norm_eksigi
Yozgat,Sorgun,10.0,12.003081276519522,12.0,-2.003081276519522,dengede
Erzurum,Hýnýs,6.0,8.005402261126346,8.0,-2.0054022611263456,norm_eksigi
Giresun,Güce,3.0,5.018162668747603,5.0,-2.0181626687476033,norm_eksigi
Antalya,Muratpaþa,13.0,15.027726154630958,15.0,-2.027726154630958,dengede
Ýzmir,Dikili,8.0,10.036371306911162,10.0,-2.036371306911162,norm_eksigi
Trabzon,Tonya,4.0,6.055937937617285,6.0,-2.0559379376172853,norm_eksigi
Ordu,Çamaþ,3.0,5.059342512879369,5.0,-2.059342512879369,norm_eksigi
Ordu,Aybastý,4.0,6.060885626659928,6.0,-2.0608856266599282,norm_eksigi
Nevþehir,Hacýbektaþ,6.0,8.066689874654926,8.0,-2.0666898746549265,norm_eksigi
Van,Muradiye,6.0,8.068318803848562,8.0,-2.0683188038485625,norm_eksigi
Düzce,Cumayeri,4.0,6.090752659133154,6.0,-2.0907526591331536,norm_eksigi
Afyonkarahisar,Dinar,10.0,12.091661452151142,12.0,-2.0916614521511416,dengede
Kastamonu,Ýhsangazi,3.0,5.110349335263992,5.0,-2.110349335263992,norm_eksigi
Tokat,Almus,6.0,8.11310271890456,8.0,-2.1131027189045604,norm_eksigi
Diyarbakýr,Lice,6.0,8.124185773480072,8.0,-2.1241857734800718,norm_eksigi
Afyonkarahisar,Bolvadin,8.0,10.141719755198938,10.0,-2.141719755198938,norm_eksigi
Isparta,Gelendost,6.0,8.152832619945768,8.0,-2.1528326199457677,norm_eksigi
Bingöl,Genç,5.0,7.162975071724118,7.0,-2.1629750717241176,norm_eksigi
Nevþehir,Avanos,8.0,10.182184440454119,10.0,-2.182184440454119,norm_eksigi
Kastamonu,Pýnarbaþý,2.0,4.20556906694271,4.0,-2.2055690669427097,norm_eksigi
Kýrýkkale,Yahþihan,6.0,8.208498974261243,8.0,-2.208498974261243,norm_eksigi
Hatay,Samandað,8.0,10.211401560765571,10.0,-2.2114015607655713,norm_eksigi
Kars,Susuz,3.0,5.221208887191905,5.0,-2.2212088871919047,norm_eksigi
Ankara,Kalecik,9.0,11.223308371265956,11.0,-2.223308371265956,dengede
Kayseri,Hacýlar,5.0,7.23416743107336,7.0,-2.2341674310733604,norm_eksigi
Afyonkarahisar,Dazkýrý,6.0,8.239475845136234,8.0,-2.2394758451362335,norm_eksigi
Erzurum,Köprüköy,5.0,7.241329733788564,7.0,-2.2413297337885636,norm_eksigi
Ordu,Kabadüz,3.0,5.244724201708863,5.0,-2.2447242017088627,norm_eksigi
Kýrýkkale,Bahþýlý,5.0,7.255000132107184,7.0,-2.2550001321071838,norm_eksigi
Ýstanbul,Küçükçekmece,10.0,12.269715500989246,12.0,-2.2697155009892462,dengede
Sivas,Doðanþar,1.0,3.2770354654301013,3.0,-2.2770354654301013,norm_eksigi
Balýkesir,Ývrindi,8.0,10.290096627447129,10.0,-2.290096627447129,norm_eksigi
Kars,Digor,5.0,7.291976270182747,7.0,-2.2919762701827473,norm_eksigi
Ýzmir,Karabaðlar,9.0,11.29830617642584,11.0,-2.2983061764258395,norm_eksigi
Erzincan,Kemaliye,3.0,5.301182919210724,5.0,-2.3011829192107243,norm_eksigi
Amasya,Göynücek,5.0,7.3079268687444445,7.0,-2.3079268687444445,norm_eksigi
Konya,Yalýhüyük,2.0,4.310825189854766,4.0,-2.310825189854766,norm_eksigi
Erzurum,Narman,5.0,7.325142182389526,7.0,-2.325142182389526,norm_eksigi
Zonguldak,Kozlu,5.0,7.325600194506008,7.0,-2.3256001945060083,norm_eksigi
Gümüþhane,Kelkit,7.0,9.345481617945902,9.0,-2.345481617945902,norm_eksigi
Elazýð,Aðýn,2.0,4.352283886968043,4.0,-2.352283886968043,norm_eksigi
Kastamonu,Küre,2.0,4.370379784721563,4.0,-2.370379784721563,norm_eksigi
Sinop,Boyabat,7.0,9.385657088408177,9.0,-2.385657088408177,norm_eksigi
Niðde,Çiftlik,5.0,7.394756758004835,7.0,-2.394756758004835,norm_eksigi
Eskiþehir,Sivrihisar,12.0,14.405504778496612,14.0,-2.4055047784966117,dengede
Siirt,Eruh,4.0,6.421675369972743,6.0,-2.4216753699727427,norm_eksigi
Rize,Güneysu,3.0,5.425114849601152,5.0,-2.425114849601152,norm_eksigi
Bolu,Gerede,5.0,7.426742455675773,7.0,-2.4267424556757726,norm_eksigi
Rize,Kalkandere,3.0,5.44132365498824,5.0,-2.44132365498824,norm_eksigi
Uþak,Eþme,9.0,11.465744355997115,11.0,-2.4657443559971153,norm_eksigi
