il_adi,ilce_adi,gida_muhendisi,gida_tahmini_norm,gida_tahmini_norm_yuvarlak,gida_norm_farki,gida_durumu
Gümüþhane,Kürtün,,0.6869702446650798,1.0,,belirsiz
Gümüþhane,Torul,,0.6172912978842668,1.0,,belirsiz
Hakkari,Çukurca,,0.7975668355505516,1.0,,belirsiz
Hakkari,Derecik,,0.6898285876414745,1.0,,belirsiz
Hakkari,Þemdinli,,1.2214579372023806,1.0,,belirsiz
Hatay,Kumlu,,0.8677059958102404,1.0,,belirsiz
Hatay,Reyhanlý,,2.3100165541439814,2.0,,belirsiz
Iðdýr,Aralýk,,0.3548206329175012,0.0,,belirsiz
Iðdýr,Karakoyunlu,,0.0,0.0,,belirsiz
Iðdýr,Tuzluca,,0.5999223539575862,1.0,,belirsiz
Isparta,Aksu,,0.0,0.0,,belirsiz
Isparta,Atabey,,0.2449693927291836,0.0,,belirsiz
Isparta,Gelendost,,0.6579602868776728,1.0,,belirsiz
Isparta,Gönen,,0.6038357533690659,1.0,,belirsiz
Isparta,Keçiborlu,,1.058567727824928,1.0,,belirsiz
Isparta,Sütçüler,,0.0,0.0,,belirsiz
Isparta,Þarkikaraaðaç,,1.2529853516106497,1.0,,belirsiz
Isparta,Uluborlu,,0.5177619711794801,1.0,,belirsiz
Isparta,Yeniþarbademli,,0.0,0.0,,belirsiz
Kahramanmaraþ,Afþin,,2.050547204554194,2.0,,belirsiz
Kahramanmaraþ,Andýrýn,,1.5342904563986355,2.0,,belirsiz
Kahramanmaraþ,Çaðlayancerit,,1.0182414046689483,1.0,,belirsiz
Kahramanmaraþ,Ekinözü,,0.7389509334344657,1.0,,belirsiz
Kahramanmaraþ,Nurhak,,0.7707929161571356,1.0,,belirsiz
Karabük,Eflani,,0.0,0.0,,belirsiz
Karabük,Eskipazar,,0.6313311380704727,1.0,,belirsiz
Karabük,Ovacýk,,0.0,0.0,,belirsiz
Karabük,Yenice,,0.9979716553585547,1.0,,belirsiz
Karaman,Ayrancý,,0.0,0.0,,belirsiz
Karaman,Baþyayla,,0.0,0.0,,belirsiz
Karaman,Kazýmkarabekir,,0.16149866276142344,0.0,,belirsiz
Karaman,Sarýveliler,,0.7413871230389772,1.0,,belirsiz
Kars,Akyaka,,0.0,0.0,,belirsiz
Kars,Arpaçay,,0.0,0.0,,belirsiz
Kars,Digor,,0.260707531840378,0.0,,belirsiz
Kars,Selim,,0.24127018152676127,0.0,,belirsiz
Kars,Susuz,,0.0,0.0,,belirsiz
Kastamonu,Abana,,0.45306537314655193,0.0,,belirsiz
Kastamonu,Aðlý,,0.0,0.0,,belirsiz
Kastamonu,Azdavay,,0.20174749053947627,0.0,,belirsiz
Kastamonu,Bozkurt,,0.5290027495062923,1.0,,belirsiz
Kastamonu,Cide,,1.0803440942568527,1.0,,belirsiz
Kastamonu,Çatalzeytin,,0.3859454382579437,0.0,,belirsiz
Kastamonu,Daday,,0.0,0.0,,belirsiz
Kastamonu,Devrekani,,0.49039622527689364,0.0,,belirsiz
Kastamonu,Doðanyurt,,0.0,0.0,,belirsiz
Kastamonu,Hanönü,,0.0,0.0,,belirsiz
Kastamonu,Ýhsangazi,,0.0,0.0,,belirsiz
Kastamonu,Küre,,0.0,0.0,,belirsiz
Kastamonu,Pýnarbaþý,,0.13704958283407365,0.0,,belirsiz
Kastamonu,Seydiler,,0.0,0.0,,belirsiz
Kastamonu,Þenpazar,,0.0,0.0,,belirsiz
Kayseri,Akkýþla,,0.45890302593161847,0.0,,belirsiz
Kayseri,Felahiye,,0.6066134743052469,1.0,,belirsiz
Kayseri,Ýncesu,,1.5489157552946329,2.0,,belirsiz
Kayseri,Özvatan,,0.08950242182874613,0.0,,belirsiz
Kayseri,Sarýoðlan,,0.9352089723849448,1.0,,belirsiz
Kayseri,Sarýz,,0.833065140571327,1.0,,belirsiz
Kayseri,Yahyalý,,1.7108109486416145,2.0,,belirsiz
Kýrýkkale,Bahþýlý,,1.3882357447644975,1.0,,belirsiz
Kýrýkkale,Balýþeyh,,0.0,0.0,,belirsiz
Kýrýkkale,Çelebi,,0.0,0.0,,belirsiz
Kýrýkkale,Delice,,0.5653287683130372,1.0,,belirsiz
Kýrýkkale,Karakeçili,,0.0,0.0,,belirsiz
Kýrýkkale,Sulakyurt,,0.0,0.0,,belirsiz
Kýrýkkale,Yahþihan,,1.9823334865741755,2.0,,belirsiz
Kýrklareli,Demirköy,,0.5846605444243291,1.0,,belirsiz
Kýrklareli,Kofçaz,,0.0,0.0,,belirsiz
Kýrklareli,Pehlivanköy,,0.0,0.0,,belirsiz
Kýrklareli,Pýnarhisar,,1.112337332963779,1.0,,belirsiz
Kýrþehir,Akçakent,,0.0,0.0,,belirsiz
Kýrþehir,Akpýnar,,0.0,0.0,,belirsiz
Kýrþehir,Boztepe,,0.0,0.0,,belirsiz
Kýrþehir,Çiçekdaðý,,0.6505143960972433,1.0,,belirsiz
Kýrþehir,Mucur,,1.037886137809814,1.0,,belirsiz
Kilis,Elbeyli,,0.0,0.0,,belirsiz
Kilis,Musabeyli,,0.0,0.0,,belirsiz
Kilis,Polateli,,0.0,0.0,,belirsiz
Konya,Ahýrlý,,0.07823906254168955,0.0,,belirsiz
Konya,Akören,,0.4661422682370273,0.0,,belirsiz
Konya,Çeltik,,0.9241580496936859,1.0,,belirsiz
Konya,Derbent,,0.07333036109678304,0.0,,belirsiz
Konya,Derebucak,,0.5299575973509194,1.0,,belirsiz
Konya,Doðanhisar,,0.9389635412634423,1.0,,belirsiz
Konya,Emirgazi,,0.49608168884993153,0.0,,belirsiz
Konya,Güneysýnýr,,0.7188394777839506,1.0,,belirsiz
Konya,Hadim,,0.8117504703911926,1.0,,belirsiz
Konya,Halkapýnar,,0.19921508496034024,0.0,,belirsiz
Konya,Sarayönü,,1.5131670922111145,2.0,,belirsiz
Konya,Taþkent,,0.4687139742906914,0.0,,belirsiz
Konya,Tuzlukçu,,0.5790146643210128,1.0,,belirsiz
Konya,Yalýhüyük,,0.0,0.0,,belirsiz
Konya,Yunak,,1.1512368334490053,1.0,,belirsiz
Kütahya,Altýntaþ,,0.39264823201855004,0.0,,belirsiz
Kütahya,Aslanapa,,0.0,0.0,,belirsiz
Kütahya,Çavdarhisar,,0.0,0.0,,belirsiz
Kütahya,Domaniç,,0.7257838371954426,1.0,,belirsiz
Kütahya,Dumlupýnar,,0.0,0.0,,belirsiz
Kütahya,Emet,,1.2031008318340484,1.0,,belirsiz
Kütahya,Hisarcýk,,0.3277910849320409,0.0,,belirsiz
Kütahya,Pazarlar,,0.0,0.0,,belirsiz
Kütahya,Þaphane,,0.0,0.0,,belirsiz
Malatya,Arapgir,,0.9078666869443746,1.0,,belirsiz
Malatya,Arguvan,,0.6994096667031728,1.0,,belirsiz
Malatya,Doðanyol,,0.4034026181838275,0.0,,belirsiz
Malatya,Hekimhan,,1.217894489864789,1.0,,belirsiz
Malatya,Kuluncak,,0.7645302028973502,1.0,,belirsiz
Malatya,Pütürge,,1.019913948312365,1.0,,belirsiz
Malatya,Yazýhan,,1.0524897452962003,1.0,,belirsiz
Manisa,Demirci,,1.8495575545377256,2.0,,belirsiz
Manisa,Selendi,,1.1450013384436857,1.0,,belirsiz
Mardin,Nusaybin,,2.0274609035002484,2.0,,belirsiz
Mardin,Ömerli,,1.1097239628169469,1.0,,belirsiz
Mardin,Savur,,1.0173988212003335,1.0,,belirsiz
Mardin,Yeþilli,,0.7343827954994588,1.0,,belirsiz
Mersin,Çamlýyayla,,0.9582029318231569,1.0,,belirsiz
Mersin,Mut,,1.6590009911893644,2.0,,belirsiz
Muðla,Kavaklýdere,,0.9391284486434803,1.0,,belirsiz
Muðla,Yataðan,,2.051754555289537,2.0,,belirsiz
Muþ,Bulanýk,,1.0063088607947428,1.0,,belirsiz
Muþ,Hasköy,,0.8584062076063876,1.0,,belirsiz
Muþ,Korkut,,0.39748383928803666,0.0,,belirsiz
Nevþehir,Acýgöl,,0.9639151367947347,1.0,,belirsiz
Nevþehir,Derinkuyu,,0.9748354821571033,1.0,,belirsiz
Nevþehir,Hacýbektaþ,,0.42311151681116765,0.0,,belirsiz
Nevþehir,Kozaklý,,0.7174833960312585,1.0,,belirsiz
Niðde,Altunhisar,,0.7366627614336871,1.0,,belirsiz
Niðde,Bor,,1.7688883162996007,2.0,,belirsiz
Niðde,Çamardý,,0.04556463954995227,0.0,,belirsiz
Niðde,Çiftlik,,0.9890090140570007,1.0,,belirsiz
Niðde,Ulukýþla,,0.6906568111784104,1.0,,belirsiz
Ordu,Akkuþ,,1.187412841892054,1.0,,belirsiz
Ordu,Çamaþ,,0.8004092504279772,1.0,,belirsiz
Ordu,Çatalpýnar,,0.8841829112438173,1.0,,belirsiz
Ordu,Çaybaþý,,0.8266285690438062,1.0,,belirsiz
Ordu,Gülyalý,,0.7569555763024876,1.0,,belirsiz
Ordu,Gürgentepe,,0.9947796889296714,1.0,,belirsiz
Ordu,Ýkizce,,0.8510715677236607,1.0,,belirsiz
Ordu,Kabadüz,,0.734228741626608,1.0,,belirsiz
Ordu,Kabataþ,,0.8029915319452914,1.0,,belirsiz
Ordu,Korgan,,1.0925192856927128,1.0,,belirsiz
Ordu,Mesudiye,,0.920640026853194,1.0,,belirsiz
Ordu,Ulubey,,1.0552356933913556,1.0,,belirsiz
Osmaniye,Hasanbeyli,,0.0,0.0,,belirsiz
Osmaniye,Sumbas,,0.33476305178963983,0.0,,belirsiz
Osmaniye,Toprakkale,,1.282150873935044,1.0,,belirsiz
Rize,Ardeþen,,1.4744735480588904,1.0,,belirsiz
Rize,Çamlýhemþin,,0.12031232098185773,0.0,,belirsiz
Rize,Çayeli,,1.330062464500318,1.0,,belirsiz
Rize,Derepazarý,,0.3601239297866208,0.0,,belirsiz
Rize,Fýndýklý,,0.9114140672392343,1.0,,belirsiz
Rize,Güneysu,,0.7249964548222105,1.0,,belirsiz
Rize,Hemþin,,0.0,0.0,,belirsiz
Rize,Ýkizdere,,0.0,0.0,,belirsiz
Rize,Ýyidere,,0.6037699814933664,1.0,,belirsiz
Rize,Kalkandere,,0.6705273773734075,1.0,,belirsiz
Rize,Pazar,,1.0978561517586978,1.0,,belirsiz
Sakarya,Ferizli,,1.3261975129862207,1.0,,belirsiz
Sakarya,Hendek,,2.430209203558105,2.0,,belirsiz
Sakarya,Karapürçek,,0.917020996639049,1.0,,belirsiz
Sakarya,Taraklý,,0.7245729270392087,1.0,,belirsiz
Samsun,Alaçam,,1.4837778944555413,1.0,,belirsiz
Samsun,Asarcýk,,0.9404566542180315,1.0,,belirsiz
Samsun,Ayvacýk,,0.9503306109108687,1.0,,belirsiz
Samsun,Çarþamba,,3.099469375338571,3.0,,belirsiz
Samsun,Kavak,,1.4006518422144811,1.0,,belirsiz
Samsun,Ladik,,1.1159016269231752,1.0,,belirsiz
Samsun,Salýpazarý,,1.3727655938952483,1.0,,belirsiz
Siirt,Baykan,,0.7168823770591555,1.0,,belirsiz
Siirt,Eruh,,0.5876589814709403,1.0,,belirsiz
Siirt,Kurtalan,,1.320291506225257,1.0,,belirsiz
Siirt,Pervari,,0.5335802255321713,1.0,,belirsiz
Siirt,Þirvan,,0.22532512763413193,0.0,,belirsiz
Siirt,Tillo,,0.0,0.0,,belirsiz
Sinop,Ayancýk,,1.0490509607178278,1.0,,belirsiz
Sinop,Dikmen,,0.0,0.0,,belirsiz
Sinop,Duraðan,,0.6457939348111066,1.0,,belirsiz
Sinop,Erfelek,,0.3199183348666388,0.0,,belirsiz
Sinop,Saraydüzü,,0.0,0.0,,belirsiz
Sinop,Türkeli,,0.6956729284145982,1.0,,belirsiz
Sivas,Akýncýlar,,0.0,0.0,,belirsiz
Sivas,Altýnyayla,,0.32501046691871593,0.0,,belirsiz
Sivas,Divriði,,0.9892439547280723,1.0,,belirsiz
Sivas,Doðanþar,,0.0,0.0,,belirsiz
Sivas,Gemerek,,1.0658747075388906,1.0,,belirsiz
Sivas,Gölova,,0.0,0.0,,belirsiz
Sivas,Hafik,,0.0,0.0,,belirsiz
Sivas,Ýmranlý,,0.0770994777167755,0.0,,belirsiz
Sivas,Kangal,,0.8005453085246854,1.0,,belirsiz
Sivas,Koyulhisar,,0.18252406487008033,0.0,,belirsiz
Sivas,Suþehri,,1.3097803362013831,1.0,,belirsiz
Sivas,Þarkýþla,,1.3580591345976587,1.0,,belirsiz
Sivas,Ulaþ,,0.0,0.0,,belirsiz
Sivas,Zara,,0.7974013521722574,1.0,,belirsiz
Þanlýurfa,Ceylanpýnar,,2.061125663435895,2.0,,belirsiz
Þanlýurfa,Suruç,,1.9986389066969403,2.0,,belirsiz
Þýrnak,Beytüþþebap,,0.4926698678254007,0.0,,belirsiz
Þýrnak,Güçlükonak,,0.44477690579863083,0.0,,belirsiz
Þýrnak,Ýdil,,1.3499881846614774,1.0,,belirsiz
Þýrnak,Uludere,,1.0966864938873426,1.0,,belirsiz
Tokat,Almus,,1.18129510312635,1.0,,belirsiz
Tokat,Artova,,0.2406720656778698,0.0,,belirsiz
Tokat,Baþçiftlik,,0.5780912593568175,1.0,,belirsiz
Tokat,Pazar,,0.8177190033258439,1.0,,belirsiz
Tokat,Reþadiye,,1.3691797968955943,1.0,,belirsiz
Tokat,Sulusaray,,0.3632129878064059,0.0,,belirsiz
Tokat,Turhal,,2.3998410113381845,2.0,,belirsiz
Tokat,Yeþilyurt,,0.48288740055840895,0.0,,belirsiz
Trabzon,Çarþýbaþý,,1.1164317062164804,1.0,,belirsiz
Trabzon,Çaykara,,1.0111905941464823,1.0,,belirsiz
Trabzon,Dernekpazarý,,0.5019077568335493,1.0,,belirsiz
Trabzon,Düzköy,,0.8979005583972715,1.0,,belirsiz
Trabzon,Hayrat,,0.6916623710961791,1.0,,belirsiz
Trabzon,Köprübaþý,,0.369551989824334,0.0,,belirsiz
Trabzon,Þalpazarý,,0.9146476796673673,1.0,,belirsiz
Trabzon,Tonya,,0.8977646608743597,1.0,,belirsiz
Tunceli,Çemiþgezek,,0.0,0.0,,belirsiz
Tunceli,Hozat,,0.13833010508637456,0.0,,belirsiz
Tunceli,Mazgirt,,0.0637868362317211,0.0,,belirsiz
Tunceli,Ovacýk,,0.42952741935259287,0.0,,belirsiz
Tunceli,Pertek,,0.7347913240182122,1.0,,belirsiz
Tunceli,Pülümür,,0.0,0.0,,belirsiz
Uþak,Karahallý,,0.7608315517567319,1.0,,belirsiz
Van,Bahçesaray,,0.5904881793183798,1.0,,belirsiz
Van,Baþkale,,0.8771811057609504,1.0,,belirsiz
Van,Çatak,,0.7126473322233906,1.0,,belirsiz
Van,Özalp,,1.137261419515525,1.0,,belirsiz
Van,Saray,,0.7170340518566571,1.0,,belirsiz
Yalova,Armutlu,,1.1135898121194416,1.0,,belirsiz
Yalova,Termal,,0.38590883732659576,0.0,,belirsiz
Yozgat,Aydýncýk,,0.4160554734114794,0.0,,belirsiz
Yozgat,Boðazlýyan,,1.4540462772453884,1.0,,belirsiz
Yozgat,Çandýr,,0.026641253472722948,0.0,,belirsiz
Yozgat,Çayýralan,,0.6674904604602938,1.0,,belirsiz
Yozgat,Çekerek,,0.9001888247908152,1.0,,belirsiz
Yozgat,Kadýþehri,,0.6889120875715897,1.0,,belirsiz
Yozgat,Saraykent,,0.7208313937167765,1.0,,belirsiz
Yozgat,Yenifakýlý,,0.0,0.0,,belirsiz
Zonguldak,Gökçebey,,1.1817267960789972,1.0,,belirsiz
