il_adi,ilce_adi,gida_muhendisi,gida_tahmini_norm,gida_tahmini_norm_yuvarlak,gida_norm_farki,gida_durumu
Çanakkale,Yenice,1.0,1.4613895047369938,1.0,-0.4613895047369938,dengede
Gümüþhane,Kelkit,1.0,1.466590440332199,1.0,-0.466590440332199,dengede
Giresun,Tirebolu,1.0,1.4673228633559225,1.0,-0.46732286335592255,dengede
Adana,Karataþ,1.0,1.4676633113236106,1.0,-0.4676633113236106,dengede
Bursa,Nilüfer,10.0,10.478483185681483,10.0,-0.4784831856814833,dengede
Adana,Ýmamoðlu,1.0,1.4827019381334539,1.0,-0.48270193813345386,dengede
Ýzmir,Bornova,10.0,10.48274496628261,10.0,-0.48274496628260977,dengede
Sakarya,Karasu,2.0,2.482827420509941,2.0,-0.482827420509941,dengede
Kýrþehir,Kaman,1.0,1.484790072832489,1.0,-0.484790072832489,dengede
Antalya,Kumluca,2.0,2.4912069990309815,2.0,-0.49120699903098153,dengede
Düzce,Kaynaþlý,1.0,1.4950034011056572,1.0,-0.4950034011056572,dengede
Bursa,Yýldýrým,9.0,9.498632040680043,9.0,-0.4986320406800431,dengede
Denizli,Çivril,2.0,2.5025593361963496,3.0,-0.5025593361963496,dengede
Tekirdað,Kapaklý,2.0,2.510600427356933,3.0,-0.5106004273569331,dengede
Sinop,Boyabat,1.0,1.5119855266006506,2.0,-0.5119855266006506,dengede
Ordu,Perþembe,1.0,1.5207793331396942,2.0,-0.5207793331396942,dengede
Antalya,Kaþ,2.0,2.524957710263156,3.0,-0.524957710263156,dengede
Kayseri,Bünyan,1.0,1.5393155717189622,2.0,-0.5393155717189622,dengede
Ýzmir,Tire,3.0,3.5458869075220703,4.0,-0.5458869075220703,dengede
Afyonkarahisar,Þuhut,1.0,1.5475784309352638,2.0,-0.5475784309352638,dengede
Yalova,Altýnova,1.0,1.5614375621617822,2.0,-0.5614375621617822,dengede
Mersin,Bozyazý,1.0,1.5641849421538958,2.0,-0.5641849421538958,dengede
Zonguldak,Çaycuma,2.0,2.5667790351504083,3.0,-0.5667790351504083,dengede
Konya,Bozkýr,1.0,1.571376873966648,2.0,-0.571376873966648,dengede
Samsun,Havza,1.0,1.5723848087330832,2.0,-0.5723848087330832,dengede
Bursa,Yeniþehir,2.0,2.573277092858662,3.0,-0.5732770928586621,dengede
Yozgat,Yerköy,1.0,1.5734851123258597,2.0,-0.5734851123258597,dengede
Aydýn,Kuyucak,1.0,1.5770993567112341,2.0,-0.5770993567112341,dengede
Þanlýurfa,Bozova,1.0,1.5779736006212575,2.0,-0.5779736006212575,dengede
Konya,Kadýnhaný,1.0,1.5799157671826434,2.0,-0.5799157671826434,dengede
Kastamonu,Taþköprü,1.0,1.5808348347742014,2.0,-0.5808348347742014,dengede
Erzurum,Yakutiye,5.0,5.581324029108728,6.0,-0.5813240291087283,dengede
Denizli,Merkezefendi,6.0,6.58766334113856,7.0,-0.5876633411385601,dengede
Adýyaman,Gölbaþý,1.0,1.5882571426391456,2.0,-0.5882571426391456,dengede
Malatya,Doðanþehir,1.0,1.588762437576679,2.0,-0.5887624375766789,dengede
Ýzmir,Gaziemir,3.0,3.589180879006204,4.0,-0.5891808790062041,dengede
Denizli,Buldan,1.0,1.599879077667696,2.0,-0.5998790776676961,dengede
Nevþehir,Avanos,1.0,1.6003609045378049,2.0,-0.6003609045378049,dengede
Malatya,Darende,1.0,1.604768803138146,2.0,-0.604768803138146,dengede
Ankara,Kýzýlcahamam,1.0,1.6090625735326736,2.0,-0.6090625735326736,dengede
Erzurum,Oltu,1.0,1.625354022718521,2.0,-0.625354022718521,dengede
Çorum,Sungurlu,1.0,1.628401133667853,2.0,-0.628401133667853,dengede
Uþak,Eþme,1.0,1.6363661756662662,2.0,-0.6363661756662662,dengede
Hatay,Hassa,1.0,1.6376428467932649,2.0,-0.6376428467932649,dengede
Burdur,Gölhisar,1.0,1.6403598180913093,2.0,-0.6403598180913093,dengede
Sakarya,Pamukova,1.0,1.6426836450203113,2.0,-0.6426836450203113,dengede
Hatay,Belen,1.0,1.644027558937012,2.0,-0.6440275589370119,dengede
Malatya,Akçadað,1.0,1.6498402737684281,2.0,-0.6498402737684281,dengede
Kastamonu,Tosya,1.0,1.6507851570257466,2.0,-0.6507851570257466,dengede
Balýkesir,Kepsut,1.0,1.6552763403951745,2.0,-0.6552763403951745,dengede
Gaziantep,Oðuzeli,1.0,1.6621818646369964,2.0,-0.6621818646369964,dengede
Ýzmir,Torbalý,4.0,4.672635756319602,5.0,-0.6726357563196022,dengede
Kýrklareli,Vize,1.0,1.6794979765932492,2.0,-0.6794979765932492,dengede
Denizli,Serinhisar,1.0,1.6801214851387443,2.0,-0.6801214851387443,dengede
Hatay,Erzin,1.0,1.682057863640224,2.0,-0.6820578636402239,dengede
Hatay,Defne,2.0,2.7001341156131407,3.0,-0.7001341156131407,dengede
Çanakkale,Çan,1.0,1.7008673834031913,2.0,-0.7008673834031913,dengede
Uþak,Banaz,1.0,1.7023126137864335,2.0,-0.7023126137864335,dengede
Düzce,Akçakoca,1.0,1.7044303036943214,2.0,-0.7044303036943214,dengede
Ýzmir,Menemen,4.0,4.72319532948267,5.0,-0.7231953294826701,dengede
Tokat,Zile,1.0,1.7377803896941986,2.0,-0.7377803896941986,dengede
Amasya,Suluova,1.0,1.7444018963147412,2.0,-0.7444018963147412,dengede
Hatay,Yayladaðý,1.0,1.7456576052749417,2.0,-0.7456576052749417,dengede
Sakarya,Adapazarý,5.0,5.7473389605684755,6.0,-0.7473389605684755,dengede
Bursa,Kestel,2.0,2.7537315871944283,3.0,-0.7537315871944283,dengede
Tekirdað,Saray,1.0,1.7574606809272655,2.0,-0.7574606809272655,dengede
Aydýn,Sultanhisar,1.0,1.7580057059532561,2.0,-0.7580057059532561,dengede
Sakarya,Geyve,1.0,1.7768908699663015,2.0,-0.7768908699663015,dengede
Bursa,Mustafakemalpaþa,3.0,3.7782076899829518,4.0,-0.7782076899829518,dengede
Antalya,Döþemealtý,2.0,2.783172554198713,3.0,-0.7831725541987131,dengede
Ýzmir,Buca,9.0,9.785994010814388,10.0,-0.7859940108143881,dengede
Hatay,Altýnözü,1.0,1.7864699777445052,2.0,-0.7864699777445052,dengede
Muðla,Datça,1.0,1.805977028350883,2.0,-0.8059770283508829,dengede
Balýkesir,Sýndýrgý,1.0,1.8131576829247336,2.0,-0.8131576829247336,dengede
Kocaeli,Kandýra,1.0,1.8150383919991817,2.0,-0.8150383919991817,dengede
Adýyaman,Besni,1.0,1.820937060155516,2.0,-0.8209370601555159,dengede
Isparta,Yalvaç,1.0,1.8238026573905946,2.0,-0.8238026573905946,dengede
Manisa,Soma,2.0,2.826236880610098,3.0,-0.8262368806100979,dengede
Ankara,Nallýhan,1.0,1.8328164430124656,2.0,-0.8328164430124656,dengede
Hakkari,Yüksekova,1.0,1.8392706312358353,2.0,-0.8392706312358353,dengede
Ýzmir,Çeþme,2.0,2.845717669141301,3.0,-0.8457176691413011,dengede
Ýzmir,Kiraz,1.0,1.847123471194274,2.0,-0.8471234711942739,dengede
Çorum,Osmancýk,1.0,1.8557057668418124,2.0,-0.8557057668418124,dengede
Ankara,Þereflikoçhisar,1.0,1.8674787725317255,2.0,-0.8674787725317255,dengede
Manisa,Akhisar,4.0,4.86815322534678,5.0,-0.8681532253467799,dengede
Yalova,Çýnarcýk,1.0,1.8784714087714947,2.0,-0.8784714087714947,dengede
Tekirdað,Þarköy,1.0,1.8802709301512945,2.0,-0.8802709301512945,dengede
Yalova,Çiftlikköy,1.0,1.9025240230236318,2.0,-0.9025240230236318,dengede
Kocaeli,Darýca,2.0,2.9051592954479464,3.0,-0.9051592954479464,dengede
Denizli,Honaz,1.0,1.9123625644195221,2.0,-0.9123625644195221,dengede
Sakarya,Arifiye,1.0,1.9128654331173118,2.0,-0.9128654331173118,dengede
Konya,Akþehir,2.0,2.9359965224363926,3.0,-0.9359965224363926,dengede
Manisa,Kýrkaðaç,1.0,1.9378582655123064,2.0,-0.9378582655123064,dengede
Gaziantep,Þahinbey,10.0,10.938498512101315,11.0,-0.9384985121013152,dengede
Ýstanbul,Ümraniye,8.0,8.948351986724669,9.0,-0.9483519867246688,dengede
Edirne,Uzunköprü,1.0,1.971038656443826,2.0,-0.971038656443826,dengede
Diyarbakýr,Silvan,1.0,1.9786752966597783,2.0,-0.9786752966597783,dengede
Hatay,Samandað,2.0,2.98025096437731,3.0,-0.9802509643773099,dengede
Antalya,Elmalý,1.0,1.981288121225351,2.0,-0.981288121225351,dengede
Konya,Kulu,1.0,1.9883849040091972,2.0,-0.9883849040091972,dengede
Çanakkale,Biga,2.0,3.0307185346066725,3.0,-1.0307185346066725,norm_eksigi
Ordu,Ünye,2.0,3.0566037310937135,3.0,-1.0566037310937135,norm_eksigi
Þýrnak,Cizre,1.0,2.0573183348021526,2.0,-1.0573183348021526,norm_eksigi
Ýstanbul,Sultangazi,5.0,6.059088688410948,6.0,-1.0590886884109478,dengede
Balýkesir,Bigadiç,1.0,2.065200163370582,2.0,-1.0652001633705819,norm_eksigi
Bursa,Orhangazi,2.0,3.0788892588785406,3.0,-1.0788892588785406,norm_eksigi
Manisa,Kula,1.0,2.0974609862783136,2.0,-1.0974609862783136,norm_eksigi
Hatay,Kýrýkhan,1.0,2.103795717845086,2.0,-1.103795717845086,norm_eksigi
Van,Edremit,1.0,2.1043058401097596,2.0,-1.1043058401097596,norm_eksigi
Kahramanmaraþ,Türkoðlu,1.0,2.1057100134882933,2.0,-1.1057100134882933,norm_eksigi
Nevþehir,Ürgüp,1.0,2.1176956209392577,2.0,-1.1176956209392577,norm_eksigi
Denizli,Tavas,1.0,2.1309467518274747,2.0,-1.1309467518274747,norm_eksigi
Ýzmir,Kemalpaþa,2.0,3.1631085257245495,3.0,-1.1631085257245495,norm_eksigi
Afyonkarahisar,Dinar,1.0,2.1674186573060314,2.0,-1.1674186573060314,norm_eksigi
Tekirdað,Çerkezköy,2.0,3.1708173954076933,3.0,-1.1708173954076933,norm_eksigi
Manisa,Saruhanlý,1.0,2.17328665091203,2.0,-1.17328665091203,norm_eksigi
Hatay,Dörtyol,2.0,3.1849587020476338,3.0,-1.1849587020476338,norm_eksigi
Hatay,Arsuz,2.0,3.1897192704875947,3.0,-1.1897192704875947,norm_eksigi
Afyonkarahisar,Sandýklý,1.0,2.2045867705766855,2.0,-1.2045867705766855,norm_eksigi
Aydýn,Germencik,1.0,2.2143124880053255,2.0,-1.2143124880053255,norm_eksigi
Diyarbakýr,Kayapýnar,4.0,5.222991379548375,5.0,-1.2229913795483753,norm_eksigi
Osmaniye,Kadirli,2.0,3.2370124220164094,3.0,-1.2370124220164094,norm_eksigi
Ýstanbul,Gaziosmanpaþa,5.0,6.254637248340062,6.0,-1.254637248340062,norm_eksigi
Ýzmir,Bayýndýr,1.0,2.2587852828680903,2.0,-1.2587852828680903,norm_eksigi
Bursa,Osmangazi,15.0,16.26112960770744,16.0,-1.2611296077074385,dengede
Ankara,Altýndað,8.0,9.26649978289046,9.0,-1.2664997828904596,dengede
Ýstanbul,Esenyurt,6.0,7.282381559761943,7.0,-1.2823815597619426,dengede
Erzurum,Aziziye,1.0,2.2961712695640717,2.0,-1.2961712695640717,norm_eksigi
Þýrnak,Silopi,1.0,2.298880597905877,2.0,-1.2988805979058768,norm_eksigi
Mardin,Midyat,1.0,2.303738458855925,2.0,-1.3037384588559249,norm_eksigi
Tokat,Niksar,1.0,2.338893591426112,2.0,-1.3388935914261122,norm_eksigi
Kayseri,Talas,2.0,3.3668572860838437,3.0,-1.3668572860838437,norm_eksigi
Kocaeli,Çayýrova,1.0,2.367480587141574,2.0,-1.367480587141574,norm_eksigi
Konya,Beyþehir,1.0,2.3810856612111193,2.0,-1.3810856612111193,norm_eksigi
Van,Erciþ,1.0,2.385058440332648,2.0,-1.385058440332648,norm_eksigi
Ýstanbul,Güngören,3.0,4.387447323838381,4.0,-1.3874473238383809,norm_eksigi
Sakarya,Akyazý,1.0,2.3971514536719996,2.0,-1.3971514536719996,norm_eksigi
Ýstanbul,Arnavutköy,3.0,4.405123874533042,4.0,-1.405123874533042,norm_eksigi
Kahramanmaraþ,Dulkadiroðlu,2.0,3.415836460495216,3.0,-1.4158364604952158,norm_eksigi
Ýstanbul,Bahçelievler,7.0,8.421858291581996,8.0,-1.4218582915819962,dengede
Kahramanmaraþ,Onikiþubat,4.0,5.429261720490938,5.0,-1.4292617204909384,norm_eksigi
Aydýn,Çine,1.0,2.4615150942356046,2.0,-1.4615150942356046,norm_eksigi
Þanlýurfa,Viranþehir,1.0,2.4626254964579752,2.0,-1.4626254964579752,norm_eksigi
Ýstanbul,Avcýlar,5.0,6.513159167796422,7.0,-1.513159167796422,norm_eksigi
Mardin,Artuklu,2.0,3.513445211900538,4.0,-1.513445211900538,norm_eksigi
Balýkesir,Ayvalýk,2.0,3.5141252249877164,4.0,-1.5141252249877164,norm_eksigi
Tekirdað,Çorlu,3.0,4.519479497299091,5.0,-1.5194794972990913,norm_eksigi
Balýkesir,Edremit,3.0,4.520534895031346,5.0,-1.5205348950313464,norm_eksigi
Karabük,Safranbolu,1.0,2.5591235444177762,3.0,-1.5591235444177762,norm_eksigi
Samsun,Vezirköprü,1.0,2.5624812402714063,3.0,-1.5624812402714063,norm_eksigi
Kocaeli,Baþiskele,1.0,2.5961970644686727,3.0,-1.5961970644686727,norm_eksigi
Manisa,Alaþehir,1.0,2.603055052831413,3.0,-1.603055052831413,norm_eksigi
Ankara,Beypazarý,1.0,2.680532455265824,3.0,-1.680532455265824,norm_eksigi
Kocaeli,Kartepe,1.0,2.77131679170189,3.0,-1.77131679170189,norm_eksigi
Þanlýurfa,Siverek,1.0,2.7975636688059256,3.0,-1.7975636688059256,norm_eksigi
Ordu,Altýnordu,3.0,4.826135355389943,5.0,-1.826135355389943,norm_eksigi
Ordu,Fatsa,1.0,2.834335187661299,3.0,-1.8343351876612992,norm_eksigi
Mersin,Silifke,2.0,3.938630800387201,4.0,-1.9386308003872008,norm_eksigi
Samsun,Bafra,2.0,3.9884403944881215,4.0,-1.9884403944881215,norm_eksigi
Ankara,Polatlý,2.0,4.046622676175129,4.0,-2.0466226761751294,norm_eksigi
Mardin,Kýzýltepe,1.0,3.0542485618198523,3.0,-2.0542485618198523,norm_eksigi
Kütahya,Tavþanlý,1.0,3.1442883814335634,3.0,-2.1442883814335634,norm_eksigi
Gaziantep,Þehitkamil,10.0,12.190285539565224,12.0,-2.190285539565224,dengede
Malatya,Yeþilyurt,3.0,5.201465090373218,5.0,-2.201465090373218,norm_eksigi
Ankara,Sincan,7.0,9.404193361718953,9.0,-2.404193361718953,norm_eksigi
Ýstanbul,Fatih,6.0,8.409844019860277,8.0,-2.4098440198602766,norm_eksigi
Ýstanbul,Küçükçekmece,7.0,9.467266354895507,9.0,-2.467266354895507,norm_eksigi
Ýstanbul,Beyoðlu,2.0,4.998361618113545,5.0,-2.9983616181135453,norm_eksigi
Ankara,Mamak,7.0,10.002816417421272,10.0,-3.002816417421272,norm_eksigi
Aydýn,Efeler,4.0,7.246153558943375,7.0,-3.2461535589433748,norm_eksigi
Van,Ýpekyolu,2.0,5.6612306117857845,6.0,-3.6612306117857845,norm_eksigi
Ankara,Çankaya,21.0,25.05354624541471,25.0,-4.0535462454147115,dengede
Ýstanbul,Baðcýlar,6.0,10.56481698988824,11.0,-4.564816989888239,norm_eksigi
Bingöl,Kiðý,,0.01070301310148869,0.0,,belirsiz
Bingöl,Solhan,,0.9708815454716171,1.0,,belirsiz
Adana,Feke,,0.9122917506256192,1.0,,belirsiz
Adana,Saimbeyli,,0.9031381963412257,1.0,,belirsiz
Adana,Tufanbeyli,,0.9552226334806408,1.0,,belirsiz
Adýyaman,Çelikhan,,0.7992872367019266,1.0,,belirsiz
Adýyaman,Gerger,,0.0,0.0,,belirsiz
Adýyaman,Samsat,,0.0,0.0,,belirsiz
Adýyaman,Sincik,,0.5052449829226306,1.0,,belirsiz
Adýyaman,Tut,,0.0,0.0,,belirsiz
Afyonkarahisar,Baþmakçý,,0.6449211920184377,1.0,,belirsiz
Afyonkarahisar,Bayat,,0.2000671683469828,0.0,,belirsiz
Afyonkarahisar,Çobanlar,,0.850437579828693,1.0,,belirsiz
Afyonkarahisar,Dazkýrý,,0.6539709454509004,1.0,,belirsiz
Afyonkarahisar,Emirdað,,1.4810379179729933,1.0,,belirsiz
Afyonkarahisar,Evciler,,0.19150156859789957,0.0,,belirsiz
Afyonkarahisar,Hocalar,,0.0,0.0,,belirsiz
Afyonkarahisar,Ýhsaniye,,1.135482338935367,1.0,,belirsiz
Afyonkarahisar,Kýzýlören,,0.0,0.0,,belirsiz
Afyonkarahisar,Sultandaðý,,0.9444510283911094,1.0,,belirsiz
Aðrý,Diyadin,,1.1019918599816405,1.0,,belirsiz
Aðrý,Eleþkirt,,0.8254374229214614,1.0,,belirsiz
Aðrý,Hamur,,0.11622703906065768,0.0,,belirsiz
Aðrý,Patnos,,1.5246736812076416,2.0,,belirsiz
Aðrý,Taþlýçay,,0.5672413427423408,1.0,,belirsiz
Aksaray,Aðaçören,,0.0,0.0,,belirsiz
Aksaray,Gülaðaç,,0.9337303421851333,1.0,,belirsiz
Aksaray,Güzelyurt,,0.5738133357494997,1.0,,belirsiz
Aksaray,Sarýyahþi,,0.018618347548010394,0.0,,belirsiz
Amasya,Göynücek,,0.3817767066582789,0.0,,belirsiz
Amasya,Gümüþhacýköy,,1.427660325357482,1.0,,belirsiz
Amasya,Hamamözü,,0.0,0.0,,belirsiz
Amasya,Taþova,,1.2944758961167198,1.0,,belirsiz
Ankara,Çamlýdere,,0.8657765564141853,1.0,,belirsiz
Ankara,Evren,,0.0,0.0,,belirsiz
Ankara,Güdül,,0.9275603112390787,1.0,,belirsiz
Antalya,Akseki,,0.8599560948300748,1.0,,belirsiz
Antalya,Ýbradý,,0.32091591064424696,0.0,,belirsiz
Ardahan,Çýldýr,,0.0,0.0,,belirsiz
Ardahan,Damal,,0.15445041475427246,0.0,,belirsiz
Ardahan,Göle,,0.6503709550829542,1.0,,belirsiz
Ardahan,Hanak,,0.08389859241772646,0.0,,belirsiz
Ardahan,Posof,,0.0,0.0,,belirsiz
Artvin,Ardanuç,,0.4817405034964719,0.0,,belirsiz
Artvin,Borçka,,0.8813817593700355,1.0,,belirsiz
Artvin,Murgul,,0.4446712324469644,0.0,,belirsiz
Aydýn,Bozdoðan,,1.9291172159136598,2.0,,belirsiz
Aydýn,Buharkent,,1.1159768891035453,1.0,,belirsiz
Aydýn,Karpuzlu,,0.9991734915574266,1.0,,belirsiz
Aydýn,Koçarlý,,1.6095377084420344,2.0,,belirsiz
Balýkesir,Balya,,1.1420840694425496,1.0,,belirsiz
Balýkesir,Dursunbey,,1.8994556984588726,2.0,,belirsiz
Balýkesir,Ývrindi,,1.8321422285174556,2.0,,belirsiz
Balýkesir,Savaþtepe,,1.2367019840524858,1.0,,belirsiz
Balýkesir,Susurluk,,1.8887781252048954,2.0,,belirsiz
Bartýn,Kurucaþile,,0.0,0.0,,belirsiz
Bartýn,Ulus,,1.054297744858101,1.0,,belirsiz
Batman,Gercüþ,,0.45444949839011795,0.0,,belirsiz
Batman,Hasankeyf,,0.18680640224042167,0.0,,belirsiz
Bayburt,Aydýntepe,,0.0,0.0,,belirsiz
Bayburt,Demirözü,,0.4314954758666789,0.0,,belirsiz
Bilecik,Gölpazarý,,0.6121640462760842,1.0,,belirsiz
Bilecik,Ýnhisar,,0.0,0.0,,belirsiz
Bilecik,Pazaryeri,,0.6087700070023274,1.0,,belirsiz
Bilecik,Söðüt,,0.999165253225756,1.0,,belirsiz
Bilecik,Yenipazar,,0.0,0.0,,belirsiz
Bingöl,Adaklý,,0.013118640931046865,0.0,,belirsiz
Bingöl,Genç,,0.9754727536044285,1.0,,belirsiz
Bingöl,Karlýova,,0.6067436987532822,1.0,,belirsiz
Bingöl,Yayladere,,0.0,0.0,,belirsiz
Bingöl,Yedisu,,0.0,0.0,,belirsiz
Bitlis,Adilcevaz,,0.9390532818986541,1.0,,belirsiz
Bitlis,Ahlat,,1.395917800360576,1.0,,belirsiz
Bitlis,Güroymak,,1.0386503444984694,1.0,,belirsiz
Bitlis,Hizan,,0.9540884059166825,1.0,,belirsiz
Bitlis,Mutki,,0.288496273678406,0.0,,belirsiz
Bolu,Dörtdivan,,0.18340917821028802,0.0,,belirsiz
Bolu,Göynük,,0.49137191876215436,0.0,,belirsiz
Bolu,Kýbrýscýk,,0.0,0.0,,belirsiz
Bolu,Mengen,,0.7614659900793668,1.0,,belirsiz
Bolu,Mudurnu,,1.0172744766149515,1.0,,belirsiz
Bolu,Seben,,0.0,0.0,,belirsiz
Bolu,Yeniçaða,,0.37310016783776057,0.0,,belirsiz
Burdur,Aðlasun,,0.0,0.0,,belirsiz
Burdur,Altýnyayla,,0.0,0.0,,belirsiz
Burdur,Çeltikçi,,0.0,0.0,,belirsiz
Burdur,Karamanlý,,0.3961320074519352,0.0,,belirsiz
Burdur,Kemer,,0.0,0.0,,belirsiz
Burdur,Tefenni,,0.4696321869516984,0.0,,belirsiz
Burdur,Yeþilova,,0.5334396263505123,1.0,,belirsiz
Bursa,Büyükorhan,,1.0182677444204717,1.0,,belirsiz
Bursa,Harmancýk,,0.5536521594664836,1.0,,belirsiz
Çanakkale,Bayramiç,,1.8578675119777337,2.0,,belirsiz
Çankýrý,Atkaracalar,,0.23288149927349533,0.0,,belirsiz
Çankýrý,Bayramören,,0.0,0.0,,belirsiz
Çankýrý,Çerkeþ,,0.9135294336309441,1.0,,belirsiz
Çankýrý,Eldivan,,0.0,0.0,,belirsiz
Çankýrý,Ilgaz,,0.723679886000427,1.0,,belirsiz
Çankýrý,Kýzýlýrmak,,0.0,0.0,,belirsiz
Çankýrý,Korgun,,0.0,0.0,,belirsiz
Çankýrý,Kurþunlu,,0.6079032735243706,1.0,,belirsiz
Çankýrý,Orta,,0.7801809525057668,1.0,,belirsiz
Çankýrý,Þabanözü,,0.7575288940679576,1.0,,belirsiz
Çankýrý,Yapraklý,,0.0,0.0,,belirsiz
Çorum,Bayat,,0.4385298368602073,0.0,,belirsiz
Çorum,Boðazkale,,0.0,0.0,,belirsiz
Çorum,Dodurga,,0.0,0.0,,belirsiz
Çorum,Kargý,,0.5208756993102539,1.0,,belirsiz
Çorum,Laçin,,0.0,0.0,,belirsiz
Çorum,Mecitözü,,0.04920846636734133,0.0,,belirsiz
Çorum,Oðuzlar,,0.0,0.0,,belirsiz
Çorum,Ortaköy,,0.10328417188592498,0.0,,belirsiz
Çorum,Uðurludað,,0.0,0.0,,belirsiz
Denizli,Babadað,,0.5316400565342261,1.0,,belirsiz
Denizli,Baklan,,0.3450127019777378,0.0,,belirsiz
Denizli,Bekilli,,0.6473081566872287,1.0,,belirsiz
Denizli,Beyaðaç,,0.529243040743788,1.0,,belirsiz
Denizli,Bozkurt,,1.0927256714794975,1.0,,belirsiz
Denizli,Çal,,1.2819098289002713,1.0,,belirsiz
Denizli,Çardak,,0.7638462733362532,1.0,,belirsiz
Denizli,Güney,,0.7716232225486079,1.0,,belirsiz
Denizli,Kale,,1.4334988892969078,1.0,,belirsiz
Diyarbakýr,Bismil,,2.33444243469565,2.0,,belirsiz
Diyarbakýr,Çermik,,1.5210101273442205,2.0,,belirsiz
Diyarbakýr,Çýnar,,1.5687759830472052,2.0,,belirsiz
Diyarbakýr,Çüngüþ,,0.7729856626335843,1.0,,belirsiz
Diyarbakýr,Eðil,,0.9361909153743135,1.0,,belirsiz
Diyarbakýr,Hazro,,0.8344541813652762,1.0,,belirsiz
Diyarbakýr,Kocaköy,,0.802913413419069,1.0,,belirsiz
Diyarbakýr,Lice,,0.9946983901036996,1.0,,belirsiz
Düzce,Cumayeri,,0.9492663475672574,1.0,,belirsiz
Düzce,Gümüþova,,0.9516835890759454,1.0,,belirsiz
Düzce,Yýðýlca,,0.08207971942462278,0.0,,belirsiz
Edirne,Enez,,0.3553237641209077,0.0,,belirsiz
Edirne,Havsa,,1.0190107319287818,1.0,,belirsiz
Edirne,Lalapaþa,,0.03290541766251476,0.0,,belirsiz
Edirne,Süloðlu,,0.0,0.0,,belirsiz
Elazýð,Aðýn,,0.0,0.0,,belirsiz
Elazýð,Alacakaya,,0.0,0.0,,belirsiz
Elazýð,Arýcak,,0.6778962009110421,1.0,,belirsiz
Elazýð,Baskil,,0.3785305528626779,0.0,,belirsiz
Elazýð,Karakoçan,,0.8890347677134165,1.0,,belirsiz
Elazýð,Maden,,0.12199834035776691,0.0,,belirsiz
Elazýð,Palu,,0.7660476779704513,1.0,,belirsiz
Elazýð,Sivrice,,0.1433531791767111,0.0,,belirsiz
Erzincan,Çayýrlý,,0.09581972044719267,0.0,,belirsiz
Erzincan,Ýliç,,0.27396424071697467,0.0,,belirsiz
Erzincan,Kemah,,0.0,0.0,,belirsiz
Erzincan,Kemaliye,,0.0,0.0,,belirsiz
Erzincan,Otlukbeli,,0.0,0.0,,belirsiz
Erzincan,Refahiye,,0.07380626845681082,0.0,,belirsiz
Erzincan,Tercan,,0.7913132797622526,1.0,,belirsiz
Erzincan,Üzümlü,,0.8479679404396854,1.0,,belirsiz
Erzurum,Aþkale,,1.1738580249711879,1.0,,belirsiz
Erzurum,Çat,,0.7243934663105671,1.0,,belirsiz
Erzurum,Horasan,,1.5355400656199298,2.0,,belirsiz
Erzurum,Ýspir,,1.468631848385657,1.0,,belirsiz
Erzurum,Karaçoban,,0.9878400542625609,1.0,,belirsiz
Erzurum,Köprüköy,,0.7789128372028085,1.0,,belirsiz
Erzurum,Narman,,0.9266020288206995,1.0,,belirsiz
Erzurum,Olur,,0.6332037793817475,1.0,,belirsiz
Erzurum,Pasinler,,1.153431763331572,1.0,,belirsiz
Erzurum,Pazaryolu,,0.43664765033538266,0.0,,belirsiz
Erzurum,Þenkaya,,0.9992298319414368,1.0,,belirsiz
Erzurum,Tekman,,0.6198311101066514,1.0,,belirsiz
Erzurum,Tortum,,1.2807792520696126,1.0,,belirsiz
Erzurum,Uzundere,,0.7980162535197906,1.0,,belirsiz
Eskiþehir,Alpu,,0.9078351538771381,1.0,,belirsiz
Eskiþehir,Beylikova,,0.2967798783676461,0.0,,belirsiz
Eskiþehir,Çifteler,,1.099965705094128,1.0,,belirsiz
Eskiþehir,Günyüzü,,0.4578573362996501,0.0,,belirsiz
Eskiþehir,Han,,0.0,0.0,,belirsiz
Eskiþehir,Ýnönü,,0.5070662167272828,1.0,,belirsiz
Eskiþehir,Mahmudiye,,0.7059926759120065,1.0,,belirsiz
Eskiþehir,Mihalgazi,,0.0,0.0,,belirsiz
Eskiþehir,Mihalýççýk,,0.7940999692293595,1.0,,belirsiz
Eskiþehir,Sarýcakaya,,0.1666710114368577,0.0,,belirsiz
Gaziantep,Araban,,1.3042444407370293,1.0,,belirsiz
Gaziantep,Ýslahiye,,1.9245343048202954,2.0,,belirsiz
Gaziantep,Karkamýþ,,0.8204078860291362,1.0,,belirsiz
Gaziantep,Nurdaðý,,1.3692033157931425,1.0,,belirsiz
Gaziantep,Yavuzeli,,1.006356984622474,1.0,,belirsiz
Giresun,Alucra,,0.29922566849492993,0.0,,belirsiz
Giresun,Çamoluk,,0.02512360415946535,0.0,,belirsiz
Giresun,Çanakçý,,0.0,0.0,,belirsiz
Giresun,Doðankent,,0.31819177052666126,0.0,,belirsiz
Giresun,Espiye,,1.103251555489019,1.0,,belirsiz
Giresun,Eynesil,,0.8700931083485148,1.0,,belirsiz
Giresun,Güce,,0.5316919336714747,1.0,,belirsiz
Giresun,Keþap,,0.989728210783678,1.0,,belirsiz
Giresun,Yaðlýdere,,0.7569032507282536,1.0,,belirsiz
Gümüþhane,Köse,,0.24692094882697013,0.0,,belirsiz
