il_adi,ilce_adi,denetim_sayisi,il_ilce,il_kod,ilce_kod
Ýstanbul,Adalar,1055,Ýstanbul Adalar,34,1103
Ýstanbul,Arnavutköy,2614,Ýstanbul Arnavutköy,34,2048
Ýstanbul,Ataþehir,7002,Ýstanbul Ataþehir,34,2049
Ýstanbul,Avcýlar,5951,Ýstanbul Avcýlar,34,2003
Ýstanbul,Baðcýlar,11596,Ýstanbul Baðcýlar,34,2004
Ýstanbul,Bahçelievler,8618,Ýstanbul Bahçelievler,34,2005
Ýstanbul,Bakýrköy,5992,Ýstanbul Bakýrköy,34,1166
Ýstanbul,Baþakþehir,8568,Ýstanbul Baþakþehir,34,2050
Ýstanbul,Bayrampaþa,6098,Ýstanbul Bayrampaþa,34,1886
Ýstanbul,Beþiktaþ,5934,Ýstanbul Beþiktaþ,34,1183
Ýstanbul,Beykoz,2963,Ýstanbul Beykoz,34,1185
Ýstanbul,Beylikdüzü,6276,Ýstanbul Beylikdüzü,34,2051
Ýstanbul,Beyoðlu,5504,Ýstanbul Beyoðlu,34,1186
Ýstanbul,Büyükçekmece,3227,Ýstanbul Büyükçekmece,34,1782
Ýstanbul,Çatalca,1738,Ýstanbul Çatalca,34,1237
Ýstanbul,Çekmeköy,2705,Ýstanbul Çekmeköy,34,2052
Ýstanbul,Esenler,3313,Ýstanbul Esenler,34,2016
Ýstanbul,Esenyurt,11357,Ýstanbul Esenyurt,34,2053
Ýstanbul,Eyüpsultan,6568,Ýstanbul Eyüpsultan,34,1325
Ýstanbul,Fatih,10242,Ýstanbul Fatih,34,1327
Ýstanbul,Gaziosmanpaþa,5634,Ýstanbul Gaziosmanpaþa,34,1336
Ýstanbul,Güngören,4150,Ýstanbul Güngören,34,2010
Ýstanbul,Kadýköy,10760,Ýstanbul Kadýköy,34,1421
Ýstanbul,Kaðýthane,6953,Ýstanbul Kaðýthane,34,1810
Ýstanbul,Kartal,6549,Ýstanbul Kartal,34,1449
Ýstanbul,Küçükçekmece,8872,Ýstanbul Küçükçekmece,34,1823
Ýstanbul,Maltepe,6719,Ýstanbul Maltepe,34,2012
Ýstanbul,Pendik,6338,Ýstanbul Pendik,34,1835
Ýstanbul,Sancaktepe,3979,Ýstanbul Sancaktepe,34,2054
Ýstanbul,Sarýyer,5658,Ýstanbul Sarýyer,34,1604
Ýstanbul,Silivri,2736,Ýstanbul Silivri,34,1622
Ýstanbul,Sultanbeyli,4300,Ýstanbul Sultanbeyli,34,2014
Ýstanbul,Sultangazi,5189,Ýstanbul Sultangazi,34,2055
Ýstanbul,Þile,1766,Ýstanbul Þile,34,1659
Ýstanbul,Þiþli,7046,Ýstanbul Þiþli,34,1663
Ýstanbul,Tuzla,3781,Ýstanbul Tuzla,34,2015
Ýstanbul,Ümraniye,8118,Ýstanbul Ümraniye,34,1852
Ýstanbul,Üsküdar,9782,Ýstanbul Üsküdar,34,1708
Ýstanbul,Zeytinburnu,5358,Ýstanbul Zeytinburnu,34,1739
Ýzmir,Aliaða,1997,Ýzmir Aliaða,35,1128
Ýzmir,Balçova,2430,Ýzmir Balçova,35,2006
Ýzmir,Bayýndýr,1377,Ýzmir Bayýndýr,35,1178
Ýzmir,Bayraklý,4778,Ýzmir Bayraklý,35,2056
Ýzmir,Bergama,2564,Ýzmir Bergama,35,1181
Ýzmir,Beydað,422,Ýzmir Beydað,35,1776
Ýzmir,Bornova,11208,Ýzmir Bornova,35,1203
Ýzmir,Buca,9411,Ýzmir Buca,35,1780
Ýzmir,Çeþme,2274,Ýzmir Çeþme,35,1251
Ýzmir,Çiðli,3749,Ýzmir Çiðli,35,2007
Ýzmir,Dikili,1876,Ýzmir Dikili,35,1280
Ýzmir,Foça,1356,Ýzmir Foça,35,1334
Ýzmir,Gaziemir,3072,Ýzmir Gaziemir,35,2009
Ýzmir,Güzelbahçe,1084,Ýzmir Güzelbahçe,35,2018
Ýzmir,Karabaðlar,7795,Ýzmir Karabaðlar,35,2057
Ýzmir,Karaburun,700,Ýzmir Karaburun,35,1432
Ýzmir,Karþýyaka,7286,Ýzmir Karþýyaka,35,1448
Ýzmir,Kemalpaþa,2481,Ýzmir Kemalpaþa,35,1461
Ýzmir,Kýnýk,663,Ýzmir Kýnýk,35,1467
Ýzmir,Kiraz,1095,Ýzmir Kiraz,35,1477
Ýzmir,Konak,12986,Ýzmir Konak,35,1819
Ýzmir,Menderes,2397,Ýzmir Menderes,35,1826
Ýzmir,Menemen,3629,Ýzmir Menemen,35,1521
Ýzmir,Narlýdere,1005,Ýzmir Narlýdere,35,2013
Ýzmir,Ödemiþ,3028,Ýzmir Ödemiþ,35,1563
Ýzmir,Seferihisar,2042,Ýzmir Seferihisar,35,1611
Ýzmir,Selçuk,1659,Ýzmir Selçuk,35,1612
Ýzmir,Tire,3059,Ýzmir Tire,35,1677
Ýzmir,Torbalý,3666,Ýzmir Torbalý,35,1682
Ýzmir,Urla,2865,Ýzmir Urla,35,1703
Kahramanmaraþ,Afþin,831,Kahramanmaraþ Afþin,46,1107
Kahramanmaraþ,Andýrýn,510,Kahramanmaraþ Andýrýn,46,1136
Kahramanmaraþ,Çaðlayancerit,196,Kahramanmaraþ Çaðlayancerit,46,1785
Kahramanmaraþ,Dulkadiroðlu,1843,Kahramanmaraþ Dulkadiroðlu,46,2084
Kahramanmaraþ,Ekinözü,67,Kahramanmaraþ Ekinözü,46,1919
Kahramanmaraþ,Elbistan,1007,Kahramanmaraþ Elbistan,46,1299
Kahramanmaraþ,Göksun,528,Kahramanmaraþ Göksun,46,1353
Kahramanmaraþ,Nurhak,106,Kahramanmaraþ Nurhak,46,1975
Kahramanmaraþ,Onikiþubat,3473,Kahramanmaraþ Onikiþubat,46,2085
Kahramanmaraþ,Pazarcýk,379,Kahramanmaraþ Pazarcýk,46,1570
Kahramanmaraþ,Türkoðlu,608,Kahramanmaraþ Türkoðlu,46,1694
Karabük,Eflani,107,Karabük Eflani,78,1296
Karabük,Eskipazar,175,Karabük Eskipazar,78,1321
Karabük,Merkez,2173,Karabük Merkez,78,1433
Karabük,Ovacýk,27,Karabük Ovacýk,78,1561
Karabük,Safranbolu,1709,Karabük Safranbolu,78,1587
Karabük,Yenice,306,Karabük Yenice,78,1856
Karaman,Ayrancý,98,Karaman Ayrancý,70,1768
Karaman,Baþyayla,45,Karaman Baþyayla,70,1884
Karaman,Ermenek,560,Karaman Ermenek,70,1316
Karaman,Kazýmkarabekir,68,Karaman Kazýmkarabekir,70,1862
Karaman,Merkez,4031,Karaman Merkez,70,1439
Karaman,Sarýveliler,176,Karaman Sarýveliler,70,1983
Kars,Akyaka,125,Kars Akyaka,36,1756
Kars,Arpaçay,230,Kars Arpaçay,36,1149
Kars,Digor,118,Kars Digor,36,1279
Kars,Kaðýzman,389,Kars Kaðýzman,36,1424
Kars,Merkez,2114,Kars Merkez,36,1447
Kars,Sarýkamýþ,353,Kars Sarýkamýþ,36,1601
Kars,Selim,103,Kars Selim,36,1614
Kars,Susuz,75,Kars Susuz,36,1645
Kastamonu,Abana,142,Kastamonu Abana,37,1101
Kastamonu,Aðlý,53,Kastamonu Aðlý,37,1867
Kastamonu,Araç,287,Kastamonu Araç,37,1140
Kastamonu,Azdavay,115,Kastamonu Azdavay,37,1162
Kastamonu,Bozkurt,141,Kastamonu Bozkurt,37,1208
Kastamonu,Cide,392,Kastamonu Cide,37,1221
Kastamonu,Çatalzeytin,178,Kastamonu Çatalzeytin,37,1238
Kastamonu,Daday,170,Kastamonu Daday,37,1264
Kastamonu,Devrekani,177,Kastamonu Devrekani,37,1277
Kastamonu,Doðanyurt,56,Kastamonu Doðanyurt,37,1915
Kastamonu,Hanönü,54,Kastamonu Hanönü,37,1940
Kastamonu,Ýhsangazi,99,Kastamonu Ýhsangazi,37,1805
Kastamonu,Ýnebolu,440,Kastamonu Ýnebolu,37,1410
Kastamonu,Küre,77,Kastamonu Küre,37,1499
Kastamonu,Merkez,2967,Kastamonu Merkez,37,1450
Kastamonu,Pýnarbaþý,95,Kastamonu Pýnarbaþý,37,1836
Kastamonu,Seydiler,114,Kastamonu Seydiler,37,1984
Kastamonu,Þenpazar,72,Kastamonu Þenpazar,37,1845
Kastamonu,Taþköprü,487,Kastamonu Taþköprü,37,1666
Kastamonu,Tosya,670,Kastamonu Tosya,37,1685
Kayseri,Akkýþla,40,Kayseri Akkýþla,38,1752
Kayseri,Bünyan,577,Kayseri Bünyan,38,1218
Kayseri,Develi,1075,Kayseri Develi,38,1275
Kayseri,Felahiye,137,Kayseri Felahiye,38,1330
Kayseri,Hacýlar,662,Kayseri Hacýlar,38,1936
Kayseri,Ýncesu,538,Kayseri Ýncesu,38,1409
Kayseri,Kocasinan,6452,Kayseri Kocasinan,38,1863
Kayseri,Melikgazi,7923,Kayseri Melikgazi,38,1864
Kayseri,Özvatan,57,Kayseri Özvatan,38,1978
Kayseri,Pýnarbaþý,363,Kayseri Pýnarbaþý,38,1576
Kayseri,Sarýoðlan,193,Kayseri Sarýoðlan,38,1603
Kayseri,Sarýz,186,Kayseri Sarýz,38,1605
Kayseri,Talas,2249,Kayseri Talas,38,1846
Kayseri,Tomarza,440,Kayseri Tomarza,38,1680
Kayseri,Yahyalý,741,Kayseri Yahyalý,38,1715
Kayseri,Yeþilhisar,374,Kayseri Yeþilhisar,38,1727
#YOK
Kýrýkkale,Balýþeyh,83,Kýrýkkale Balýþeyh,71,1882
Kýrýkkale,Çelebi,21,Kýrýkkale Çelebi,71,1901
Kýrýkkale,Delice,127,Kýrýkkale Delice,71,1268
Kýrýkkale,Karakeçili,54,Kýrýkkale Karakeçili,71,1954
Kýrýkkale,Keskin,206,Kýrýkkale Keskin,71,1463
Kýrýkkale,Merkez,2763,Kýrýkkale Merkez,71,1469
Kýrýkkale,Sulakyurt,63,Kýrýkkale Sulakyurt,71,1638
Kýrýkkale,Yahþihan,1132,Kýrýkkale Yahþihan,71,1992
Kýrklareli,Babaeski,1105,Kýrklareli Babaeski,39,1163
Kýrklareli,Demirköy,160,Kýrklareli Demirköy,39,1270
Kýrklareli,Kofçaz,53,Kýrklareli Kofçaz,39,1480
Kýrklareli,Lüleburgaz,3423,Kýrklareli Lüleburgaz,39,1505
Kýrklareli,Merkez,2693,Kýrklareli Merkez,39,1471
Kýrklareli,Pehlivanköy,80,Kýrklareli Pehlivanköy,39,1572
Kýrklareli,Pýnarhisar,334,Kýrklareli Pýnarhisar,39,1577
Kýrklareli,Vize,811,Kýrklareli Vize,39,1714
Kýrþehir,Akçakent,36,Kýrþehir Akçakent,40,1869
Kýrþehir,Akpýnar,65,Kýrþehir Akpýnar,40,1754
Kýrþehir,Boztepe,56,Kýrþehir Boztepe,40,1890
Kýrþehir,Çiçekdaðý,47,Kýrþehir Çiçekdaðý,40,1254
Kýrþehir,Kaman,501,Kýrþehir Kaman,40,1429
Kýrþehir,Merkez,2455,Kýrþehir Merkez,40,1472
Kýrþehir,Mucur,246,Kýrþehir Mucur,40,1529
Kilis,Elbeyli,29,Kilis Elbeyli,79,2023
Kilis,Merkez,1704,Kilis Merkez,79,1476
Kilis,Musabeyli,87,Kilis Musabeyli,79,2024
Kilis,Polateli,14,Kilis Polateli,79,2025
Kocaeli,Baþiskele,1507,Kocaeli Baþiskele,41,2058
Kocaeli,Çayýrova,1716,Kocaeli Çayýrova,41,2059
Kocaeli,Darýca,1792,Kocaeli Darýca,41,2060
Kocaeli,Derince,991,Kocaeli Derince,41,2030
Kocaeli,Dilovasý,962,Kocaeli Dilovasý,41,2061
Kocaeli,Gebze,3327,Kocaeli Gebze,41,1338
Kocaeli,Gölcük,1784,Kocaeli Gölcük,41,1355
Kocaeli,Ýzmit,5484,Kocaeli Ýzmit,41,2062
Kocaeli,Kandýra,951,Kocaeli Kandýra,41,1430
Kocaeli,Karamürsel,965,Kocaeli Karamürsel,41,1440
Kocaeli,Kartepe,1574,Kocaeli Kartepe,41,2063
Kocaeli,Körfez,1773,Kocaeli Körfez,41,1821
Konya,Ahýrlý,76,Konya Ahýrlý,42,1868
Konya,Akören,142,Konya Akören,42,1753
Konya,Akþehir,1841,Konya Akþehir,42,1122
Konya,Altýnekin,222,Konya Altýnekin,42,1760
Konya,Beyþehir,1257,Konya Beyþehir,42,1188
Konya,Bozkýr,560,Konya Bozkýr,42,1207
Konya,Cihanbeyli,988,Konya Cihanbeyli,42,1222
Konya,Çeltik,112,Konya Çeltik,42,1902
Konya,Çumra,928,Konya Çumra,42,1262
Konya,Derbent,60,Konya Derbent,42,1907
Konya,Derebucak,120,Konya Derebucak,42,1789
Konya,Doðanhisar,174,Konya Doðanhisar,42,1285
Konya,Emirgazi,66,Konya Emirgazi,42,1920
Konya,Ereðli,2773,Konya Ereðli,42,1312
Konya,Güneysýnýr,146,Konya Güneysýnýr,42,1933
Konya,Hadim,95,Konya Hadim,42,1375
Konya,Halkapýnar,84,Konya Halkapýnar,42,1937
Konya,Hüyük,340,Konya Hüyük,42,1804
Konya,Ilgýn,813,Konya Ilgýn,42,1400
Konya,Kadýnhaný,483,Konya Kadýnhaný,42,1422
Konya,Karapýnar,953,Konya Karapýnar,42,1441
Konya,Karatay,4967,Konya Karatay,42,1814
Konya,Kulu,1046,Konya Kulu,42,1491
Konya,Meram,4348,Konya Meram,42,1827
Konya,Sarayönü,454,Konya Sarayönü,42,1598
Konya,Selçuklu,7935,Konya Selçuklu,42,1839
Konya,Seydiþehir,1053,Konya Seydiþehir,42,1617
Konya,Taþkent,80,Konya Taþkent,42,1848
Konya,Tuzlukçu,134,Konya Tuzlukçu,42,1990
Konya,Yalýhüyük,24,Konya Yalýhüyük,42,1994
Konya,Yunak,270,Konya Yunak,42,1735
Kütahya,Altýntaþ,244,Kütahya Altýntaþ,43,1132
Kütahya,Aslanapa,147,Kütahya Aslanapa,43,1764
Kütahya,Çavdarhisar,95,Kütahya Çavdarhisar,43,1898
Kütahya,Domaniç,225,Kütahya Domaniç,43,1288
Kütahya,Dumlupýnar,34,Kütahya Dumlupýnar,43,1790
Kütahya,Emet,486,Kütahya Emet,43,1304
Kütahya,Gediz,833,Kütahya Gediz,43,1339
Kütahya,Hisarcýk,137,Kütahya Hisarcýk,43,1802
Kütahya,Merkez,4189,Kütahya Merkez,43,1500
Kütahya,Pazarlar,59,Kütahya Pazarlar,43,1979
Kütahya,Simav,858,Kütahya Simav,43,1625
Kütahya,Þaphane,138,Kütahya Þaphane,43,1843
Kütahya,Tavþanlý,2057,Kütahya Tavþanlý,43,1671
Malatya,Akçadað,577,Malatya Akçadað,44,1114
Malatya,Arapgir,186,Malatya Arapgir,44,1143
Malatya,Arguvan,125,Malatya Arguvan,44,1148
Malatya,Battalgazi,4254,Malatya Battalgazi,44,1772
Malatya,Darende,645,Malatya Darende,44,1265
Malatya,Doðanþehir,562,Malatya Doðanþehir,44,1286
Malatya,Doðanyol,112,Malatya Doðanyol,44,1914
Malatya,Hekimhan,337,Malatya Hekimhan,44,1390
Malatya,Kale,276,Malatya Kale,44,1953
Malatya,Kuluncak,125,Malatya Kuluncak,44,1969
Malatya,Pütürge,210,Malatya Pütürge,44,1582
Malatya,Yazýhan,228,Malatya Yazýhan,44,1995
Malatya,Yeþilyurt,4044,Malatya Yeþilyurt,44,1729
Manisa,Ahmetli,338,Manisa Ahmetli,45,1751
Manisa,Akhisar,4082,Manisa Akhisar,45,1118
Manisa,Alaþehir,1501,Manisa Alaþehir,45,1127
Manisa,Demirci,615,Manisa Demirci,45,1269
Manisa,Gölmarmara,398,Manisa Gölmarmara,45,1793
Manisa,Gördes,623,Manisa Gördes,45,1362
Manisa,Kýrkaðaç,830,Manisa Kýrkaðaç,45,1470
Manisa,Köprübaþý,206,Manisa Köprübaþý,45,1965
Manisa,Kula,995,Manisa Kula,45,1489
Manisa,Salihli,3272,Manisa Salihli,45,1590
Manisa,Sarýgöl,536,Manisa Sarýgöl,45,1600
Manisa,Saruhanlý,1165,Manisa Saruhanlý,45,1606
Manisa,Selendi,245,Manisa Selendi,45,1613
Manisa,Soma,1643,Manisa Soma,45,1634
Manisa,Þehzadeler,2604,Manisa Þehzadeler,45,2086
Manisa,Turgutlu,2525,Manisa Turgutlu,45,1689
Manisa,Yunusemre,3471,Manisa Yunusemre,45,2087
Mardin,Artuklu,2511,Mardin Artuklu,47,2088
Mardin,Dargeçit,180,Mardin Dargeçit,47,1787
Mardin,Derik,304,Mardin Derik,47,1273
Mardin,Kýzýltepe,1359,Mardin Kýzýltepe,47,1474
Mardin,Mazýdaðý,167,Mardin Mazýdaðý,47,1519
Mardin,Midyat,1199,Mardin Midyat,47,1526
Mardin,Nusaybin,696,Mardin Nusaybin,47,1547
Mardin,Ömerli,438,Mardin Ömerli,47,1564
Mardin,Savur,99,Mardin Savur,47,1609
Mardin,Yeþilli,68,Mardin Yeþilli,47,2002
Mersin,Akdeniz,4534,Mersin Akdeniz,33,2064
Mersin,Anamur,1168,Mersin Anamur,33,1135
Mersin,Aydýncýk,110,Mersin Aydýncýk,33,1766
Mersin,Bozyazý,528,Mersin Bozyazý,33,1779
Mersin,Çamlýyayla,305,Mersin Çamlýyayla,33,1892
Mersin,Erdemli,4284,Mersin Erdemli,33,1311
Mersin,Gülnar,293,Mersin Gülnar,33,1366
Mersin,Mezitli,3094,Mersin Mezitli,33,2065
Mersin,Mut,484,Mersin Mut,33,1536
Mersin,Silifke,2962,Mersin Silifke,33,1621
Mersin,Tarsus,3234,Mersin Tarsus,33,1665
Mersin,Toroslar,3142,Mersin Toroslar,33,2066
Mersin,Yeniþehir,3804,Mersin Yeniþehir,33,2067
Muðla,Bodrum,5755,Muðla Bodrum,48,1197
Muðla,Dalaman,693,Muðla Dalaman,48,1742
Muðla,Datça,902,Muðla Datça,48,1266
Muðla,Fethiye,6547,Muðla Fethiye,48,1331
Muðla,Kavaklýdere,168,Muðla Kavaklýdere,48,1958
Muðla,Köyceðiz,718,Muðla Köyceðiz,48,1488
Muðla,Marmaris,3015,Muðla Marmaris,48,1517
Muðla,Menteþe,2002,Muðla Menteþe,48,2089
Muðla,Milas,2463,Muðla Milas,48,1528
Muðla,Ortaca,1727,Muðla Ortaca,48,1831
Muðla,Seydikemer,773,Muðla Seydikemer,48,2090
Muðla,Ula,994,Muðla Ula,48,1695
Muðla,Yataðan,810,Muðla Yataðan,48,1719
Muþ,Bulanýk,359,Muþ Bulanýk,49,1213
Muþ,Hasköy,217,Muþ Hasköy,49,1801
Muþ,Korkut,225,Muþ Korkut,49,1964
Muþ,Malazgirt,389,Muþ Malazgirt,49,1510
Muþ,Merkez,1587,Muþ Merkez,49,1534
Muþ,Varto,481,Muþ Varto,49,1711
Nevþehir,Acýgöl,276,Nevþehir Acýgöl,50,1749
Nevþehir,Avanos,742,Nevþehir Avanos,50,1155
Nevþehir,Derinkuyu,249,Nevþehir Derinkuyu,50,1274
Nevþehir,Gülþehir,231,Nevþehir Gülþehir,50,1367
Nevþehir,Hacýbektaþ,99,Nevþehir Hacýbektaþ,50,1374
Nevþehir,Kozaklý,158,Nevþehir Kozaklý,50,1485
Nevþehir,Merkez,3470,Nevþehir Merkez,50,1543
Nevþehir,Ürgüp,1136,Nevþehir Ürgüp,50,1707
Niðde,Altunhisar,200,Niðde Altunhisar,51,1876
Niðde,Bor,662,Niðde Bor,51,1201
Niðde,Çamardý,142,Niðde Çamardý,51,1225
Niðde,Çiftlik,221,Niðde Çiftlik,51,1904
Niðde,Merkez,2956,Niðde Merkez,51,1544
Niðde,Ulukýþla,334,Niðde Ulukýþla,51,1700
Ordu,Akkuþ,342,Ordu Akkuþ,52,1119
Ordu,Altýnordu,4242,Ordu Altýnordu,52,2103
Ordu,Aybastý,417,Ordu Aybastý,52,1158
Ordu,Çamaþ,183,Ordu Çamaþ,52,1891
Ordu,Çatalpýnar,295,Ordu Çatalpýnar,52,1897
Ordu,Çaybaþý,171,Ordu Çaybaþý,52,1900
Ordu,Fatsa,1907,Ordu Fatsa,52,1328
Ordu,Gölköy,438,Ordu Gölköy,52,1358
Ordu,Gülyalý,139,Ordu Gülyalý,52,1795
Ordu,Gürgentepe,284,Ordu Gürgentepe,52,1797
Ordu,Ýkizce,165,Ordu Ýkizce,52,1947
Ordu,Kabadüz,157,Ordu Kabadüz,52,1950
Ordu,Kabataþ,205,Ordu Kabataþ,52,1951
Ordu,Korgan,434,Ordu Korgan,52,1482
Ordu,Kumru,371,Ordu Kumru,52,1493
Ordu,Mesudiye,153,Ordu Mesudiye,52,1525
Ordu,Perþembe,577,Ordu Perþembe,52,1573
Ordu,Ulubey,278,Ordu Ulubey,52,1696
Ordu,Ünye,2338,Ordu Ünye,52,1706
Osmaniye,Bahçe,494,Osmaniye Bahçe,80,1165
Osmaniye,Düziçi,1041,Osmaniye Düziçi,80,1743
Osmaniye,Hasanbeyli,48,Osmaniye Hasanbeyli,80,2027
Osmaniye,Kadirli,2198,Osmaniye Kadirli,80,1423
Osmaniye,Merkez,3798,Osmaniye Merkez,80,1560
Osmaniye,Sumbas,164,Osmaniye Sumbas,80,2028
Osmaniye,Toprakkale,487,Osmaniye Toprakkale,80,2029
Rize,Ardeþen,664,Rize Ardeþen,53,1146
Rize,Çamlýhemþin,224,Rize Çamlýhemþin,53,1228
Rize,Çayeli,567,Rize Çayeli,53,1241
Rize,Derepazarý,91,Rize Derepazarý,53,1908
Rize,Fýndýklý,223,Rize Fýndýklý,53,1332
Rize,Güneysu,142,Rize Güneysu,53,1796
Rize,Hemþin,28,Rize Hemþin,53,1943
Rize,Ýkizdere,45,Rize Ýkizdere,53,1405
Rize,Ýyidere,176,Rize Ýyidere,53,1949
Rize,Kalkandere,114,Rize Kalkandere,53,1428
Rize,Merkez,1735,Rize Merkez,53,1586
Rize,Pazar,350,Rize Pazar,53,1569
Sakarya,Adapazarý,4930,Sakarya Adapazarý,54,2068
Sakarya,Akyazý,1438,Sakarya Akyazý,54,1123
Sakarya,Arifiye,1189,Sakarya Arifiye,54,2069
Sakarya,Erenler,1928,Sakarya Erenler,54,2070
Sakarya,Ferizli,457,Sakarya Ferizli,54,1925
Sakarya,Geyve,747,Sakarya Geyve,54,1351
Sakarya,Hendek,1417,Sakarya Hendek,54,1391
Sakarya,Karapürçek,260,Sakarya Karapürçek,54,1955
Sakarya,Karasu,1538,Sakarya Karasu,54,1442
Sakarya,Kaynarca,453,Sakarya Kaynarca,54,1453
Sakarya,Kocaali,498,Sakarya Kocaali,54,1818
Sakarya,Pamukova,754,Sakarya Pamukova,54,1833
Sakarya,Sapanca,1015,Sakarya Sapanca,54,1595
Sakarya,Serdivan,2348,Sakarya Serdivan,54,2071
Sakarya,Söðütlü,346,Sakarya Söðütlü,54,1986
Sakarya,Taraklý,197,Sakarya Taraklý,54,1847
Samsun,45796,501,Samsun 19 Mayýs,55,1830
Samsun,Alaçam,444,Samsun Alaçam,55,1125
Samsun,Asarcýk,140,Samsun Asarcýk,55,1763
Samsun,Atakum,2924,Samsun Atakum,55,2072
Samsun,Ayvacýk,192,Samsun Ayvacýk,55,1879
Samsun,Bafra,2663,Samsun Bafra,55,1164
Samsun,Canik,1268,Samsun Canik,55,2073
Samsun,Çarþamba,1846,Samsun Çarþamba,55,1234
Samsun,Havza,518,Samsun Havza,55,1386
Samsun,Ýlkadým,5141,Samsun Ýlkadým,55,2074
Samsun,Kavak,567,Samsun Kavak,55,1452
Samsun,Ladik,284,Samsun Ladik,55,1501
Samsun,Salýpazarý,487,Samsun Salýpazarý,55,1838
Samsun,Tekkeköy,1230,Samsun Tekkeköy,55,1849
Samsun,Terme,1100,Samsun Terme,55,1676
Samsun,Vezirköprü,1302,Samsun Vezirköprü,55,1712
Samsun,Yakakent,417,Samsun Yakakent,55,1993
Siirt,Baykan,98,Siirt Baykan,56,1179
Siirt,Eruh,61,Siirt Eruh,56,1317
Siirt,Kurtalan,337,Siirt Kurtalan,56,1495
Siirt,Merkez,1869,Siirt Merkez,56,1620
Siirt,Pervari,80,Siirt Pervari,56,1575
Siirt,Þirvan,22,Siirt Þirvan,56,1662
Siirt,Tillo,16,Siirt Tillo,56,1878
Sinop,Ayancýk,291,Sinop Ayancýk,57,1156
Sinop,Boyabat,490,Sinop Boyabat,57,1204
Sinop,Dikmen,157,Sinop Dikmen,57,1910
Sinop,Duraðan,156,Sinop Duraðan,57,1290
Sinop,Erfelek,219,Sinop Erfelek,57,1314
Sinop,Gerze,440,Sinop Gerze,57,1349
Sinop,Merkez,1620,Sinop Merkez,57,1627
Sinop,Saraydüzü,43,Sinop Saraydüzü,57,1981
Sinop,Türkeli,208,Sinop Türkeli,57,1693
Sivas,Akýncýlar,56,Sivas Akýncýlar,58,1870
Sivas,Altýnyayla,132,Sivas Altýnyayla,58,1875
Sivas,Divriði,328,Sivas Divriði,58,1282
Sivas,Doðanþar,48,Sivas Doðanþar,58,1913
Sivas,Gemerek,310,Sivas Gemerek,58,1342
Sivas,Gölova,54,Sivas Gölova,58,1927
Sivas,Gürün,332,Sivas Gürün,58,1373
Sivas,Hafik,132,Sivas Hafik,58,1376
Sivas,Ýmranlý,176,Sivas Ýmranlý,58,1407
Sivas,Kangal,283,Sivas Kangal,58,1431
Sivas,Koyulhisar,160,Sivas Koyulhisar,58,1484
Sivas,Merkez,5467,Sivas Merkez,58,1628
Sivas,Suþehri,533,Sivas Suþehri,58,1646
Sivas,Þarkýþla,444,Sivas Þarkýþla,58,1650
Sivas,Ulaþ,131,Sivas Ulaþ,58,1991
Sivas,Yýldýzeli,366,Sivas Yýldýzeli,58,1731
Sivas,Zara,128,Sivas Zara,58,1738
Þanlýurfa,Akçakale,199,Þanlýurfa Akçakale,63,1115
Þanlýurfa,Birecik,1552,Þanlýurfa Birecik,63,1194
Þanlýurfa,Bozova,438,Þanlýurfa Bozova,63,1209
Þanlýurfa,Ceylanpýnar,1050,Þanlýurfa Ceylanpýnar,63,1220
Þanlýurfa,Eyyübiye,3787,Þanlýurfa Eyyübiye,63,2091
Þanlýurfa,Halfeti,404,Þanlýurfa Halfeti,63,1378
Þanlýurfa,Haliliye,4096,Þanlýurfa Haliliye,63,2092
Þanlýurfa,Harran,239,Þanlýurfa Harran,63,1800
Þanlýurfa,Hilvan,363,Þanlýurfa Hilvan,63,1393
Þanlýurfa,Karaköprü,2262,Þanlýurfa Karaköprü,63,2093
Þanlýurfa,Siverek,958,Þanlýurfa Siverek,63,1630
Þanlýurfa,Suruç,810,Þanlýurfa Suruç,63,1643
Þanlýurfa,Viranþehir,1102,Þanlýurfa Viranþehir,63,1713
Þýrnak,Beytüþþebap,115,Þýrnak Beytüþþebap,73,1189
Þýrnak,Cizre,968,Þýrnak Cizre,73,1223
Þýrnak,Güçlükonak,75,Þýrnak Güçlükonak,73,1931
Þýrnak,Ýdil,353,Þýrnak Ýdil,73,1403
Þýrnak,Merkez,1075,Þýrnak Merkez,73,1661
Þýrnak,Silopi,1348,Þýrnak Silopi,73,1623
Þýrnak,Uludere,266,Þýrnak Uludere,73,1698
Tekirdað,Çerkezköy,1715,Tekirdað Çerkezköy,59,1250
Tekirdað,Çorlu,3145,Tekirdað Çorlu,59,1258
Tekirdað,Ergene,1172,Tekirdað Ergene,59,2094
Tekirdað,Hayrabolu,891,Tekirdað Hayrabolu,59,1388
Tekirdað,Kapaklý,1233,Tekirdað Kapaklý,59,2095
Tekirdað,Malkara,1302,Tekirdað Malkara,59,1511
Tekirdað,Marmaraereðlisi,737,Tekirdað Marmaraereðlisi,59,1825
Tekirdað,Muratlý,397,Tekirdað Muratlý,59,1538
Tekirdað,Saray,631,Tekirdað Saray,59,1596
Tekirdað,Süleymanpaþa,2661,Tekirdað Süleymanpaþa,59,2096
Tekirdað,Þarköy,753,Tekirdað Þarköy,59,1652
Tokat,Almus,225,Tokat Almus,60,1129
Tokat,Artova,81,Tokat Artova,60,1151
