ust_kategori,hayvansal_alt_grup,il_kod,il_adi,ilce_kod,ilce_adi,period,duzey_kodu,duzey_tip,y2021,y2022,y2023,y2024,il_ilce_adi
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,12,Bingöl,1475,Kiðý,yillik,1475,4,1,1,1,1,Bingöl Kiðý
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,12,Bingöl,1475,Kiðý,yillik,1475,4,1,1,1,1,Bingöl Kiðý
Hayvansal Üretim,Canlý Hayvan Sayýsý,12,Bingöl,1633,Solhan,yillik,1633,4,58,51,51,51,Bingöl Solhan
Hayvansal Üretim,Diðer,12,Bingöl,1633,Solhan,yillik,1633,4,184,187,190,190,Bingöl Solhan
Hayvansal Üretim,Kýrkýlan Hayvan,12,Bingöl,1633,Solhan,yillik,1633,4,2,2,2,2,Bingöl Solhan
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,12,Bingöl,1633,Solhan,yillik,1633,4,3,3,3,3,Bingöl Solhan
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,12,Bingöl,1633,Solhan,yillik,1633,4,1,1,1,1,Bingöl Solhan
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,12,Bingöl,1633,Solhan,yillik,1633,4,1,1,1,1,Bingöl Solhan
Hayvansal Üretim,Canlý Hayvan Sayýsý,12,Bingöl,1750,Adaklý,yillik,1750,4,58,51,51,51,Bingöl Adaklý
Hayvansal Üretim,Diðer,12,Bingöl,1750,Adaklý,yillik,1750,4,151,147,152,152,Bingöl Adaklý
Hayvansal Üretim,Kýrkýlan Hayvan,12,Bingöl,1750,Adaklý,yillik,1750,4,2,2,2,2,Bingöl Adaklý
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,12,Bingöl,1750,Adaklý,yillik,1750,4,3,3,3,3,Bingöl Adaklý
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,12,Bingöl,1750,Adaklý,yillik,1750,4,1,1,1,1,Bingöl Adaklý
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,12,Bingöl,1750,Adaklý,yillik,1750,4,1,1,1,1,Bingöl Adaklý
Hayvansal Üretim,Canlý Hayvan Sayýsý,12,Bingöl,1855,Yayladere,yillik,1855,4,58,51,51,51,Bingöl Yayladere
Hayvansal Üretim,Diðer,12,Bingöl,1855,Yayladere,yillik,1855,4,115,119,126,129,Bingöl Yayladere
Hayvansal Üretim,Kýrkýlan Hayvan,12,Bingöl,1855,Yayladere,yillik,1855,4,2,2,2,2,Bingöl Yayladere
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,12,Bingöl,1855,Yayladere,yillik,1855,4,3,3,3,3,Bingöl Yayladere
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,12,Bingöl,1855,Yayladere,yillik,1855,4,1,1,1,1,Bingöl Yayladere
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,12,Bingöl,1855,Yayladere,yillik,1855,4,1,1,1,1,Bingöl Yayladere
Hayvansal Üretim,Canlý Hayvan Sayýsý,12,Bingöl,1996,Yedisu,yillik,1996,4,58,51,51,51,Bingöl Yedisu
Hayvansal Üretim,Diðer,12,Bingöl,1996,Yedisu,yillik,1996,4,114,120,123,152,Bingöl Yedisu
Hayvansal Üretim,Kýrkýlan Hayvan,12,Bingöl,1996,Yedisu,yillik,1996,4,2,2,2,2,Bingöl Yedisu
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,12,Bingöl,1996,Yedisu,yillik,1996,4,3,3,3,3,Bingöl Yedisu
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,12,Bingöl,1996,Yedisu,yillik,1996,4,1,1,1,1,Bingöl Yedisu
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,12,Bingöl,1996,Yedisu,yillik,1996,4,1,1,1,1,Bingöl Yedisu
Hayvansal Üretim,Canlý Hayvan Sayýsý,13,Bitlis,1106,Adilcevaz,yillik,1106,4,58,50,50,50,Bitlis Adilcevaz
Hayvansal Üretim,Diðer,13,Bitlis,1106,Adilcevaz,yillik,1106,4,234,222,224,245,Bitlis Adilcevaz
Hayvansal Üretim,Kýrkýlan Hayvan,13,Bitlis,1106,Adilcevaz,yillik,1106,4,2,2,2,2,Bitlis Adilcevaz
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,13,Bitlis,1106,Adilcevaz,yillik,1106,4,3,3,3,3,Bitlis Adilcevaz
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,13,Bitlis,1106,Adilcevaz,yillik,1106,4,1,1,1,1,Bitlis Adilcevaz
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,13,Bitlis,1106,Adilcevaz,yillik,1106,4,1,1,1,1,Bitlis Adilcevaz
Hayvansal Üretim,Canlý Hayvan Sayýsý,13,Bitlis,1112,Ahlat,yillik,1112,4,58,50,50,50,Bitlis Ahlat
Hayvansal Üretim,Diðer,13,Bitlis,1112,Ahlat,yillik,1112,4,247,252,239,226,Bitlis Ahlat
Hayvansal Üretim,Kýrkýlan Hayvan,13,Bitlis,1112,Ahlat,yillik,1112,4,2,2,2,3,Bitlis Ahlat
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,13,Bitlis,1112,Ahlat,yillik,1112,4,3,3,3,3,Bitlis Ahlat
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,13,Bitlis,1112,Ahlat,yillik,1112,4,1,1,1,1,Bitlis Ahlat
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,13,Bitlis,1112,Ahlat,yillik,1112,4,1,1,1,1,Bitlis Ahlat
Hayvansal Üretim,Canlý Hayvan Sayýsý,13,Bitlis,1196,Merkez,yillik,1196,4,58,50,50,50,Bitlis Merkez
Hayvansal Üretim,Diðer,13,Bitlis,1196,Merkez,yillik,1196,4,238,245,246,251,Bitlis Merkez
Hayvansal Üretim,Kýrkýlan Hayvan,13,Bitlis,1196,Merkez,yillik,1196,4,2,2,2,2,Bitlis Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,13,Bitlis,1196,Merkez,yillik,1196,4,3,3,3,3,Bitlis Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,13,Bitlis,1196,Merkez,yillik,1196,4,1,1,1,1,Bitlis Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,13,Bitlis,1196,Merkez,yillik,1196,4,1,1,1,1,Bitlis Merkez
Hayvansal Üretim,Canlý Hayvan Sayýsý,13,Bitlis,1394,Hizan,yillik,1394,4,58,50,50,50,Bitlis Hizan
Hayvansal Üretim,Diðer,13,Bitlis,1394,Hizan,yillik,1394,4,187,186,189,201,Bitlis Hizan
Hayvansal Üretim,Kýrkýlan Hayvan,13,Bitlis,1394,Hizan,yillik,1394,4,2,2,2,2,Bitlis Hizan
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,13,Bitlis,1394,Hizan,yillik,1394,4,3,3,3,3,Bitlis Hizan
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,13,Bitlis,1394,Hizan,yillik,1394,4,1,1,1,1,Bitlis Hizan
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,13,Bitlis,1394,Hizan,yillik,1394,4,1,1,1,1,Bitlis Hizan
Hayvansal Üretim,Canlý Hayvan Sayýsý,13,Bitlis,1537,Mutki,yillik,1537,4,58,50,50,50,Bitlis Mutki
Hayvansal Üretim,Diðer,13,Bitlis,1537,Mutki,yillik,1537,4,175,178,172,176,Bitlis Mutki
Hayvansal Üretim,Kýrkýlan Hayvan,13,Bitlis,1537,Mutki,yillik,1537,4,2,2,2,2,Bitlis Mutki
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,13,Bitlis,1537,Mutki,yillik,1537,4,3,3,3,3,Bitlis Mutki
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,13,Bitlis,1537,Mutki,yillik,1537,4,1,1,1,1,Bitlis Mutki
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,13,Bitlis,1537,Mutki,yillik,1537,4,1,1,1,1,Bitlis Mutki
Hayvansal Üretim,Canlý Hayvan Sayýsý,13,Bitlis,1669,Tatvan,yillik,1669,4,58,50,50,50,Bitlis Tatvan
Hayvansal Üretim,Diðer,13,Bitlis,1669,Tatvan,yillik,1669,4,184,192,195,204,Bitlis Tatvan
Hayvansal Üretim,Kýrkýlan Hayvan,13,Bitlis,1669,Tatvan,yillik,1669,4,2,2,2,2,Bitlis Tatvan
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,13,Bitlis,1669,Tatvan,yillik,1669,4,3,3,3,3,Bitlis Tatvan
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,13,Bitlis,1669,Tatvan,yillik,1669,4,1,1,1,1,Bitlis Tatvan
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,13,Bitlis,1669,Tatvan,yillik,1669,4,1,1,1,1,Bitlis Tatvan
Hayvansal Üretim,Canlý Hayvan Sayýsý,13,Bitlis,1798,Güroymak,yillik,1798,4,58,50,50,50,Bitlis Güroymak
Hayvansal Üretim,Diðer,13,Bitlis,1798,Güroymak,yillik,1798,4,214,206,205,207,Bitlis Güroymak
Hayvansal Üretim,Kýrkýlan Hayvan,13,Bitlis,1798,Güroymak,yillik,1798,4,2,2,2,2,Bitlis Güroymak
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,13,Bitlis,1798,Güroymak,yillik,1798,4,3,3,3,3,Bitlis Güroymak
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,13,Bitlis,1798,Güroymak,yillik,1798,4,1,1,1,1,Bitlis Güroymak
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,13,Bitlis,1798,Güroymak,yillik,1798,4,1,1,1,1,Bitlis Güroymak
Hayvansal Üretim,Canlý Hayvan Sayýsý,14,Bolu,1199,Merkez,yillik,1199,4,58,56,56,56,Bolu Merkez
Hayvansal Üretim,Diðer,14,Bolu,1199,Merkez,yillik,1199,4,275,301,304,308,Bolu Merkez
Hayvansal Üretim,Kýrkýlan Hayvan,14,Bolu,1199,Merkez,yillik,1199,4,4,4,4,4,Bolu Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,14,Bolu,1199,Merkez,yillik,1199,4,3,3,3,3,Bolu Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,14,Bolu,1199,Merkez,yillik,1199,4,1,1,1,1,Bolu Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,14,Bolu,1199,Merkez,yillik,1199,4,1,1,1,1,Bolu Merkez
Hayvansal Üretim,Canlý Hayvan Sayýsý,14,Bolu,1346,Gerede,yillik,1346,4,58,56,56,56,Bolu Gerede
Hayvansal Üretim,Diðer,14,Bolu,1346,Gerede,yillik,1346,4,187,186,186,184,Bolu Gerede
Hayvansal Üretim,Kýrkýlan Hayvan,14,Bolu,1346,Gerede,yillik,1346,4,3,3,3,3,Bolu Gerede
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,14,Bolu,1346,Gerede,yillik,1346,4,3,3,3,3,Bolu Gerede
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,14,Bolu,1346,Gerede,yillik,1346,4,1,1,1,1,Bolu Gerede
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,14,Bolu,1346,Gerede,yillik,1346,4,1,1,1,1,Bolu Gerede
Hayvansal Üretim,Canlý Hayvan Sayýsý,14,Bolu,1364,Göynük,yillik,1364,4,58,56,56,56,Bolu Göynük
Hayvansal Üretim,Diðer,14,Bolu,1364,Göynük,yillik,1364,4,253,265,270,265,Bolu Göynük
Hayvansal Üretim,Kýrkýlan Hayvan,14,Bolu,1364,Göynük,yillik,1364,4,4,4,3,3,Bolu Göynük
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,14,Bolu,1364,Göynük,yillik,1364,4,3,3,3,3,Bolu Göynük
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,14,Bolu,1364,Göynük,yillik,1364,4,1,1,1,1,Bolu Göynük
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,14,Bolu,1364,Göynük,yillik,1364,4,1,1,1,1,Bolu Göynük
Hayvansal Üretim,Canlý Hayvan Sayýsý,14,Bolu,1466,Kýbrýscýk,yillik,1466,4,58,56,56,56,Bolu Kýbrýscýk
Hayvansal Üretim,Diðer,14,Bolu,1466,Kýbrýscýk,yillik,1466,4,131,157,156,148,Bolu Kýbrýscýk
Hayvansal Üretim,Kýrkýlan Hayvan,14,Bolu,1466,Kýbrýscýk,yillik,1466,4,4,4,4,4,Bolu Kýbrýscýk
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,14,Bolu,1466,Kýbrýscýk,yillik,1466,4,3,3,3,3,Bolu Kýbrýscýk
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,14,Bolu,1466,Kýbrýscýk,yillik,1466,4,1,1,1,1,Bolu Kýbrýscýk
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,14,Bolu,1466,Kýbrýscýk,yillik,1466,4,1,1,1,1,Bolu Kýbrýscýk
Hayvansal Üretim,Canlý Hayvan Sayýsý,14,Bolu,1522,Mengen,yillik,1522,4,58,56,56,56,Bolu Mengen
Hayvansal Üretim,Diðer,14,Bolu,1522,Mengen,yillik,1522,4,265,264,266,266,Bolu Mengen
Hayvansal Üretim,Kýrkýlan Hayvan,14,Bolu,1522,Mengen,yillik,1522,4,4,4,4,4,Bolu Mengen
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,14,Bolu,1522,Mengen,yillik,1522,4,3,3,3,3,Bolu Mengen
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,14,Bolu,1522,Mengen,yillik,1522,4,1,1,1,1,Bolu Mengen
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,14,Bolu,1522,Mengen,yillik,1522,4,1,1,1,1,Bolu Mengen
Hayvansal Üretim,Canlý Hayvan Sayýsý,14,Bolu,1531,Mudurnu,yillik,1531,4,58,56,56,56,Bolu Mudurnu
Hayvansal Üretim,Diðer,14,Bolu,1531,Mudurnu,yillik,1531,4,254,253,250,251,Bolu Mudurnu
Hayvansal Üretim,Kýrkýlan Hayvan,14,Bolu,1531,Mudurnu,yillik,1531,4,3,3,3,4,Bolu Mudurnu
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,14,Bolu,1531,Mudurnu,yillik,1531,4,3,3,3,3,Bolu Mudurnu
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,14,Bolu,1531,Mudurnu,yillik,1531,4,1,1,1,1,Bolu Mudurnu
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,14,Bolu,1531,Mudurnu,yillik,1531,4,1,1,1,1,Bolu Mudurnu
Hayvansal Üretim,Canlý Hayvan Sayýsý,14,Bolu,1610,Seben,yillik,1610,4,58,56,56,56,Bolu Seben
Hayvansal Üretim,Diðer,14,Bolu,1610,Seben,yillik,1610,4,240,236,237,236,Bolu Seben
Hayvansal Üretim,Kýrkýlan Hayvan,14,Bolu,1610,Seben,yillik,1610,4,4,4,4,4,Bolu Seben
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,14,Bolu,1610,Seben,yillik,1610,4,3,3,3,3,Bolu Seben
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,14,Bolu,1610,Seben,yillik,1610,4,1,1,1,1,Bolu Seben
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,14,Bolu,1610,Seben,yillik,1610,4,1,1,1,1,Bolu Seben
Hayvansal Üretim,Canlý Hayvan Sayýsý,14,Bolu,1916,Dörtdivan,yillik,1916,4,58,56,56,56,Bolu Dörtdivan
Hayvansal Üretim,Diðer,14,Bolu,1916,Dörtdivan,yillik,1916,4,145,146,146,146,Bolu Dörtdivan
Hayvansal Üretim,Kýrkýlan Hayvan,14,Bolu,1916,Dörtdivan,yillik,1916,4,3,3,3,3,Bolu Dörtdivan
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,14,Bolu,1916,Dörtdivan,yillik,1916,4,3,3,3,3,Bolu Dörtdivan
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,14,Bolu,1916,Dörtdivan,yillik,1916,4,1,1,1,1,Bolu Dörtdivan
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,14,Bolu,1916,Dörtdivan,yillik,1916,4,1,1,1,1,Bolu Dörtdivan
Hayvansal Üretim,Canlý Hayvan Sayýsý,14,Bolu,1997,Yeniçaða,yillik,1997,4,58,56,56,56,Bolu Yeniçaða
Hayvansal Üretim,Diðer,14,Bolu,1997,Yeniçaða,yillik,1997,4,202,203,205,205,Bolu Yeniçaða
Hayvansal Üretim,Kýrkýlan Hayvan,14,Bolu,1997,Yeniçaða,yillik,1997,4,3,3,3,3,Bolu Yeniçaða
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,14,Bolu,1997,Yeniçaða,yillik,1997,4,3,3,3,3,Bolu Yeniçaða
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,14,Bolu,1997,Yeniçaða,yillik,1997,4,1,1,1,1,Bolu Yeniçaða
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,14,Bolu,1997,Yeniçaða,yillik,1997,4,1,1,1,1,Bolu Yeniçaða
Hayvansal Üretim,Canlý Hayvan Sayýsý,15,Burdur,1109,Aðlasun,yillik,1109,4,58,51,51,51,Burdur Aðlasun
Hayvansal Üretim,Diðer,15,Burdur,1109,Aðlasun,yillik,1109,4,510,518,511,490,Burdur Aðlasun
Hayvansal Üretim,Kýrkýlan Hayvan,15,Burdur,1109,Aðlasun,yillik,1109,4,3,3,3,3,Burdur Aðlasun
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,15,Burdur,1109,Aðlasun,yillik,1109,4,3,3,3,3,Burdur Aðlasun
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,15,Burdur,1109,Aðlasun,yillik,1109,4,1,1,1,1,Burdur Aðlasun
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,15,Burdur,1109,Aðlasun,yillik,1109,4,1,1,1,1,Burdur Aðlasun
Hayvansal Üretim,Canlý Hayvan Sayýsý,15,Burdur,1211,Bucak,yillik,1211,4,58,51,51,51,Burdur Bucak
Hayvansal Üretim,Diðer,15,Burdur,1211,Bucak,yillik,1211,4,620,618,618,622,Burdur Bucak
Hayvansal Üretim,Kýrkýlan Hayvan,15,Burdur,1211,Bucak,yillik,1211,4,3,3,3,3,Burdur Bucak
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,15,Burdur,1211,Bucak,yillik,1211,4,3,3,3,3,Burdur Bucak
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,15,Burdur,1211,Bucak,yillik,1211,4,1,1,1,1,Burdur Bucak
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,15,Burdur,1211,Bucak,yillik,1211,4,1,1,1,1,Burdur Bucak
Hayvansal Üretim,Canlý Hayvan Sayýsý,15,Burdur,1215,Merkez,yillik,1215,4,58,51,51,51,Burdur Merkez
Hayvansal Üretim,Diðer,15,Burdur,1215,Merkez,yillik,1215,4,698,670,647,642,Burdur Merkez
Hayvansal Üretim,Kýrkýlan Hayvan,15,Burdur,1215,Merkez,yillik,1215,4,3,3,3,3,Burdur Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,15,Burdur,1215,Merkez,yillik,1215,4,3,3,3,3,Burdur Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,15,Burdur,1215,Merkez,yillik,1215,4,1,1,1,1,Burdur Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,15,Burdur,1215,Merkez,yillik,1215,4,1,1,1,1,Burdur Merkez
Hayvansal Üretim,Canlý Hayvan Sayýsý,15,Burdur,1357,Gölhisar,yillik,1357,4,58,51,51,51,Burdur Gölhisar
Hayvansal Üretim,Diðer,15,Burdur,1357,Gölhisar,yillik,1357,4,495,506,503,519,Burdur Gölhisar
Hayvansal Üretim,Kýrkýlan Hayvan,15,Burdur,1357,Gölhisar,yillik,1357,4,3,3,3,3,Burdur Gölhisar
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,15,Burdur,1357,Gölhisar,yillik,1357,4,3,3,3,3,Burdur Gölhisar
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,15,Burdur,1357,Gölhisar,yillik,1357,4,1,1,1,1,Burdur Gölhisar
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,15,Burdur,1357,Gölhisar,yillik,1357,4,1,1,1,1,Burdur Gölhisar
Hayvansal Üretim,Canlý Hayvan Sayýsý,15,Burdur,1672,Tefenni,yillik,1672,4,58,51,51,51,Burdur Tefenni
Hayvansal Üretim,Diðer,15,Burdur,1672,Tefenni,yillik,1672,4,404,391,392,392,Burdur Tefenni
Hayvansal Üretim,Kýrkýlan Hayvan,15,Burdur,1672,Tefenni,yillik,1672,4,3,3,3,3,Burdur Tefenni
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,15,Burdur,1672,Tefenni,yillik,1672,4,3,3,3,3,Burdur Tefenni
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,15,Burdur,1672,Tefenni,yillik,1672,4,1,1,1,1,Burdur Tefenni
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,15,Burdur,1672,Tefenni,yillik,1672,4,1,1,1,1,Burdur Tefenni
Hayvansal Üretim,Canlý Hayvan Sayýsý,15,Burdur,1728,Yeþilova,yillik,1728,4,58,51,51,51,Burdur Yeþilova
Hayvansal Üretim,Diðer,15,Burdur,1728,Yeþilova,yillik,1728,4,531,531,530,519,Burdur Yeþilova
Hayvansal Üretim,Kýrkýlan Hayvan,15,Burdur,1728,Yeþilova,yillik,1728,4,3,3,3,3,Burdur Yeþilova
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,15,Burdur,1728,Yeþilova,yillik,1728,4,3,3,3,3,Burdur Yeþilova
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,15,Burdur,1728,Yeþilova,yillik,1728,4,1,1,1,1,Burdur Yeþilova
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,15,Burdur,1728,Yeþilova,yillik,1728,4,1,1,1,1,Burdur Yeþilova
Hayvansal Üretim,Canlý Hayvan Sayýsý,15,Burdur,1813,Karamanlý,yillik,1813,4,58,51,51,51,Burdur Karamanlý
Hayvansal Üretim,Diðer,15,Burdur,1813,Karamanlý,yillik,1813,4,508,510,505,489,Burdur Karamanlý
Hayvansal Üretim,Kýrkýlan Hayvan,15,Burdur,1813,Karamanlý,yillik,1813,4,3,3,3,3,Burdur Karamanlý
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,15,Burdur,1813,Karamanlý,yillik,1813,4,3,3,3,3,Burdur Karamanlý
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,15,Burdur,1813,Karamanlý,yillik,1813,4,1,1,1,1,Burdur Karamanlý
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,15,Burdur,1813,Karamanlý,yillik,1813,4,1,1,1,1,Burdur Karamanlý
Hayvansal Üretim,Canlý Hayvan Sayýsý,15,Burdur,1816,Kemer,yillik,1816,4,58,51,51,51,Burdur Kemer
Hayvansal Üretim,Diðer,15,Burdur,1816,Kemer,yillik,1816,4,418,414,378,380,Burdur Kemer
Hayvansal Üretim,Kýrkýlan Hayvan,15,Burdur,1816,Kemer,yillik,1816,4,3,3,3,3,Burdur Kemer
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,15,Burdur,1816,Kemer,yillik,1816,4,3,3,3,3,Burdur Kemer
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,15,Burdur,1816,Kemer,yillik,1816,4,1,1,1,1,Burdur Kemer
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,15,Burdur,1816,Kemer,yillik,1816,4,1,1,1,1,Burdur Kemer
Hayvansal Üretim,Canlý Hayvan Sayýsý,15,Burdur,1874,Altýnyayla,yillik,1874,4,58,51,51,51,Burdur Altýnyayla
Hayvansal Üretim,Diðer,15,Burdur,1874,Altýnyayla,yillik,1874,4,317,315,311,318,Burdur Altýnyayla
Hayvansal Üretim,Kýrkýlan Hayvan,15,Burdur,1874,Altýnyayla,yillik,1874,4,3,3,3,3,Burdur Altýnyayla
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,15,Burdur,1874,Altýnyayla,yillik,1874,4,3,3,3,3,Burdur Altýnyayla
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,15,Burdur,1874,Altýnyayla,yillik,1874,4,1,1,1,1,Burdur Altýnyayla
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,15,Burdur,1874,Altýnyayla,yillik,1874,4,1,1,1,1,Burdur Altýnyayla
Hayvansal Üretim,Canlý Hayvan Sayýsý,15,Burdur,1899,Çavdýr,yillik,1899,4,58,51,51,51,Burdur Çavdýr
Hayvansal Üretim,Diðer,15,Burdur,1899,Çavdýr,yillik,1899,4,392,434,387,403,Burdur Çavdýr
Hayvansal Üretim,Kýrkýlan Hayvan,15,Burdur,1899,Çavdýr,yillik,1899,4,3,3,3,3,Burdur Çavdýr
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,15,Burdur,1899,Çavdýr,yillik,1899,4,3,3,3,3,Burdur Çavdýr
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,15,Burdur,1899,Çavdýr,yillik,1899,4,1,1,1,1,Burdur Çavdýr
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,15,Burdur,1899,Çavdýr,yillik,1899,4,1,1,1,1,Burdur Çavdýr
Hayvansal Üretim,Canlý Hayvan Sayýsý,15,Burdur,1903,Çeltikçi,yillik,1903,4,58,51,51,51,Burdur Çeltikçi
Hayvansal Üretim,Diðer,15,Burdur,1903,Çeltikçi,yillik,1903,4,449,460,452,411,Burdur Çeltikçi
Hayvansal Üretim,Kýrkýlan Hayvan,15,Burdur,1903,Çeltikçi,yillik,1903,4,3,3,3,3,Burdur Çeltikçi
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,15,Burdur,1903,Çeltikçi,yillik,1903,4,3,3,3,3,Burdur Çeltikçi
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,15,Burdur,1903,Çeltikçi,yillik,1903,4,1,1,1,1,Burdur Çeltikçi
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,15,Burdur,1903,Çeltikçi,yillik,1903,4,1,1,1,1,Burdur Çeltikçi
Hayvansal Üretim,Canlý Hayvan Sayýsý,16,Bursa,1343,Gemlik,yillik,1343,4,58,51,51,51,Bursa Gemlik
Hayvansal Üretim,Diðer,16,Bursa,1343,Gemlik,yillik,1343,4,276,264,278,282,Bursa Gemlik
Hayvansal Üretim,Kýrkýlan Hayvan,16,Bursa,1343,Gemlik,yillik,1343,4,3,3,3,3,Bursa Gemlik
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,16,Bursa,1343,Gemlik,yillik,1343,4,3,3,3,3,Bursa Gemlik
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,16,Bursa,1343,Gemlik,yillik,1343,4,1,1,1,1,Bursa Gemlik
