ust_kategori,hayvansal_alt_grup,il_kod,il_adi,ilce_kod,ilce_adi,period,duzey_kodu,duzey_tip,y2021,y2022,y2023,y2024,il_ilce_adi
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,38,Kayseri,1752,Akkýþla,yillik,1752,4,1,1,1,1,Kayseri Akkýþla
Hayvansal Üretim,Canlý Hayvan Sayýsý,38,Kayseri,1846,Talas,yillik,1846,4,58,51,51,51,Kayseri Talas
Hayvansal Üretim,Diðer,38,Kayseri,1846,Talas,yillik,1846,4,271,277,280,290,Kayseri Talas
Hayvansal Üretim,Kýrkýlan Hayvan,38,Kayseri,1846,Talas,yillik,1846,4,3,3,3,3,Kayseri Talas
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,38,Kayseri,1846,Talas,yillik,1846,4,3,3,3,3,Kayseri Talas
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,38,Kayseri,1846,Talas,yillik,1846,4,1,1,1,1,Kayseri Talas
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,38,Kayseri,1846,Talas,yillik,1846,4,1,1,1,1,Kayseri Talas
Hayvansal Üretim,Canlý Hayvan Sayýsý,38,Kayseri,1863,Kocasinan,yillik,1863,4,58,51,51,51,Kayseri Kocasinan
Hayvansal Üretim,Diðer,38,Kayseri,1863,Kocasinan,yillik,1863,4,408,421,422,419,Kayseri Kocasinan
Hayvansal Üretim,Kýrkýlan Hayvan,38,Kayseri,1863,Kocasinan,yillik,1863,4,2,3,3,3,Kayseri Kocasinan
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,38,Kayseri,1863,Kocasinan,yillik,1863,4,3,3,3,3,Kayseri Kocasinan
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,38,Kayseri,1863,Kocasinan,yillik,1863,4,1,1,1,1,Kayseri Kocasinan
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,38,Kayseri,1863,Kocasinan,yillik,1863,4,1,1,1,1,Kayseri Kocasinan
Hayvansal Üretim,Canlý Hayvan Sayýsý,38,Kayseri,1864,Melikgazi,yillik,1864,4,58,51,51,51,Kayseri Melikgazi
Hayvansal Üretim,Diðer,38,Kayseri,1864,Melikgazi,yillik,1864,4,355,364,360,353,Kayseri Melikgazi
Hayvansal Üretim,Kýrkýlan Hayvan,38,Kayseri,1864,Melikgazi,yillik,1864,4,3,3,3,3,Kayseri Melikgazi
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,38,Kayseri,1864,Melikgazi,yillik,1864,4,3,3,3,3,Kayseri Melikgazi
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,38,Kayseri,1864,Melikgazi,yillik,1864,4,1,1,1,1,Kayseri Melikgazi
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,38,Kayseri,1864,Melikgazi,yillik,1864,4,1,1,1,1,Kayseri Melikgazi
Hayvansal Üretim,Canlý Hayvan Sayýsý,38,Kayseri,1936,Hacýlar,yillik,1936,4,58,51,51,51,Kayseri Hacýlar
Hayvansal Üretim,Diðer,38,Kayseri,1936,Hacýlar,yillik,1936,4,233,241,246,272,Kayseri Hacýlar
Hayvansal Üretim,Kýrkýlan Hayvan,38,Kayseri,1936,Hacýlar,yillik,1936,4,2,2,2,2,Kayseri Hacýlar
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,38,Kayseri,1936,Hacýlar,yillik,1936,4,3,3,3,3,Kayseri Hacýlar
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,38,Kayseri,1936,Hacýlar,yillik,1936,4,1,1,1,1,Kayseri Hacýlar
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,38,Kayseri,1936,Hacýlar,yillik,1936,4,1,1,1,1,Kayseri Hacýlar
Hayvansal Üretim,Canlý Hayvan Sayýsý,38,Kayseri,1978,Özvatan,yillik,1978,4,58,51,51,51,Kayseri Özvatan
Hayvansal Üretim,Diðer,38,Kayseri,1978,Özvatan,yillik,1978,4,274,267,277,280,Kayseri Özvatan
Hayvansal Üretim,Kýrkýlan Hayvan,38,Kayseri,1978,Özvatan,yillik,1978,4,3,3,3,3,Kayseri Özvatan
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,38,Kayseri,1978,Özvatan,yillik,1978,4,3,3,3,3,Kayseri Özvatan
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,38,Kayseri,1978,Özvatan,yillik,1978,4,1,1,1,1,Kayseri Özvatan
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,38,Kayseri,1978,Özvatan,yillik,1978,4,1,1,1,1,Kayseri Özvatan
Hayvansal Üretim,Canlý Hayvan Sayýsý,39,Kýrklareli,1163,Babaeski,yillik,1163,4,58,51,51,51,Kýrklareli Babaeski
Hayvansal Üretim,Diðer,39,Kýrklareli,1163,Babaeski,yillik,1163,4,380,403,404,404,Kýrklareli Babaeski
Hayvansal Üretim,Kýrkýlan Hayvan,39,Kýrklareli,1163,Babaeski,yillik,1163,4,3,3,3,3,Kýrklareli Babaeski
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,39,Kýrklareli,1163,Babaeski,yillik,1163,4,3,3,3,3,Kýrklareli Babaeski
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,39,Kýrklareli,1163,Babaeski,yillik,1163,4,1,1,1,1,Kýrklareli Babaeski
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,39,Kýrklareli,1163,Babaeski,yillik,1163,4,1,1,1,1,Kýrklareli Babaeski
Hayvansal Üretim,Canlý Hayvan Sayýsý,39,Kýrklareli,1270,Demirköy,yillik,1270,4,58,51,51,51,Kýrklareli Demirköy
Hayvansal Üretim,Diðer,39,Kýrklareli,1270,Demirköy,yillik,1270,4,232,267,284,280,Kýrklareli Demirköy
Hayvansal Üretim,Kýrkýlan Hayvan,39,Kýrklareli,1270,Demirköy,yillik,1270,4,3,3,3,3,Kýrklareli Demirköy
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,39,Kýrklareli,1270,Demirköy,yillik,1270,4,3,3,3,3,Kýrklareli Demirköy
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,39,Kýrklareli,1270,Demirköy,yillik,1270,4,1,1,1,1,Kýrklareli Demirköy
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,39,Kýrklareli,1270,Demirköy,yillik,1270,4,1,1,1,1,Kýrklareli Demirköy
Hayvansal Üretim,Canlý Hayvan Sayýsý,39,Kýrklareli,1471,Merkez,yillik,1471,4,58,51,51,51,Kýrklareli Merkez
Hayvansal Üretim,Diðer,39,Kýrklareli,1471,Merkez,yillik,1471,4,432,468,463,472,Kýrklareli Merkez
Hayvansal Üretim,Kýrkýlan Hayvan,39,Kýrklareli,1471,Merkez,yillik,1471,4,3,3,3,3,Kýrklareli Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,39,Kýrklareli,1471,Merkez,yillik,1471,4,3,3,3,3,Kýrklareli Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,39,Kýrklareli,1471,Merkez,yillik,1471,4,1,1,1,1,Kýrklareli Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,39,Kýrklareli,1471,Merkez,yillik,1471,4,1,1,1,1,Kýrklareli Merkez
Hayvansal Üretim,Canlý Hayvan Sayýsý,39,Kýrklareli,1480,Kofçaz,yillik,1480,4,58,51,51,51,Kýrklareli Kofçaz
Hayvansal Üretim,Diðer,39,Kýrklareli,1480,Kofçaz,yillik,1480,4,233,248,250,250,Kýrklareli Kofçaz
Hayvansal Üretim,Kýrkýlan Hayvan,39,Kýrklareli,1480,Kofçaz,yillik,1480,4,3,3,3,3,Kýrklareli Kofçaz
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,39,Kýrklareli,1480,Kofçaz,yillik,1480,4,3,3,3,3,Kýrklareli Kofçaz
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,39,Kýrklareli,1480,Kofçaz,yillik,1480,4,1,1,1,1,Kýrklareli Kofçaz
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,39,Kýrklareli,1480,Kofçaz,yillik,1480,4,1,1,1,1,Kýrklareli Kofçaz
Hayvansal Üretim,Canlý Hayvan Sayýsý,39,Kýrklareli,1505,Lüleburgaz,yillik,1505,4,58,51,51,51,Kýrklareli Lüleburgaz
Hayvansal Üretim,Diðer,39,Kýrklareli,1505,Lüleburgaz,yillik,1505,4,408,436,437,453,Kýrklareli Lüleburgaz
Hayvansal Üretim,Kýrkýlan Hayvan,39,Kýrklareli,1505,Lüleburgaz,yillik,1505,4,3,3,3,3,Kýrklareli Lüleburgaz
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,39,Kýrklareli,1505,Lüleburgaz,yillik,1505,4,3,3,3,3,Kýrklareli Lüleburgaz
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,39,Kýrklareli,1505,Lüleburgaz,yillik,1505,4,1,1,1,1,Kýrklareli Lüleburgaz
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,39,Kýrklareli,1505,Lüleburgaz,yillik,1505,4,1,1,1,1,Kýrklareli Lüleburgaz
Hayvansal Üretim,Canlý Hayvan Sayýsý,39,Kýrklareli,1572,Pehlivanköy,yillik,1572,4,58,51,51,51,Kýrklareli Pehlivanköy
Hayvansal Üretim,Diðer,39,Kýrklareli,1572,Pehlivanköy,yillik,1572,4,204,207,208,213,Kýrklareli Pehlivanköy
Hayvansal Üretim,Kýrkýlan Hayvan,39,Kýrklareli,1572,Pehlivanköy,yillik,1572,4,3,3,3,3,Kýrklareli Pehlivanköy
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,39,Kýrklareli,1572,Pehlivanköy,yillik,1572,4,3,3,3,3,Kýrklareli Pehlivanköy
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,39,Kýrklareli,1572,Pehlivanköy,yillik,1572,4,1,1,1,1,Kýrklareli Pehlivanköy
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,39,Kýrklareli,1572,Pehlivanköy,yillik,1572,4,1,1,1,1,Kýrklareli Pehlivanköy
Hayvansal Üretim,Canlý Hayvan Sayýsý,39,Kýrklareli,1577,Pýnarhisar,yillik,1577,4,58,51,51,51,Kýrklareli Pýnarhisar
Hayvansal Üretim,Diðer,39,Kýrklareli,1577,Pýnarhisar,yillik,1577,4,354,359,360,360,Kýrklareli Pýnarhisar
Hayvansal Üretim,Kýrkýlan Hayvan,39,Kýrklareli,1577,Pýnarhisar,yillik,1577,4,3,3,3,3,Kýrklareli Pýnarhisar
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,39,Kýrklareli,1577,Pýnarhisar,yillik,1577,4,3,3,3,3,Kýrklareli Pýnarhisar
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,39,Kýrklareli,1577,Pýnarhisar,yillik,1577,4,1,1,1,1,Kýrklareli Pýnarhisar
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,39,Kýrklareli,1577,Pýnarhisar,yillik,1577,4,1,1,1,1,Kýrklareli Pýnarhisar
Hayvansal Üretim,Canlý Hayvan Sayýsý,39,Kýrklareli,1714,Vize,yillik,1714,4,58,51,51,51,Kýrklareli Vize
Hayvansal Üretim,Diðer,39,Kýrklareli,1714,Vize,yillik,1714,4,341,394,399,394,Kýrklareli Vize
Hayvansal Üretim,Kýrkýlan Hayvan,39,Kýrklareli,1714,Vize,yillik,1714,4,2,2,2,3,Kýrklareli Vize
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,39,Kýrklareli,1714,Vize,yillik,1714,4,3,3,3,3,Kýrklareli Vize
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,39,Kýrklareli,1714,Vize,yillik,1714,4,1,1,1,1,Kýrklareli Vize
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,39,Kýrklareli,1714,Vize,yillik,1714,4,1,1,1,1,Kýrklareli Vize
Hayvansal Üretim,Canlý Hayvan Sayýsý,40,Kýrþehir,1254,Çiçekdaðý,yillik,1254,4,58,51,51,51,Kýrþehir Çiçekdaðý
Hayvansal Üretim,Diðer,40,Kýrþehir,1254,Çiçekdaðý,yillik,1254,4,224,245,257,250,Kýrþehir Çiçekdaðý
Hayvansal Üretim,Kýrkýlan Hayvan,40,Kýrþehir,1254,Çiçekdaðý,yillik,1254,4,2,3,3,3,Kýrþehir Çiçekdaðý
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,40,Kýrþehir,1254,Çiçekdaðý,yillik,1254,4,3,3,3,3,Kýrþehir Çiçekdaðý
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,40,Kýrþehir,1254,Çiçekdaðý,yillik,1254,4,1,1,1,1,Kýrþehir Çiçekdaðý
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,40,Kýrþehir,1254,Çiçekdaðý,yillik,1254,4,1,1,1,1,Kýrþehir Çiçekdaðý
Hayvansal Üretim,Canlý Hayvan Sayýsý,40,Kýrþehir,1429,Kaman,yillik,1429,4,58,51,51,51,Kýrþehir Kaman
Hayvansal Üretim,Diðer,40,Kýrþehir,1429,Kaman,yillik,1429,4,399,383,389,394,Kýrþehir Kaman
Hayvansal Üretim,Kýrkýlan Hayvan,40,Kýrþehir,1429,Kaman,yillik,1429,4,2,2,2,2,Kýrþehir Kaman
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,40,Kýrþehir,1429,Kaman,yillik,1429,4,3,3,3,3,Kýrþehir Kaman
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,40,Kýrþehir,1429,Kaman,yillik,1429,4,1,1,1,1,Kýrþehir Kaman
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,40,Kýrþehir,1429,Kaman,yillik,1429,4,1,1,1,1,Kýrþehir Kaman
Hayvansal Üretim,Canlý Hayvan Sayýsý,40,Kýrþehir,1472,Merkez,yillik,1472,4,58,51,51,51,Kýrþehir Merkez
Hayvansal Üretim,Diðer,40,Kýrþehir,1472,Merkez,yillik,1472,4,490,496,486,489,Kýrþehir Merkez
Hayvansal Üretim,Kýrkýlan Hayvan,40,Kýrþehir,1472,Merkez,yillik,1472,4,3,3,3,3,Kýrþehir Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,40,Kýrþehir,1472,Merkez,yillik,1472,4,3,3,3,3,Kýrþehir Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,40,Kýrþehir,1472,Merkez,yillik,1472,4,1,1,1,1,Kýrþehir Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,40,Kýrþehir,1472,Merkez,yillik,1472,4,1,1,1,1,Kýrþehir Merkez
Hayvansal Üretim,Canlý Hayvan Sayýsý,40,Kýrþehir,1529,Mucur,yillik,1529,4,58,51,51,51,Kýrþehir Mucur
Hayvansal Üretim,Diðer,40,Kýrþehir,1529,Mucur,yillik,1529,4,347,355,360,368,Kýrþehir Mucur
Hayvansal Üretim,Kýrkýlan Hayvan,40,Kýrþehir,1529,Mucur,yillik,1529,4,3,3,2,2,Kýrþehir Mucur
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,40,Kýrþehir,1529,Mucur,yillik,1529,4,3,3,3,3,Kýrþehir Mucur
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,40,Kýrþehir,1529,Mucur,yillik,1529,4,1,1,1,1,Kýrþehir Mucur
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,40,Kýrþehir,1529,Mucur,yillik,1529,4,1,1,1,1,Kýrþehir Mucur
Hayvansal Üretim,Canlý Hayvan Sayýsý,40,Kýrþehir,1754,Akpýnar,yillik,1754,4,58,51,51,51,Kýrþehir Akpýnar
Hayvansal Üretim,Diðer,40,Kýrþehir,1754,Akpýnar,yillik,1754,4,250,251,252,243,Kýrþehir Akpýnar
Hayvansal Üretim,Kýrkýlan Hayvan,40,Kýrþehir,1754,Akpýnar,yillik,1754,4,3,3,2,2,Kýrþehir Akpýnar
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,40,Kýrþehir,1754,Akpýnar,yillik,1754,4,3,3,3,3,Kýrþehir Akpýnar
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,40,Kýrþehir,1754,Akpýnar,yillik,1754,4,1,1,1,1,Kýrþehir Akpýnar
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,40,Kýrþehir,1754,Akpýnar,yillik,1754,4,1,1,1,1,Kýrþehir Akpýnar
Hayvansal Üretim,Canlý Hayvan Sayýsý,40,Kýrþehir,1869,Akçakent,yillik,1869,4,58,51,51,51,Kýrþehir Akçakent
Hayvansal Üretim,Diðer,40,Kýrþehir,1869,Akçakent,yillik,1869,4,180,188,180,189,Kýrþehir Akçakent
Hayvansal Üretim,Kýrkýlan Hayvan,40,Kýrþehir,1869,Akçakent,yillik,1869,4,3,3,2,2,Kýrþehir Akçakent
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,40,Kýrþehir,1869,Akçakent,yillik,1869,4,3,3,3,3,Kýrþehir Akçakent
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,40,Kýrþehir,1869,Akçakent,yillik,1869,4,1,1,1,1,Kýrþehir Akçakent
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,40,Kýrþehir,1869,Akçakent,yillik,1869,4,1,1,1,1,Kýrþehir Akçakent
Hayvansal Üretim,Canlý Hayvan Sayýsý,40,Kýrþehir,1890,Boztepe,yillik,1890,4,58,51,51,51,Kýrþehir Boztepe
Hayvansal Üretim,Diðer,40,Kýrþehir,1890,Boztepe,yillik,1890,4,220,231,220,220,Kýrþehir Boztepe
Hayvansal Üretim,Kýrkýlan Hayvan,40,Kýrþehir,1890,Boztepe,yillik,1890,4,3,3,3,3,Kýrþehir Boztepe
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,40,Kýrþehir,1890,Boztepe,yillik,1890,4,3,3,3,3,Kýrþehir Boztepe
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,40,Kýrþehir,1890,Boztepe,yillik,1890,4,1,1,1,1,Kýrþehir Boztepe
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,40,Kýrþehir,1890,Boztepe,yillik,1890,4,1,1,1,1,Kýrþehir Boztepe
Hayvansal Üretim,Canlý Hayvan Sayýsý,41,Kocaeli,1338,Gebze,yillik,1338,4,58,53,53,53,Kocaeli Gebze
Hayvansal Üretim,Diðer,41,Kocaeli,1338,Gebze,yillik,1338,4,266,265,267,273,Kocaeli Gebze
Hayvansal Üretim,Kýrkýlan Hayvan,41,Kocaeli,1338,Gebze,yillik,1338,4,3,3,3,3,Kocaeli Gebze
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,41,Kocaeli,1338,Gebze,yillik,1338,4,3,3,3,3,Kocaeli Gebze
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,41,Kocaeli,1338,Gebze,yillik,1338,4,1,1,1,1,Kocaeli Gebze
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,41,Kocaeli,1338,Gebze,yillik,1338,4,1,1,1,1,Kocaeli Gebze
Hayvansal Üretim,Canlý Hayvan Sayýsý,41,Kocaeli,1355,Gölcük,yillik,1355,4,58,53,53,53,Kocaeli Gölcük
Hayvansal Üretim,Diðer,41,Kocaeli,1355,Gölcük,yillik,1355,4,281,282,274,288,Kocaeli Gölcük
Hayvansal Üretim,Kýrkýlan Hayvan,41,Kocaeli,1355,Gölcük,yillik,1355,4,3,3,3,3,Kocaeli Gölcük
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,41,Kocaeli,1355,Gölcük,yillik,1355,4,3,3,3,3,Kocaeli Gölcük
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,41,Kocaeli,1355,Gölcük,yillik,1355,4,1,1,1,1,Kocaeli Gölcük
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,41,Kocaeli,1355,Gölcük,yillik,1355,4,1,1,1,1,Kocaeli Gölcük
Hayvansal Üretim,Canlý Hayvan Sayýsý,41,Kocaeli,1430,Kandýra,yillik,1430,4,58,53,53,53,Kocaeli Kandýra
Hayvansal Üretim,Diðer,41,Kocaeli,1430,Kandýra,yillik,1430,4,273,273,278,280,Kocaeli Kandýra
Hayvansal Üretim,Kýrkýlan Hayvan,41,Kocaeli,1430,Kandýra,yillik,1430,4,2,2,2,3,Kocaeli Kandýra
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,41,Kocaeli,1430,Kandýra,yillik,1430,4,3,3,3,3,Kocaeli Kandýra
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,41,Kocaeli,1430,Kandýra,yillik,1430,4,1,1,1,1,Kocaeli Kandýra
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,41,Kocaeli,1430,Kandýra,yillik,1430,4,1,1,1,1,Kocaeli Kandýra
Hayvansal Üretim,Canlý Hayvan Sayýsý,41,Kocaeli,1440,Karamürsel,yillik,1440,4,58,53,53,53,Kocaeli Karamürsel
Hayvansal Üretim,Diðer,41,Kocaeli,1440,Karamürsel,yillik,1440,4,367,366,355,361,Kocaeli Karamürsel
Hayvansal Üretim,Kýrkýlan Hayvan,41,Kocaeli,1440,Karamürsel,yillik,1440,4,3,3,3,3,Kocaeli Karamürsel
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,41,Kocaeli,1440,Karamürsel,yillik,1440,4,3,3,3,3,Kocaeli Karamürsel
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,41,Kocaeli,1440,Karamürsel,yillik,1440,4,1,1,1,1,Kocaeli Karamürsel
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,41,Kocaeli,1440,Karamürsel,yillik,1440,4,1,1,1,1,Kocaeli Karamürsel
Hayvansal Üretim,Canlý Hayvan Sayýsý,41,Kocaeli,1821,Körfez,yillik,1821,4,58,53,53,53,Kocaeli Körfez
Hayvansal Üretim,Diðer,41,Kocaeli,1821,Körfez,yillik,1821,4,216,219,220,230,Kocaeli Körfez
Hayvansal Üretim,Kýrkýlan Hayvan,41,Kocaeli,1821,Körfez,yillik,1821,4,3,3,3,3,Kocaeli Körfez
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,41,Kocaeli,1821,Körfez,yillik,1821,4,3,3,3,3,Kocaeli Körfez
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,41,Kocaeli,1821,Körfez,yillik,1821,4,1,1,1,1,Kocaeli Körfez
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,41,Kocaeli,1821,Körfez,yillik,1821,4,1,1,1,1,Kocaeli Körfez
Hayvansal Üretim,Canlý Hayvan Sayýsý,41,Kocaeli,2030,Derince,yillik,2030,4,58,53,53,53,Kocaeli Derince
Hayvansal Üretim,Diðer,41,Kocaeli,2030,Derince,yillik,2030,4,167,167,170,198,Kocaeli Derince
Hayvansal Üretim,Kýrkýlan Hayvan,41,Kocaeli,2030,Derince,yillik,2030,4,3,3,3,3,Kocaeli Derince
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,41,Kocaeli,2030,Derince,yillik,2030,4,3,3,3,3,Kocaeli Derince
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,41,Kocaeli,2030,Derince,yillik,2030,4,1,1,1,1,Kocaeli Derince
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,41,Kocaeli,2030,Derince,yillik,2030,4,1,1,1,1,Kocaeli Derince
Hayvansal Üretim,Canlý Hayvan Sayýsý,41,Kocaeli,2058,Baþiskele,yillik,2058,4,58,53,53,53,Kocaeli Baþiskele
Hayvansal Üretim,Diðer,41,Kocaeli,2058,Baþiskele,yillik,2058,4,256,255,248,258,Kocaeli Baþiskele
Hayvansal Üretim,Kýrkýlan Hayvan,41,Kocaeli,2058,Baþiskele,yillik,2058,4,3,3,3,3,Kocaeli Baþiskele
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,41,Kocaeli,2058,Baþiskele,yillik,2058,4,3,3,3,3,Kocaeli Baþiskele
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,41,Kocaeli,2058,Baþiskele,yillik,2058,4,1,1,1,1,Kocaeli Baþiskele
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,41,Kocaeli,2058,Baþiskele,yillik,2058,4,1,1,1,1,Kocaeli Baþiskele
Hayvansal Üretim,Canlý Hayvan Sayýsý,41,Kocaeli,2059,Çayýrova,yillik,2059,4,58,53,53,53,Kocaeli Çayýrova
Hayvansal Üretim,Diðer,41,Kocaeli,2059,Çayýrova,yillik,2059,4,27,10,18,14,Kocaeli Çayýrova
Hayvansal Üretim,Kýrkýlan Hayvan,41,Kocaeli,2059,Çayýrova,yillik,2059,4,3,3,2,1,Kocaeli Çayýrova
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,41,Kocaeli,2059,Çayýrova,yillik,2059,4,3,3,3,3,Kocaeli Çayýrova
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,41,Kocaeli,2059,Çayýrova,yillik,2059,4,1,1,1,1,Kocaeli Çayýrova
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,41,Kocaeli,2059,Çayýrova,yillik,2059,4,1,1,1,1,Kocaeli Çayýrova
Hayvansal Üretim,Canlý Hayvan Sayýsý,41,Kocaeli,2060,Darýca,yillik,2060,4,58,53,53,53,Kocaeli Darýca
Hayvansal Üretim,Diðer,41,Kocaeli,2060,Darýca,yillik,2060,4,57,57,58,63,Kocaeli Darýca
Hayvansal Üretim,Kýrkýlan Hayvan,41,Kocaeli,2060,Darýca,yillik,2060,4,2,2,2,2,Kocaeli Darýca
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,41,Kocaeli,2060,Darýca,yillik,2060,4,3,3,3,3,Kocaeli Darýca
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,41,Kocaeli,2060,Darýca,yillik,2060,4,1,1,1,1,Kocaeli Darýca
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,41,Kocaeli,2060,Darýca,yillik,2060,4,1,1,1,1,Kocaeli Darýca
Hayvansal Üretim,Canlý Hayvan Sayýsý,41,Kocaeli,2061,Dilovasý,yillik,2061,4,58,53,53,53,Kocaeli Dilovasý
Hayvansal Üretim,Diðer,41,Kocaeli,2061,Dilovasý,yillik,2061,4,29,29,44,44,Kocaeli Dilovasý
Hayvansal Üretim,Kýrkýlan Hayvan,41,Kocaeli,2061,Dilovasý,yillik,2061,4,3,3,3,3,Kocaeli Dilovasý
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,41,Kocaeli,2061,Dilovasý,yillik,2061,4,3,3,3,3,Kocaeli Dilovasý
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,41,Kocaeli,2061,Dilovasý,yillik,2061,4,1,1,1,1,Kocaeli Dilovasý
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,41,Kocaeli,2061,Dilovasý,yillik,2061,4,1,1,1,1,Kocaeli Dilovasý
Hayvansal Üretim,Canlý Hayvan Sayýsý,41,Kocaeli,2062,Ýzmit,yillik,2062,4,58,53,53,53,Kocaeli Ýzmit
Hayvansal Üretim,Diðer,41,Kocaeli,2062,Ýzmit,yillik,2062,4,347,354,355,368,Kocaeli Ýzmit
