il_kod,il_ad,ilce_kod,ilce_ad,merkez_ilce_mi,yuzolcum
42,Konya,1804,Hüyük,false,547,24
42,Konya,1262,Çumra,false,2051,82
42,Konya,1827,Meram,false,19831
42,Konya,1937,Halkapýnar,false,520,77
42,Konya,1735,Yunak,false,2109,94
42,Konya,1902,Çeltik,false,575,29
42,Konya,1990,Tuzlukçu,false,612,85
42,Konya,1441,Karapýnar,false,2746,17
42,Konya,1848,Taþkent,false,390,21
43,Kütahya,1339,Gediz,false,1243,52
43,Kütahya,1979,Pazarlar,false,130,2
43,Kütahya,1288,Domaniç,false,554,7
43,Kütahya,1132,Altýntaþ,false,9081
43,Kütahya,1898,Çavdarhisar,false,408,89
43,Kütahya,1671,Tavþanlý,false,1877,34
43,Kütahya,1843,Þaphane,false,241,81
43,Kütahya,1802,Hisarcýk,false,365,26
43,Kütahya,1304,Emet,false,952,59
43,Kütahya,1625,Simav,false,1581,47
43,Kütahya,1790,Dumlupýnar,false,280,77
43,Kütahya,1764,Aslanapa,false,684,89
43,Kütahya,1500,Merkez,false,2504,85
44,Malatya,1953,Kale,false,218,32
44,Malatya,1390,Hekimhan,false,1526,81
44,Malatya,1265,Darende,false,1549,61
44,Malatya,1143,Arapgir,false,919,86
44,Malatya,1148,Arguvan,false,1046,27
44,Malatya,1114,Akçadað,false,1099,31
44,Malatya,1995,Yazýhan,false,656,26
44,Malatya,1729,Yeþilyurt,false,977,4
44,Malatya,1772,Battalgazi,false,943,74
44,Malatya,1914,Doðanyol,false,186,46
44,Malatya,1582,Pütürge,false,10798
44,Malatya,1286,Doðanþehir,false,1351,7
44,Malatya,1969,Kuluncak,false,609,69
45,Manisa,1118,Akhisar,false,1680,64
45,Manisa,2086,Þehzadeler,false,531,68
45,Manisa,1965,Köprübaþý,false,452,99
45,Manisa,1590,Salihli,false,1311,5
45,Manisa,2087,Yunusemre,false,751,58
45,Manisa,1613,Selendi,false,733,94
45,Manisa,1634,Soma,false,8002
45,Manisa,1470,Kýrkaðaç,false,579,5
45,Manisa,1606,Saruhanlý,false,826,58
45,Manisa,1127,Alaþehir,false,998,58
45,Manisa,1793,Gölmarmara,false,329,29
45,Manisa,1600,Sarýgöl,false,445,95
45,Manisa,1689,Turgutlu,false,5402
45,Manisa,1751,Ahmetli,false,213,46
45,Manisa,1489,Kula,false,959,62
45,Manisa,1362,Gördes,false,979,52
45,Manisa,1269,Demirci,false,1270,36
46,Kahramanmaraþ,1919,Ekinözü,false,573,86
46,Kahramanmaraþ,1694,Türkoðlu,false,619,94
46,Kahramanmaraþ,1299,Elbistan,false,2387,53
46,Kahramanmaraþ,2084,Dulkadiroðlu,false,1278,98
46,Kahramanmaraþ,2085,Onikiþubat,false,2397,45
46,Kahramanmaraþ,1107,Afþin,false,1548,89
46,Kahramanmaraþ,1136,Andýrýn,false,1173,57
46,Kahramanmaraþ,1975,Nurhak,false,600,32
46,Kahramanmaraþ,1570,Pazarcýk,false,1226,72
46,Kahramanmaraþ,1353,Göksun,false,1817,79
46,Kahramanmaraþ,1785,Çaðlayancerit,false,702,37
47,Mardin,1564,Ömerli,false,414,59
47,Mardin,1273,Derik,false,1446,8
47,Mardin,1547,Nusaybin,false,1100,44
47,Mardin,1526,Midyat,false,1318,49
47,Mardin,1519,Mazýdaðý,false,751,75
47,Mardin,1609,Savur,false,9057
47,Mardin,1474,Kýzýltepe,false,1227,76
47,Mardin,2002,Yeþilli,false,164,15
47,Mardin,2088,Artuklu,false,921,54
47,Mardin,1787,Dargeçit,false,523,24
48,Muðla,1266,Datça,false,416,89
48,Muðla,1742,Dalaman,false,607,99
48,Muðla,1831,Ortaca,false,277,48
48,Muðla,1331,Fethiye,false,949,19
48,Muðla,1719,Yataðan,false,846,17
48,Muðla,1528,Milas,false,1947,6
48,Muðla,1197,Bodrum,false,686,96
48,Muðla,1517,Marmaris,false,956,77
48,Muðla,1488,Köyceðiz,false,1189,17
48,Muðla,1695,Ula,false,484,94
48,Muðla,2090,Seydikemer,false,2026,68
48,Muðla,1958,Kavaklýdere,false,360,95
48,Muðla,2089,Menteþe,false,1695,46
49,Muþ,1213,Bulanýk,false,1915,79
49,Muþ,1534,Merkez,false,2782,6
49,Muþ,1711,Varto,false,1374,36
49,Muþ,1964,Korkut,false,728,44
49,Muþ,1801,Hasköy,false,267,57
49,Muþ,1510,Malazgirt,false,1584,35
50,Nevþehir,1749,Acýgöl,false,439,81
50,Nevþehir,1707,Ürgüp,false,757,68
50,Nevþehir,1367,Gülþehir,false,860,46
50,Nevþehir,1374,Hacýbektaþ,false,677,22
50,Nevþehir,1155,Avanos,false,910,93
50,Nevþehir,1543,Merkez,false,655,39
50,Nevþehir,1485,Kozaklý,false,825,98
50,Nevþehir,1274,Derinkuyu,false,398,83
51,Niðde,1225,Çamardý,false,1137,99
51,Niðde,1700,Ulukýþla,false,1412,93
51,Niðde,1904,Çiftlik,false,461,26
51,Niðde,1201,Bor,false,14177
51,Niðde,1876,Altunhisar,false,514,68
51,Niðde,1544,Merkez,false,2213,75
52,Ordu,1797,Gürgentepe,false,187,44
52,Ordu,1158,Aybastý,false,251,98
52,Ordu,1119,Akkuþ,false,678,92
52,Ordu,1573,Perþembe,false,221,27
52,Ordu,1696,Ulubey,false,297,48
52,Ordu,1897,Çatalpýnar,false,85,27
52,Ordu,1525,Mesudiye,false,986,26
52,Ordu,1795,Gülyalý,false,60,95
52,Ordu,1328,Fatsa,false,363,27
52,Ordu,1706,Ünye,false,569,68
52,Ordu,1358,Gölköy,false,419,49
52,Ordu,1947,Ýkizce,false,165,95
52,Ordu,1493,Kumru,false,277,16
52,Ordu,2103,Altýnordu,false,402,89
52,Ordu,1900,Çaybaþý,false,103,38
52,Ordu,1482,Korgan,false,259,85
52,Ordu,1950,Kabadüz,false,386,2
52,Ordu,1951,Kabataþ,false,83,48
52,Ordu,1891,Çamaþ,false,87,75
53,Rize,1228,Çamlýhemþin,false,7826
53,Rize,1569,Pazar,false,178,62
53,Rize,1146,Ardeþen,false,478,35
53,Rize,1405,Ýkizdere,false,955,28
53,Rize,1796,Güneysu,false,159,71
53,Rize,1332,Fýndýklý,false,369,1
53,Rize,1428,Kalkandere,false,100,61
53,Rize,1241,Çayeli,false,463,74
53,Rize,1586,Merkez,false,2482
53,Rize,1949,Ýyidere,false,28,72
53,Rize,1908,Derepazarý,false,286
53,Rize,1943,Hemþin,false,141,21
54,Sakarya,1818,Kocaali,false,253,99
54,Sakarya,1833,Pamukova,false,316,9
54,Sakarya,1442,Karasu,false,449,68
54,Sakarya,2068,Adapazarý,false,326
54,Sakarya,1123,Akyazý,false,623,73
54,Sakarya,1847,Taraklý,false,270,89
54,Sakarya,1986,Söðütlü,false,145,95
54,Sakarya,1955,Karapürçek,false,135,43
54,Sakarya,2069,Arifiye,false,92,49
54,Sakarya,1925,Ferizli,false,177,5
54,Sakarya,1351,Geyve,false,674,57
54,Sakarya,1595,Sapanca,false,191,15
54,Sakarya,1453,Kaynarca,false,3373
54,Sakarya,1391,Hendek,false,6056
54,Sakarya,2070,Erenler,false,132,12
54,Sakarya,2071,Serdivan,false,124,21
55,Samsun,1386,Havza,false,826,66
55,Samsun,1125,Alaçam,false,6284
55,Samsun,1993,Yakakent,false,205,42
55,Samsun,1838,Salýpazarý,false,349,5
55,Samsun,1676,Terme,false,544,82
55,Samsun,2072,Atakum,false,402,24
55,Samsun,2074,Ýlkadým,false,158,54
"55,Samsun,1830,""19 Mayýs"",false,228,22"
55,Samsun,1763,Asarcýk,false,242,61
55,Samsun,1452,Kavak,false,700,44
55,Samsun,1849,Tekkeköy,false,329,7
55,Samsun,1879,Ayvacýk,false,367,16
55,Samsun,1234,Çarþamba,false,789,7
55,Samsun,1501,Ladik,false,495,83
55,Samsun,2073,Canik,false,2582
55,Samsun,1712,Vezirköprü,false,1684,78
55,Samsun,1164,Bafra,false,1453,26
56,Siirt,1495,Kurtalan,false,799,87
56,Siirt,1620,Merkez,false,642,52
56,Siirt,1575,Pervari,false,1346,34
56,Siirt,1878,Tillo,false,124,59
56,Siirt,1179,Baykan,false,497,21
56,Siirt,1317,Eruh,false,1222,67
56,Siirt,1662,Þirvan,false,9662
57,Sinop,1314,Erfelek,false,416,83
57,Sinop,1910,Dikmen,false,428,49
57,Sinop,1693,Türkeli,false,271,29
57,Sinop,1627,Merkez,false,459,5
57,Sinop,1981,Saraydüzü,false,325,96
57,Sinop,1290,Duraðan,false,915,22
57,Sinop,1204,Boyabat,false,15181
57,Sinop,1156,Ayancýk,false,842,78
57,Sinop,1349,Gerze,false,493,46
58,Sivas,1646,Suþehri,false,978,77
58,Sivas,1282,Divriði,false,2708,19
58,Sivas,1650,Þarkýþla,false,2007,71
58,Sivas,1731,Yýldýzeli,false,2506,71
58,Sivas,1407,Ýmranlý,false,1241,92
58,Sivas,1342,Gemerek,false,1309,6
58,Sivas,1738,Zara,false,2461,73
58,Sivas,1431,Kangal,false,3314,46
58,Sivas,1875,Altýnyayla,false,599,51
58,Sivas,1870,Akýncýlar,false,414,32
58,Sivas,1628,Merkez,false,3567,13
58,Sivas,1484,Koyulhisar,false,1001,4
58,Sivas,1373,Gürün,false,2546,36
58,Sivas,1376,Hafik,false,1754,77
58,Sivas,1991,Ulaþ,false,1174,46
58,Sivas,1927,Gölova,false,314,57
58,Sivas,1913,Doðanþar,false,425,6
59,Tekirdað,1250,Çerkezköy,false,116,29
59,Tekirdað,1538,Muratlý,false,398,34
59,Tekirdað,1596,Saray,false,696,86
59,Tekirdað,1511,Malkara,false,1208,79
59,Tekirdað,2096,Süleymanpaþa,false,1082,84
59,Tekirdað,1388,Hayrabolu,false,999,36
59,Tekirdað,1825,Marmaraereðlisi,false,194,78
59,Tekirdað,2094,Ergene,false,422,55
59,Tekirdað,1652,Þarköy,false,514,49
59,Tekirdað,1258,Çorlu,false,409,13
59,Tekirdað,2095,Kapaklý,false,195,2
60,Tokat,1151,Artova,false,419,97
60,Tokat,1308,Erbaa,false,1208,15
60,Tokat,1740,Zile,false,1516,93
60,Tokat,1129,Almus,false,1113,54
60,Tokat,1690,Turhal,false,956,64
60,Tokat,1883,Baþçiftlik,false,178,83
60,Tokat,1858,Yeþilyurt,false,295,34
60,Tokat,1679,Merkez,false,1938,7
60,Tokat,1987,Sulusaray,false,283,88
60,Tokat,1834,Pazar,false,216,39
60,Tokat,1545,Niksar,false,980,24
60,Tokat,1584,Reþadiye,false,10565
61,Trabzon,1681,Tonya,false,200,81
61,Trabzon,1548,Of,false,246,16
61,Trabzon,1150,Arsin,false,157,41
61,Trabzon,1775,Beþikdüzü,false,81,98
61,Trabzon,1647,Sürmene,false,201,59
61,Trabzon,2097,Ortahisar,false,236,32
61,Trabzon,1966,Köprübaþý,false,153,12
61,Trabzon,1244,Çaykara,false,592,65
61,Trabzon,1842,Þalpazarý,false,197,92
61,Trabzon,1507,Maçka,false,831,75
61,Trabzon,1909,Dernekpazarý,false,73,72
61,Trabzon,1896,Çarþýbaþý,false,65,99
61,Trabzon,1141,Araklý,false,478,51
61,Trabzon,1942,Hayrat,false,259,53
61,Trabzon,1917,Düzköy,false,166,16
61,Trabzon,1113,Akçaabat,false,376,44
61,Trabzon,1709,Vakfýkebir,false,154,81
61,Trabzon,1732,Yomra,false,193,35
62,Tunceli,1581,Pülümür,false,1448,95
62,Tunceli,1562,Ovacýk,false,1593,98
62,Tunceli,1688,Merkez,false,1136,14
62,Tunceli,1518,Mazgirt,false,689,98
62,Tunceli,1541,Nazýmiye,false,559,51
62,Tunceli,1247,Çemiþgezek,false,851,92
62,Tunceli,1574,Pertek,false,8685
62,Tunceli,1397,Hozat,false,681,16
63,Þanlýurfa,1393,Hilvan,false,1127,92
63,Þanlýurfa,1713,Viranþehir,false,2042,74
63,Þanlýurfa,1643,Suruç,false,735,24
63,Þanlýurfa,2091,Eyyübiye,false,15409
63,Þanlýurfa,1630,Siverek,false,3925,12
63,Þanlýurfa,1115,Akçakale,false,1053,66
63,Þanlýurfa,2092,Haliliye,false,1882,74
63,Þanlýurfa,1194,Birecik,false,874,84
63,Þanlýurfa,1800,Harran,false,8895
63,Þanlýurfa,2093,Karaköprü,false,1210,9
63,Þanlýurfa,1220,Ceylanpýnar,false,2018,6
63,Þanlýurfa,1209,Bozova,false,1318,43
63,Þanlýurfa,1378,Halfeti,false,656,8
64,Uþak,1704,Merkez,false,1674,66
64,Uþak,1170,Banaz,false,1153,74
64,Uþak,1697,Ulubey,false,818,85
64,Uþak,1436,Karahallý,false,330,74
64,Uþak,1629,Sivaslý,false,518,94
64,Uþak,1323,Eþme,false,11272
65,Van,1918,Edremit,false,343,37
65,Van,1770,Bahçesaray,false,489,44
65,Van,1350,Gevaþ,false,1452,1
65,Van,1533,Muradiye,false,916,46
65,Van,2099,Tuþba,false,1901,84
65,Van,1565,Özalp,false,1401,13
65,Van,1309,Erciþ,false,2175,42
65,Van,1175,Baþkale,false,2724,65
65,Van,1236,Çatak,false,1959,28
65,Van,1980,Saray,false,9038
65,Van,1372,Gürpýnar,false,4076,4
65,Van,1786,Çaldýran,false,1371,33
65,Van,2098,Ýpekyolu,false,991,23
66,Yozgat,1245,Çekerek,false,778,25
66,Yozgat,1733,Merkez,false,2059,33
66,Yozgat,1117,Akdaðmadeni,false,1748,14
66,Yozgat,1655,Þefaatli,false,893,74
66,Yozgat,1998,Yenifakýlý,false,369,21
66,Yozgat,1952,Kadýþehri,false,450,61
66,Yozgat,1635,Sorgun,false,1760,13
66,Yozgat,1726,Yerköy,false,1206,33
66,Yozgat,1198,Boðazlýyan,false,1435,97
66,Yozgat,1877,Aydýncýk,false,345,53
66,Yozgat,1982,Saraykent,false,3191
66,Yozgat,1602,Sarýkaya,false,1103,69
66,Yozgat,1242,Çayýralan,false,809,37
66,Yozgat,1895,Çandýr,false,167,34
67,Zonguldak,1926,Gökçebey,false,1631
67,Zonguldak,1741,Merkez,false,290,69
67,Zonguldak,2100,Kilimli,false,109,11
67,Zonguldak,1758,Alaplý,false,4688
67,Zonguldak,2101,Kozlu,false,184,63
67,Zonguldak,1313,Ereðli,false,721,81
67,Zonguldak,1276,Devrek,false,940,42
67,Zonguldak,1240,Çaycuma,false,513,94
68,Aksaray,1120,Merkez,false,3216,92
68,Aksaray,1921,Eskil,false,2006,14
68,Aksaray,1866,Sarýyahþi,false,230,96
68,Aksaray,2106,Sultanhaný,false,450,31
68,Aksaray,1557,Ortaköy,false,738,4
68,Aksaray,1860,Aðaçören,false,467,47
68,Aksaray,1932,Gülaðaç,false,397,94
68,Aksaray,1861,Güzelyurt,false,287,32
69,Bayburt,1767,Aydýntepe,false,408,55
69,Bayburt,1176,Merkez,false,2744,94
69,Bayburt,1788,Demirözü,false,558,59
70,Karaman,1884,Baþyayla,false,153,42
70,Karaman,1316,Ermenek,false,1179,16
70,Karaman,1439,Merkez,false,4267,24
70,Karaman,1862,Kazýmkarabekir,false,400,51
70,Karaman,1768,Ayrancý,false,2221,93
70,Karaman,1983,Sarýveliler,false,475,79
71,Kýrýkkale,1463,Keskin,false,1123,54
71,Kýrýkkale,1880,Bahþýlý,false,268,68
71,Kýrýkkale,1992,Yahþihan,false,321,74
71,Kýrýkkale,1469,Merkez,false,4708
71,Kýrýkkale,1268,Delice,false,930,88
71,Kýrýkkale,1638,Sulakyurt,false,633,82
71,Kýrýkkale,1901,Çelebi,false,198,5
71,Kýrýkkale,1882,Balýþeyh,false,650,38
71,Kýrýkkale,1954,Karakeçili,false,1536
72,Batman,1607,Sason,false,7053
72,Batman,1487,Kozluk,false,1067,7
72,Batman,1941,Hasankeyf,false,324,4
72,Batman,1174,Merkez,false,653,1
72,Batman,1345,Gercüþ,false,936,1
72,Batman,1184,Beþiri,false,819,22
73,Þýrnak,1403,Ýdil,false,1134,64
73,Þýrnak,1698,Uludere,false,845,39
73,Þýrnak,1189,Beytüþþebap,false,1650,55
73,Þýrnak,1931,Güçlükonak,false,465,9
73,Þýrnak,1223,Cizre,false,467,16
73,Þýrnak,1623,Silopi,false,777,78
73,Þýrnak,1661,Merkez,false,1822,16
74,Bartýn,1172,Merkez,false,1034,6
74,Bartýn,1496,Kurucaþile,false,165,57
74,Bartýn,1701,Ulus,false,897,41
74,Bartýn,1761,Amasra,false,178,22
75,Ardahan,2008,Damal,false,255,37
75,Ardahan,1380,Hanak,false,648,52
75,Ardahan,1252,Çýldýr,false,867,51
75,Ardahan,1356,Göle,false,1187,93
75,Ardahan,1579,Posof,false,615,89
75,Ardahan,1144,Merkez,false,1382,12
76,Iðdýr,1142,Aralýk,false,808,91
76,Iðdýr,1398,Merkez,false,1209,96
76,Iðdýr,1692,Tuzluca,false,1269,83
76,Iðdýr,2011,Karakoyunlu,false,361,68
77,Yalova,2026,Termal,false,49,32
77,Yalova,2020,Armutlu,false,172,15
77,Yalova,2019,Altýnova,false,112,18
77,Yalova,2021,Çýnarcýk,false,163,93
77,Yalova,1716,Merkez,false,149,1
77,Yalova,2022,Çiftlikköy,false,1435
78,Karabük,1433,Merkez,false,718,64
78,Karabük,1321,Eskipazar,false,682,46
78,Karabük,1296,Eflani,false,6498
78,Karabük,1561,Ovacýk,false,419,98
78,Karabük,1587,Safranbolu,false,779,93
78,Karabük,1856,Yenice,false,771,7
79,Kilis,2025,Polateli,false,228,88
79,Kilis,1476,Merkez,false,806,97
79,Kilis,2024,Musabeyli,false,341,16
79,Kilis,2023,Elbeyli,false,184
80,Osmaniye,2029,Toprakkale,false,102,41
80,Osmaniye,1165,Bahçe,false,225,19
80,Osmaniye,1743,Düziçi,false,609,53
80,Osmaniye,1560,Merkez,false,826,43
80,Osmaniye,2028,Sumbas,false,397,4
80,Osmaniye,1423,Kadirli,false,1015,29
80,Osmaniye,2027,Hasanbeyli,false,164,49
81,Düzce,1794,Gölyaka,false,170,28
81,Düzce,1784,Cumayeri,false,92,52
81,Düzce,2017,Gümüþova,false,129,82
81,Düzce,1292,Merkez,false,700,9
81,Düzce,1905,Çilimli,false,90,42
81,Düzce,1730,Yýðýlca,false,669,57
81,Düzce,2031,Kaynaþlý,false,210,39
81,Düzce,1116,Akçakoca,false,411,61
